Subject,Type,Timepoint,Rating,BRat
5f1a30f8e8cd9a11b2832182,Self,Current,4,0.749885845
5c6d590ca190e0000103ec5f,Self,Current,2,0.250114155
5c57c06ed05b82000139682e,Self,Current,2,0.250114155
5c0990b854deae0001ac693c,Self,Current,5,0.999771689
5c101f812a1a620001f04007,Self,Current,1,0.000228311
5c2fcd716ea6880001dc8e3d,Self,Current,3,0.5
5c9527e29e4f7400011e1571,Self,Current,3,0.5
5f1b2c6bb5afc42e312b436a,Self,Current,1,0.000228311
5dd2c9f2c925a82e5167ef8b,Self,Current,1,0.000228311
5b7cbe9db630cf000125dffe,Self,Current,2,0.250114155
59296fb2e8a7ff000163f033,Self,Current,2,0.250114155
5f9c3ecd9a95b50a57842e5c,Self,Current,3,0.5
5d94794a521f890016f93604,Self,Current,1,0.000228311
599ec7dc617ca80001fcd124,Self,Current,2,0.250114155
5e531b2205acdb33c0f5f24c,Self,Current,3,0.5
5dd3e9d93228863b9c89ad1a,Self,Current,2,0.250114155
5dbaded2af6b8e0e8c3632ed,Self,Current,1,0.000228311
5c12521fbf739a0001cfeb03,Self,Current,5,0.999771689
5db0a97f127d4000117cdfa0,Self,Current,3,0.5
5b26ed8a8ecf3f0001619040,Self,Current,3,0.5
58e79ac632bebb0001b741ec,Self,Current,3,0.5
5bf08e67d63d690001360a79,Self,Current,3,0.5
5b707a406f0ed10001bfb973,Self,Current,2,0.250114155
5f4c4dd50a92c286c1972f06,Self,Current,2,0.250114155
5f3ac1732efa0a74f975b1a8,Self,Current,1,0.000228311
5ea70b0537c5170b90ece8ac,Self,Current,1,0.000228311
5b9efb73d1ff7a00013bfe84,Self,Current,2,0.250114155
5f4813c94e8b081877fb26a6,Self,Current,3,0.5
5a947fb0f05361000171b5a3,Self,Current,2,0.250114155
5e89fdffad009e010e958ee7,Self,Current,3,0.5
5a5c23afe0cf3d0001268781,Self,Current,2,0.250114155
5f50732850c7c600098593df,Self,Current,2,0.250114155
5e2ac2aa0038f21089a533a4,Self,Current,5,0.999771689
59977c8ba7b2400001523396,Self,Current,3,0.5
5a5d7a42acc75b00017a8193,Self,Current,3,0.5
5ecaa9b289161d043d541b6c,Self,Current,3,0.5
599be3660ed7ae0001991db9,Self,Current,3,0.5
5f773334d74b082186824cac,Self,Current,3,0.5
5dea8a8fcd6328000aeb1cf4,Self,Current,3,0.5
5e3d679eaa341501c1a5a90b,Self,Current,1,0.000228311
5aeeb4903c80f200013af2ed,Self,Current,3,0.5
5dc59aea37023940a0860dea,Self,Current,2,0.250114155
5e3adfc595ff562fbdd130fa,Self,Current,4,0.749885845
5f26a21c70a6d23f6032b1ea,Self,Current,4,0.749885845
5c58e01e6f4ec5000164c35a,Self,Current,2,0.250114155
5f482b0da1cde52de45f174c,Self,Current,2,0.250114155
5e1a288a1859772a7ff2700a,Self,Current,3,0.5
5e9420fb792513752fd18744,Self,Current,3,0.5
5c39606586c1450001a9675d,Self,Current,5,0.999771689
5de9ca36a484410fdd8a928b,Self,Current,3,0.5
559fa17cfdf99b69c369d364,Self,Current,3,0.5
5ec771e68288e91bf1919096,Self,Current,3,0.5
5f6c102b6ec04317fc9a8127,Self,Current,2,0.250114155
5e4a59b502b78f4a232c0cff,Self,Current,3,0.5
5f034b403ad29e529145f174,Self,Current,2,0.250114155
5c31847f10677f0001ddc781,Self,Current,3,0.5
5ea5dd6605b5170963934a65,Self,Current,2,0.250114155
5e795b321feceb5164cd115d,Self,Current,2,0.250114155
5fa322092858085f30d5b011,Self,Current,1,0.000228311
5f50468c0868af1baaec306c,Self,Current,2,0.250114155
570521cfde5095001018a0c8,Self,Current,3,0.5
5b97f70161c19e00018db4a8,Self,Current,2,0.250114155
5b3e3a299a6a140001222ea1,Self,Current,4,0.749885845
557d84c8fdf99b4d577438df,Self,Current,2,0.250114155
5db3029ffa4efa000a145bde,Self,Current,2,0.250114155
54af2a48fdf99b09c01b3801,Self,Current,2,0.250114155
5e46f51bc3298c1bf813a984,Self,Current,4,0.749885845
5f2502c10858c4143fafa023,Self,Current,3,0.5
592e85797b619d0001cb07e9,Self,Current,4,0.749885845
55cd909c34e906000a8d1e1e,Self,Current,2,0.250114155
5f5feca329bdfb0cfc2a8928,Self,Current,4,0.749885845
5f723cf881f5c0159cfa6da1,Self,Current,2,0.250114155
5e3d91a08dfa83000c9f4d36,Self,Current,2,0.250114155
5ee9b0eb623285360eda1910,Self,Current,4,0.749885845
5eb030b6e679c6080c9b2350,Self,Current,1,0.000228311
5e87e49bb69f7b469f03cc68,Self,Current,1,0.000228311
5c3027ef69d7820001063974,Self,Current,2,0.250114155
5d6edb6ada16690017c9b828,Self,Current,3,0.5
5f500418133110165a1539a9,Self,Current,2,0.250114155
5f0dec5bb2612205fe864ab6,Self,Current,3,0.5
5c83f1ed20b39a001440b6b1,Self,Current,2,0.250114155
5f5f039252a9217cad40cc18,Self,Current,5,0.999771689
5be2e7e491deed00015adcb0,Self,Current,2,0.250114155
5c6b2f0d5b27b00001a3561f,Self,Current,3,0.5
5ec453f93ba6b432bdf01d58,Self,Current,2,0.250114155
5c7a94dc8fbcb100146b6dc7,Self,Current,2,0.250114155
5ecffcc0d483170a794928e9,Self,Current,4,0.749885845
59347d4f53490b0001563e47,Self,Current,1,0.000228311
5d1d3f10d5669200017b4e46,Self,Current,4,0.749885845
5e975c32ca82b62079dc8f7c,Self,Current,3,0.5
5dae25fc2e361800135fbd02,Self,Current,2,0.250114155
5df58b28ecb3ea3ed1ceea37,Self,Current,2,0.250114155
5e770f11a9d3b527c662aa23,Self,Current,2,0.250114155
5d453e8723a5bb0001492546,Self,Current,2,0.250114155
58ed2be2a083320001a13783,Self,Current,1,0.000228311
5f52e45ad408d55fa156aa21,Self,Current,2,0.250114155
5e3dff6b8714b707b9a258b0,Self,Current,4,0.749885845
5f1703a31ea06d025b729ad9,Self,Current,3,0.5
5d1618630b1f87001715eca7,Self,Current,4,0.749885845
5e8d44819163b611f62d706c,Self,Current,2,0.250114155
5f5d48f1c6768e5bcae08170,Self,Current,2,0.250114155
5c5deed04ee81200018ebb4a,Self,Current,3,0.5
5f2a13417b4ac51dc95d38c1,Self,Current,3,0.5
5d14cea059c33d0001f19bb3,Self,Current,1,0.000228311
5f9803e732d857040c277dd9,Self,Current,5,0.999771689
5edc3b7a96a72790ae256a1d,Self,Current,4,0.749885845
5e7c987c0d34ae2d8f9c7d8e,Self,Current,4,0.749885845
5d256c9b3eee7d001541a073,Self,Current,3,0.5
5987c9f26ab9880001b5b04d,Self,Current,2,0.250114155
5dd106ec7beb291ab1c63d0f,Self,Current,5,0.999771689
5d478068ff3efc001a89d7de,Self,Current,4,0.749885845
5ceff2032de4e90015c822c4,Self,Current,2,0.250114155
5d4e24cdcc0b630001a2698d,Self,Current,3,0.5
5e0d416d13ec504cb9c43cbf,Self,Current,3,0.5
5c7dcd11f066ff001568e56a,Self,Current,2,0.250114155
5f0963c6310eaf000b922e94,Self,Current,3,0.5
5b9ec956c8a17f000171f7ad,Self,Current,1,0.000228311
5e9aa65a9d211b140b6919f7,Self,Current,4,0.749885845
5ed8c264d134c803a2670e4c,Self,Current,3,0.5
5d4b265b72db9d0015e8aac6,Self,Current,3,0.5
5e7d031be805560ae6b93dba,Self,Current,3,0.5
5aa55cf8dbdb470001ef4cc5,Self,Current,2,0.250114155
5a7cb079aa46dd00016b5bfb,Self,Current,4,0.749885845
5c3fb71b36052e00016bb1a6,Self,Current,2,0.250114155
5ee2b44f470fa7446a470c8d,Self,Current,3,0.5
5e6869e6fe7f431210ced3f1,Self,Current,1,0.000228311
5debccb0389fde2b5e13fcea,Self,Current,2,0.250114155
5c11f8202b16ba0001c8b764,Self,Current,2,0.250114155
5ed1c05a74af59110a5aa82f,Self,Current,3,0.5
5e5d641259df370779040d9e,Self,Current,2,0.250114155
5aeda69f9457e00001054d76,Self,Current,4,0.749885845
5f48348c7dfbf12d50c6a7ec,Self,Current,3,0.5
589a46af57995d0001a8a03a,Self,Current,3,0.5
5a708ef2f1530b000103bfab,Self,Current,2,0.250114155
5eb24b26f30ede1a6ae46c14,Self,Current,2,0.250114155
5ea7434507a21c11406c58d6,Self,Current,2,0.250114155
5c5aecc774a76f0001a25ced,Self,Current,3,0.5
583f12f545073d0001fac52d,Self,Current,2,0.250114155
5dc091fa9be08f03fb01a816,Self,Current,1,0.000228311
5e2b0d34a8dc8c000cc53114,Self,Current,3,0.5
5ab415206db3e700011bde54,Self,Current,2,0.250114155
5cec2163d439ae0016596611,Self,Current,1,0.000228311
57b9bafdfc23450001acc1ac,Self,Current,2,0.250114155
5ac6cc039534ba0001c75642,Self,Current,1,0.000228311
5cb9ca6814b3cb0017e4f7dd,Self,Current,3,0.5
5f29aacd4eeb0b10914d3dc5,Self,Current,2,0.250114155
5c720c7278263500015665f9,Self,Current,1,0.000228311
5ef428a45311db1c83d82b34,Self,Current,4,0.749885845
5edad5d3b940fe72e6c321ac,Self,Current,1,0.000228311
5cb52a1e33f33d0001249130,Self,Current,3,0.5
5e2784b2cf46ff9ab1191cc9,Self,Current,3,0.5
5c5732a80a537a00019ea4eb,Self,Current,1,0.000228311
5b197b8088ee7400012ae154,Self,Current,1,0.000228311
5d204134abea8100173fa8a4,Self,Current,1,0.000228311
5b76d0f5fca8d9000139404c,Self,Current,1,0.000228311
5bdc4d25a49c2800019e1c24,Self,Current,2,0.250114155
5f109c350780b10d05983394,Self,Current,3,0.5
56e6a66af6ed900006a5867c,Self,Current,2,0.250114155
5d329756062745001921494a,Self,Current,4,0.749885845
5eea591930ca5f0ddaa75a7f,Self,Current,4,0.749885845
5e1414d158a5c7a5a1d99be3,Self,Current,2,0.250114155
5dfcfabe2b12bd9d55590694,Self,Current,2,0.250114155
5ea963dc8304320363c8398c,Self,Current,3,0.5
5ecd649985aa0b0c194928bb,Self,Current,2,0.250114155
5ddaa1e583e309a04100bd57,Self,Current,3,0.5
5ed2109da3c8c204b76f6cd5,Self,Current,2,0.250114155
56e1bbcb6ce054000b3ffcb8,Self,Current,3,0.5
55be9292fdf99b4c861994d8,Self,Current,3,0.5
5c3282cd53d7b10001934577,Self,Current,3,0.5
5e52d0122f5f952f2a7b6b28,Self,Current,4,0.749885845
58a63a64ea3d11000170e1cc,Self,Current,2,0.250114155
5c6aecbad0fb370001731cac,Self,Current,3,0.5
5bf720e60b616400019c6c6c,Self,Current,1,0.000228311
57bca845e2101600015e8e88,Self,Current,2,0.250114155
5f469dcf5fcb5d0355771013,Self,Current,3,0.5
5d254db8bb2e30001933fe36,Self,Current,2,0.250114155
5d003450f641130018828b8e,Self,Current,3,0.5
5d5f31230fc94a001c632b69,Self,Current,3,0.5
5ed53833cb34a1098e5e2bce,Self,Current,2,0.250114155
5e311dd7a390be11ebfc23c3,Self,Current,2,0.250114155
5c0023fb2213be0001c2cdde,Self,Current,3,0.5
5c4684826a7dbc00017c0a87,Self,Current,2,0.250114155
5ab8026547a9f7000153a324,Self,Current,2,0.250114155
5deb3c192235ad24f4a21826,Self,Current,2,0.250114155
5e025e51a2c696de398fa46b,Self,Current,3,0.5
5d66ea7549716000187f26af,Self,Current,2,0.250114155
5eadc21b6d4da6467f9d0a6b,Self,Current,2,0.250114155
5f3557097104764efaee9bbe,Self,Current,2,0.250114155
5de9ef512dc5c612021d3038,Self,Current,3,0.5
5e5e9f949ec7440200735db7,Self,Current,3,0.5
58dc1373463f960001ba45b3,Self,Current,2,0.250114155
5e9128974d246b4532f248ff,Self,Current,4,0.749885845
A13FUEPWBCLBUY,Self,Current,1,0.000228311
A15VCKELIEEPJN,Self,Current,2,0.250114155
A12FTSX85NQ8N9,Self,Current,1,0.000228311
A38I0E8UK53ME5,Self,Current,3,0.5
A3K9GTQBOI7O5A,Self,Current,2,0.250114155
A1L3937MY09J3I,Self,Current,2,0.250114155
A2MHY064OSYIBI,Self,Current,2,0.250114155
A3I40B0FATY8VH,Self,Current,2,0.250114155
A10MSB9X1UFLJ5,Self,Current,3,0.5
A1P2RQ166VS5BT,Self,Current,2,0.250114155
A22ABLVEI5EGPL,Self,Current,1,0.000228311
A1VR1XQEQQXYUE,Self,Current,1,0.000228311
A11TPUPFP2S4MK,Self,Current,1,0.000228311
A3O0QZQ4V2IXT7,Self,Current,2,0.250114155
A2OO4PG3LBLP5I,Self,Current,3,0.5
A2615YW1YERQBO,Self,Current,1,0.000228311
A1F9KLZGHE9DTA,Self,Current,3,0.5
A2FGKKWP33DFWS,Self,Current,3,0.5
AIEKCWYZTS41V,Self,Current,1,0.000228311
AMELYCC59JKB0,Self,Current,2,0.250114155
A2XQ3CFB5HT2ZQ,Self,Current,2,0.250114155
A2VLTSW6CXIUMR,Self,Current,3,0.5
A1DZMZTXWOM9MR,Self,Current,1,0.000228311
A1JJYY622DGE5L,Self,Current,5,0.999771689
A1RV2LERVS0A4H,Self,Current,3,0.5
A30RAYNDOWQ61S,Self,Current,2,0.250114155
A1DMXEJGJY02E1,Self,Current,3,0.5
A3F51C49T9A34D,Self,Current,1,0.000228311
A2OVX9UW5WANQE,Self,Current,5,0.999771689
A2196WCNDZULFS,Self,Current,2,0.250114155
A1ZT30BGR3266K,Self,Current,3,0.5
A3UPZ88FI1EJC,Self,Current,3,0.5
A3KF6O09H04SP7,Self,Current,2,0.250114155
A1BNYBF79IQ89T,Self,Current,2,0.250114155
A5BMKZRGHNSRT,Self,Current,3,0.5
A1NZFJHVJ9CNTO,Self,Current,3,0.5
A3180VXVP8MOIH,Self,Current,5,0.999771689
A2TLN8489YGY81,Self,Current,2,0.250114155
A2Y0WNHMT4PZ4C,Self,Current,1,0.000228311
A18VIO909RWY6D,Self,Current,1,0.000228311
A34SIGOLUGKIHJ,Self,Current,2,0.250114155
A16G6PPH1INQL8,Self,Current,3,0.5
A2YGOORS5N9RW8,Self,Current,1,0.000228311
AIHHRINW9IN1I,Self,Current,3,0.5
A3P5WIW36V70AI,Self,Current,2,0.250114155
AMV1E7FFPVAW4,Self,Current,4,0.749885845
A3FAF93BMDJLAL,Self,Current,1,0.000228311
A1TLNLB9D87H6,Self,Current,4,0.749885845
A30UE6DWFNUCWX,Self,Current,2,0.250114155
A2MUCL20GTQJA0,Self,Current,2,0.250114155
A2FL477TMKC91L,Self,Current,2,0.250114155
A3FGT6EU39C6S4,Self,Current,3,0.5
A2S64AUN7JI7ZS,Self,Current,2,0.250114155
A3R5OJR60C6004,Self,Current,2,0.250114155
A3URLNXHLP4ARU,Self,Current,2,0.250114155
ADZHJZ078THWQ,Self,Current,3,0.5
AGWWUXDX6CI38,Self,Current,3,0.5
A222R4PNCF08OF,Self,Current,3,0.5
A2V27A9GZA1NR2,Self,Current,1,0.000228311
A1V1JNPU0KOA3X,Self,Current,2,0.250114155
AA4O2W236E3FW,Self,Current,1,0.000228311
A98E8M4QLI9RS,Self,Current,3,0.5
AXMPSUNKUBEIL,Self,Current,3,0.5
A3D2U4QF7821ZW,Self,Current,3,0.5
A1EUBMQ86K32XE,Self,Current,4,0.749885845
AEWGY34WUIA32,Self,Current,3,0.5
A3388HIWAKD3DV,Self,Current,2,0.250114155
AZNIEFUIVB2H0,Self,Current,2,0.250114155
APGX2WZ59OWDN,Self,Current,3,0.5
A37JSOJH9695SM,Self,Current,4,0.749885845
A37OUZOGQKGMW0,Self,Current,2,0.250114155
A3QEVFM3UD67BA,Self,Current,3,0.5
A2DWPP1KKAY0HG,Self,Current,3,0.5
AW5O1RK3W60FC,Self,Current,2,0.250114155
A3O0ZQMDKOKAMR,Self,Current,4,0.749885845
A2NO3OTBZYY43Z,Self,Current,2,0.250114155
5d338bb02381b7001761694e,Self,MostDiff,4,0.749885845
5c57631a47a04100010da795,Self,MostDiff,4,0.749885845
5d73b97a40e4bc00019e1db8,Self,MostDiff,3,0.5
5d8d12f6d88e3a00142c9751,Self,MostDiff,5,0.999771689
5a3bdd2c8d005a0001829f3e,Self,MostDiff,1,0.000228311
5c381b1ce4dbd30001fbc9c9,Self,MostDiff,5,0.999771689
5d615f7632cfbd001b1b6dcb,Self,MostDiff,2,0.250114155
5c0a696aa4e5fc0001759543,Self,MostDiff,5,0.999771689
5db222231ff7b4000ab2cfc1,Self,MostDiff,4,0.749885845
5c223d4a4a7e1f000137e5b9,Self,MostDiff,3,0.5
5c55fec09fcbc40001dc50b5,Self,MostDiff,4,0.749885845
5d88db42c1d06e001a1fdcab,Self,MostDiff,4,0.749885845
5d45c2d1da9cb60015aa4312,Self,MostDiff,3,0.5
A2OVWCQ4B9AHFY,Self,MostDiff,2,0.250114155
5b0fa626bd9c310001568d6c,Self,MostDiff,4,0.749885845
5a4bf09053a4560001ba0ebf,Self,MostDiff,4,0.749885845
5cf5134c8f8ff80019e76721,Self,MostDiff,5,0.999771689
5d9a09095223b6001809f1c9,Self,MostDiff,3,0.5
5dea76e109c1071948aed0ff,Self,MostDiff,5,0.999771689
55ef4896b9401300137f40ac,Self,MostDiff,4,0.749885845
5dfb693a73d72487b1fe495b,Self,MostDiff,5,0.999771689
5e121701dc79bd8a1a22ca99,Self,MostDiff,4,0.749885845
5e683c4d6ca0f9000d3f35fe,Self,MostDiff,3,0.5
5dfc64647adf4b971f329cbf,Self,MostDiff,2,0.250114155
5e3a7e26ca5cf328020dc4b6,Self,MostDiff,3,0.5
5c7cf8b58ca9000001b52f6e,Self,MostDiff,5,0.999771689
5aa637861eda41000136d5d2,Self,MostDiff,3,0.5
5bf17270871dd1000197226e,Self,MostDiff,5,0.999771689
5be0a65507684000010cf0f9,Self,MostDiff,5,0.999771689
5c0150326a0c6e00013c6068,Self,MostDiff,4,0.749885845
599eaf0fbfd73c00010ea24e,Self,MostDiff,5,0.999771689
5eaad5dcc2e64603e5122442,Self,MostDiff,4,0.749885845
5c3a34eebe1ddc0001aa35d6,Self,MostDiff,5,0.999771689
5e6fd38fe95be7071b5196bf,Self,MostDiff,5,0.999771689
5d55d562e04e1c0001f5e682,Self,MostDiff,4,0.749885845
5e121b2b82a955890a9b3484,Self,MostDiff,2,0.250114155
A3OB6REG5CGHK1,Self,MostDiff,4,0.749885845
5d5f07cdca10e90016bc0103,Self,MostDiff,4,0.749885845
5ede432f75bfd1073c1501d8,Self,MostDiff,4,0.749885845
5ec7ec01fc75cf27b5dd16ee,Self,MostDiff,4,0.749885845
5cfc3d486e9951001a0cb8cd,Self,MostDiff,2,0.250114155
5dcefcd0307b8d05031d7264,Self,MostDiff,1,0.000228311
57e7bb4e73e67300012b8e2a,Self,MostDiff,5,0.999771689
5993020a5f49420001caf86b,Self,MostDiff,5,0.999771689
5a78e410ae9a0b0001a97274,Self,MostDiff,4,0.749885845
5bf32090a155c300016f3c06,Self,MostDiff,3,0.5
5e667f3bc3f30a4050fc8f2f,Self,MostDiff,2,0.250114155
5e500182080ac1000b1c7315,Self,MostDiff,5,0.999771689
58742bf5d53c97000159df8c,Self,MostDiff,5,0.999771689
5d47abcc2dc88900166f27c9,Self,MostDiff,5,0.999771689
5ee0f5feec87fc0bc5eabdd7,Self,MostDiff,4,0.749885845
5d76a776f6630c0018431c01,Self,MostDiff,4,0.749885845
5b5a822e1ad8270001c4f28d,Self,MostDiff,3,0.5
5e6d3b17a2b73d2f7aef3d04,Self,MostDiff,4,0.749885845
5e1b9d3d08b5ba3c86879d5b,Self,MostDiff,5,0.999771689
5e15e63a4f40fbbd907aff1e,Self,MostDiff,2,0.250114155
5d82be0cf45ead000150f026,Self,MostDiff,4,0.749885845
558acd52fdf99b65685f03d9,Self,MostDiff,2,0.250114155
5edc195a95d5090e1c3f91b2,Self,MostDiff,4,0.749885845
5e39d872793a082024d9cf18,Self,MostDiff,2,0.250114155
57dd766bbcd7150001ded5de,Self,MostDiff,3,0.5
59417543c768a500011c9731,Self,MostDiff,3,0.5
56f0393f3f71990005d0e66d,Self,MostDiff,4,0.749885845
5e51dfe3618c57215938d7b7,Self,MostDiff,3,0.5
5d54b73f1c1de70015d50959,Self,MostDiff,5,0.999771689
5d6141608a11df001a477fbe,Self,MostDiff,5,0.999771689
5be781ca3b047e0001a39e47,Self,MostDiff,3,0.5
5e04446a783225ee6e9ed929,Self,MostDiff,5,0.999771689
59a1de0cec2f75000124eeaf,Self,MostDiff,3,0.5
5dd3e852b988873c617cd21a,Self,MostDiff,5,0.999771689
5e975ea254955d0bfe9f7929,Self,MostDiff,5,0.999771689
5dcf402982569a08ddd84086,Self,MostDiff,5,0.999771689
5dcf7b49523df00ae9c4e07e,Self,MostDiff,4,0.749885845
5ed17af75957f60d040e3f34,Self,MostDiff,2,0.250114155
5edd13e3858a15a07241964b,Self,MostDiff,2,0.250114155
578673a9275be6000135880e,Self,MostDiff,4,0.749885845
5ecc6fb87c7c7646490f3cf8,Self,MostDiff,5,0.999771689
58effc65c31d4d00015aa5b9,Self,MostDiff,4,0.749885845
5e416e22fb96eb000b3fe2a8,Self,MostDiff,3,0.5
5c43349027bb0d0001282427,Self,MostDiff,2,0.250114155
5c2cdb4e213a1a0001b9c475,Self,MostDiff,3,0.5
5eb2d579ed24d507082b07a2,Self,MostDiff,4,0.749885845
5dc1cd625fd2031344dfe43d,Self,MostDiff,5,0.999771689
5b97f8988ae8150001c7a887,Self,MostDiff,3,0.5
5c5fc78e96dff400013607a5,Self,MostDiff,3,0.5
5c804f4092ad770015846011,Self,MostDiff,5,0.999771689
5d2e56ae72b6780001c66698,Self,MostDiff,3,0.5
5d82d28977546f00166ae702,Self,MostDiff,3,0.5
5a9262251eda410001360b2c,Self,MostDiff,4,0.749885845
5ea492e3b1b3620a6fee3b90,Self,MostDiff,5,0.999771689
59e833e72f63d30001c8fb86,Self,MostDiff,5,0.999771689
5c71b63c4aa8ec0001f2bfc4,Self,MostDiff,4,0.749885845
5dc4175e3317732e53467e8b,Self,MostDiff,3,0.5
59658491b9153e0001617465,Self,MostDiff,4,0.749885845
5c9ebf067114700016da2813,Self,MostDiff,3,0.5
5eca8de81197051fa92b5a6a,Self,MostDiff,3,0.5
57b60487e5b60d0001083aea,Self,MostDiff,4,0.749885845
5d1beb9c9e033e0017a725dc,Self,MostDiff,5,0.999771689
5dee72917309b950e5262f3a,Self,MostDiff,5,0.999771689
56d0f57421cd29000a9737e4,Self,MostDiff,3,0.5
5ec75df0d799ae1c11a8115c,Self,MostDiff,4,0.749885845
5e65c211b45c6432d8227e4c,Self,MostDiff,3,0.5
5c6a3c721519ac0001668582,Self,MostDiff,5,0.999771689
5dc1eb838a84461511b3cd73,Self,MostDiff,5,0.999771689
5cd062370081a60017789079,Self,MostDiff,4,0.749885845
5dc8d8b90a0b38630af7a0ba,Self,MostDiff,4,0.749885845
5d6ef023cfe0a400198f911e,Self,MostDiff,5,0.999771689
5beb8419aec9ef0001e9d5fb,Self,MostDiff,1,0.000228311
5ea8fe56a6d1a135a5a442cd,Self,MostDiff,3,0.5
5c9a7872e2a8d00001585513,Self,MostDiff,5,0.999771689
5c05ff644c14cf00019db0a9,Self,MostDiff,3,0.5
5d847ac9be4b0b00188463d7,Self,MostDiff,4,0.749885845
5eb33612d573b51326905f30,Self,MostDiff,3,0.5
5c90094e71f3100016181ea9,Self,MostDiff,4,0.749885845
5e82cbf3469f74a0b6d0fd29,Self,MostDiff,5,0.999771689
5d0d16d991270800010b7dd7,Self,MostDiff,3,0.5
5daa18ed95be5f00133609e8,Self,MostDiff,1,0.000228311
5e6027f12036113753519c82,Self,MostDiff,3,0.5
5b619b6c5256470001bcf992,Self,MostDiff,4,0.749885845
5e35d4a59d323458753819d2,Self,MostDiff,5,0.999771689
595b93be7882150001240e21,Self,MostDiff,2,0.250114155
5e37b3d7abde98738c0f1e7c,Self,MostDiff,3,0.5
5e29ada5d441690127fb5748,Self,MostDiff,5,0.999771689
5e84b8443f064006f1b5215c,Self,MostDiff,5,0.999771689
5dcca657854936945d68eaa9,Self,MostDiff,4,0.749885845
5cd321750316ed0017c81bcd,Self,MostDiff,5,0.999771689
5b4d39f2d4c93b00019c8217,Self,MostDiff,5,0.999771689
55b9a9b0fdf99b6906d2aba4,Self,MostDiff,2,0.250114155
58a43e029a17120001d910d5,Self,MostDiff,5,0.999771689
5edeb3b209233c154f4d552a,Self,MostDiff,3,0.5
5d9f8573ce3daf0015e3e400,Self,MostDiff,2,0.250114155
5de1986c040f531f97eb6092,Self,MostDiff,3,0.5
5490c822fdf99b71ba910e1a,Self,MostDiff,3,0.5
5831f08ebfb3b400015a6ad4,Self,MostDiff,5,0.999771689
5e6690ca0ef3a301da87b4d9,Self,MostDiff,4,0.749885845
5e9b621702bbdc069b2496c4,Self,MostDiff,2,0.250114155
5e6989bc651f7d241449fccf,Self,MostDiff,2,0.250114155
5e8537fe23609011fe987ca7,Self,MostDiff,1,0.000228311
5ea997837d28170bc5125c56,Self,MostDiff,4,0.749885845
5d378df21acda30001e7191e,Self,MostDiff,4,0.749885845
5cc1e9161758c700138de977,Self,MostDiff,3,0.5
5c82a8cdfff8430015e9942f,Self,MostDiff,3,0.5
5c925b0fb138fe0014e4036b,Self,MostDiff,1,0.000228311
5e5ab88a43f33029b119a48c,Self,MostDiff,4,0.749885845
5e19c8d1477f3b24e0ac5efa,Self,MostDiff,2,0.250114155
5a212dcc7b108200011e040c,Self,MostDiff,5,0.999771689
5c27f83289f035000174a168,Self,MostDiff,5,0.999771689
5ed081544e61f3163c036286,Self,MostDiff,2,0.250114155
5d6d6412f570e000184cf48b,Self,MostDiff,5,0.999771689
5bddf0f876219d00014b145e,Self,MostDiff,4,0.749885845
5dacf17a6f11e500163e3bc4,Self,MostDiff,4,0.749885845
5e4af9e73485dd000c99724e,Self,MostDiff,4,0.749885845
5bcb229aa8920a00013060fa,Self,MostDiff,4,0.749885845
5b15307351caaf0001228d9b,Self,MostDiff,5,0.999771689
5cb9bc10e50fe5001746c43b,Self,MostDiff,4,0.749885845
5a0d9553fe645f0001e9f852,Self,MostDiff,3,0.5
5c03217b1a20110001e979f0,Self,MostDiff,4,0.749885845
5ec12ad1759b78000a4f9965,Self,MostDiff,4,0.749885845
5e552a5e45774651f60e62b3,Self,MostDiff,4,0.749885845
5dc1c27fb3e5c212018d9e33,Self,MostDiff,3,0.5
5ec2f967fa87231315e8b60c,Self,MostDiff,5,0.999771689
5e5b0bcc7a584430eb8bea65,Self,MostDiff,4,0.749885845
5c971acab18d000001e1afd7,Self,MostDiff,4,0.749885845
5e815773285d3883ba2fbbcf,Self,MostDiff,3,0.5
5eb1bc2b9d57e52f90d13214,Self,MostDiff,3,0.5
5b5c8d4e10aec90001ed4bee,Self,MostDiff,2,0.250114155
5d63179aa3b94d0001da4bb6,Self,MostDiff,5,0.999771689
5c742339e621f900163f4543,Self,MostDiff,4,0.749885845
583b397f54686200010f1d20,Self,MostDiff,4,0.749885845
59dc458f77860e000151240e,Self,MostDiff,2,0.250114155
5b76ce43bfc4cb0001f2c4c3,Self,MostDiff,4,0.749885845
5e80d8569d1bdf03449b0c2e,Self,MostDiff,4,0.749885845
5e175705cfe8dc000b559793,Self,MostDiff,3,0.5
5ddae85b393bd3a44d7cbaaa,Self,MostDiff,4,0.749885845
5e1797da928b15062260e30e,Self,MostDiff,3,0.5
5d612ae16512d700159face7,Self,MostDiff,2,0.250114155
55ddb84550a1f7000b90d65a,Self,MostDiff,4,0.749885845
5e27868c5cbbcc0b3599574b,Self,MostDiff,5,0.999771689
5c871f91e769f8000178afc8,Self,MostDiff,2,0.250114155
5d461284d9b0690001720f6d,Self,MostDiff,2,0.250114155
5e83abb4e0a2e40fd565226d,Self,MostDiff,3,0.5
5c28113978fad50001932f58,Self,MostDiff,5,0.999771689
5e78bf026d9a62443b9d5b74,Self,MostDiff,5,0.999771689
5dba287f9653e80734e335d7,Self,MostDiff,4,0.749885845
58f10189738cac000116d3ab,Self,MostDiff,3,0.5
