Subject,num_weights,Covid_Exp2,Covid_Exp1,BCovid_Rem
599eaf0fbfd73c00010ea24e,11,0.450035014,0.400070028,0.395976027
599ec7dc617ca80001fcd124,16,0.25017507,0.343859419,0.390774829
59a1de0cec2f75000124eeaf,17,0.00035014,0.088523645,0.015370669
59ad6f1e09709e00013c2ba5,15,0.216865079,0.283485061,0.297153253
59c0782e5364260001dc4740,14,0.00035014,0.071728691,0.000684932
59c6305e6a287600011c388d,17,0.5,0.470608832,0.632171636
59dc458f77860e000151240e,12,0.125262605,0.021168884,0.054182975
59e833e72f63d30001c8fb86,13,0.211740465,0.269392372,0.294399678
5a03d20a7ecfc50001be0a7a,14,0.107417967,0.303708984,0.214677104
5a04869ff2e3460001edad2e,6,0.166900093,0.25017507,0.416780822
5a0d9553fe645f0001e9f852,16,0.172104779,0.078420431,0.125513699
5a212dcc7b108200011e040c,14,0.196641156,0.339398259,0.699726027
5a21b2e1e473b80001baaa09,15,0.066970121,0.183555089,0.23369863
5a3bdd2c8d005a0001829f3e,6,0.00035014,0.00035014,0.000684932
5a49d6a06d85f80001c25bc4,2,0.25017507,0.25017507,0.333561644
5a4bf09053a4560001ba0ebf,8,0.285864346,0.392932173,0.400136986
5a5c23afe0cf3d0001268781,15,0.033660131,0.100280112,0.15672089
5a5d7a42acc75b00017a8193,8,0.562456232,0.468771884,0.480795574
5a6f1ccade1f390001dbd8b7,13,0.615303814,0.672955721,0.764343272
5a708ef2f1530b000103bfab,10,0.361208372,0.388966698,0.428669276
5a78e410ae9a0b0001a97274,6,0.5,0.458362512,0.472260274
5a7cb079aa46dd00016b5bfb,8,0.5,0.781053046,0.666438356
5a8891155292b800012316a8,7,0.571378551,0.392932173,0.250342466
5a91877e777df200015fa0f5,17,0.00035014,0.029741308,0.000684932
5a9262251eda410001360b2c,12,0.182040998,0.431865928,0.268175147
5a947fb0f05361000171b5a3,16,0.375087535,0.562456232,0.602800161
5aa55cf8dbdb470001ef4cc5,16,0.00035014,0.218946954,0.294399678
5aa637861eda41000136d5d2,7,0.428621449,0.428621449,0.327160169
5aa806e7777df200016088c5,11,0.522711357,0.431865928,0.749657534
5ab415206db3e700011bde54,11,0.272886427,0.522711357,0.397199839
5ab8026547a9f7000153a324,17,0.279566238,0.132610397,0.382514102
5ab84333f69e940001d8f0af,10,0.075297619,0.125262605,0.103485093
5ac6cc039534ba0001c75642,14,0.058002047,0.134871256,0.125513699
5ace650a436f550001004f87,17,0.176697149,0.323652991,0.33845689
5ad9cc7ddfcfcb0001e667f3,16,0.283485061,0.083625117,0.265946062
5aeda69f9457e00001054d76,14,0.519217302,0.672955721,0.67832681
5aeeb4903c80f200013af2ed,17,0.176697149,0.015045724,0.250342466
5b0fa626bd9c310001568d6c,8,0.437543768,0.406315651,0.5
5b15307351caaf0001228d9b,17,0.00035014,0.073828061,0.323771152
5b15de5cbd9c310001570400,17,0.353044159,0.353044159,0.823086221
5b16ceb0bdf4e10001630f58,17,0.308957406,0.191392734,0.426571313
5b197b8088ee7400012ae154,14,0.036039416,0.553533914,0.890089897
5b25c819a7cee100011d9091,16,0.297017244,0.297017244,0.176913779
5b26ed8a8ecf3f0001619040,17,0.176697149,0.397130911,0.220970991
5b32c0ff975e260001e97d0e,8,0.281403186,0.375087535,0.353142627
5b3e3a299a6a140001222ea1,17,0.558782336,0.544086752,0.690914585
5b457ba9eb64c200015bbab1,8,0.437543768,0.562456232,0.599863014
5b4d31673d01bd0001ec447e,12,0.590845429,0.727113573,0.549931507
5b4d39f2d4c93b00019c8217,12,0.375087535,0.416725023,0.367828364
5b5a822e1ad8270001c4f28d,10,0.225192577,0.300140056,0.312756849
5b5c8d4e10aec90001ed4bee,6,0.083625117,0.125262605,0.11817083
5b619b6c5256470001bcf992,8,0.125262605,0.156490721,0.103485093
5b707a406f0ed10001bfb973,14,0.107417967,0.018194778,0.017328767
5b76ce43bfc4cb0001f2c4c3,17,0.294261822,0.279566238,0.250342466
5b76d0f5fca8d9000139404c,2,0.00035014,0.00035014,0.250342466
5b7cbe9db630cf000125dffe,15,0.066970121,0.100280112,0.141117295
5b954f10754b700001f06bf0,10,0.275157563,0.425052521,0.250342466
5b97f70161c19e00018db4a8,15,0.183555089,0.350105042,0.266986301
5b97f8988ae8150001c7a887,11,0.522711357,0.363731856,0.596022129
5b9ec956c8a17f000171f7ad,16,0.031578256,0.062806373,0.132856567
5b9efb73d1ff7a00013bfe84,14,0.160951881,0.375087535,0.208732877
5bcb229aa8920a00013060fa,16,0.25017507,0.516654995,0.411885576
5bcd295277740000016ab0a5,10,0.25017507,0.555516651,0.325239726
5bd9f569eb22f2000183df4e,17,0.397130911,0.514695584,0.514685737
5bd9fed6780d50000109c503,9,0.281403186,0.312631303,0.27114726
5bdbf2d92562330001b8d056,13,0.038784745,0.211740465,0.103485093
5bdc4d25a49c2800019e1c24,10,0.343859419,0.5,0.636176837
5bddd64b48428800013061a6,14,0.589223189,0.696291016,0.546810788
5bddf0f876219d00014b145e,11,0.227463713,0.590845429,0.535665362
5be0a65507684000010cf0f9,15,0.350105042,0.683204949,0.593621575
5be2e7e491deed00015adcb0,15,0.25017507,0.100280112,0.265028203
5be781ca3b047e0001a39e47,11,0.272886427,0.318309142,0.000684932
5beb8419aec9ef0001e9d5fb,17,0.00035014,0.00035014,0.000684932
5bef87523d79ff0001275154,13,0.00035014,0.154088559,0.15672089
5bf08e67d63d690001360a79,12,0.113906926,0.159329641,0.182254047
5bf32090a155c300016f3c06,17,0.073828061,0.088523645,0.11817083
5bf5ab78f35e0c000101b657,8,0.5,0.624912465,0.444520548
5bf720e60b616400019c6c6c,11,0.00035014,0.00035014,0.232509785
5bfd81fb2feab400014d9060,17,0.25017507,0.029741308,0.353142627
5c0023fb2213be0001c2cdde,14,0.431865928,0.341020499,0.546810788
5c003b5c2c8cc1000138e25f,16,0.375087535,0.593684349,0.5
5c0150326a0c6e00013c6068,17,0.294261822,0.279566238,0.220970991
5c03217b1a20110001e979f0,4,0.187718838,0.437543768,0.214677104
5c05ff644c14cf00019db0a9,17,0.720433762,0.646955841,0.72028606
5c0990b854deae0001ac693c,17,0.411826495,0.661651425,0.382514102
5c0a696aa4e5fc0001759543,13,0.477288643,0.227463713,0.383493151
5c0f1cf4f3027300014b606f,15,0.333450047,0.416725023,0.382514102
5c101f812a1a620001f04007,5,0.450035014,0.25017507,0.250342466
5c11f8202b16ba0001c8b764,8,0.214485794,0.036039416,0.150479452
5c12521fbf739a0001cfeb03,16,0.297017244,0.203332896,0.426571313
5c1bc0ab84ff14000184c2ce,15,0.5,0.300140056,0.5
5c1c137b0739430001693cf5,7,0.143107243,0.464310724,0.350205479
5c223d4a4a7e1f000137e5b9,16,0.140876663,0.00035014,0.219135274
5c27f83289f035000174a168,13,0.653738418,0.74982493,0.681569116
5c28113978fad50001932f58,14,0.25017507,0.232330432,0.133835616
5c2cdb4e213a1a0001b9c475,12,0.291812558,0.208537582,0.063099315
5c2d187569ceff00011417de,5,0.25017507,0.562456232,0.333561644
5c2fcd716ea6880001dc8e3d,14,0.285864346,0.303708984,0.397199839
5c3027ef69d7820001063974,13,0.346261582,0.269392372,0.265028203
5c31847f10677f0001ddc781,10,0.574947479,0.475017507,0.403977871
5c3282cd53d7b10001934577,5,0.74982493,0.5,0.5
5c381b1ce4dbd30001fbc9c9,10,0.350105042,0.275157563,0.211933614
5c39606586c1450001a9675d,16,0.687368697,0.812281162,0.858882705
5c3a34eebe1ddc0001aa35d6,11,0.325122549,0.225192577,0.353142627
5c3fb71b36052e00016bb1a6,8,0.624912465,0.312631303,0.265028203
5c40e7d99d27f00001159a65,11,0.272886427,0.318309142,0.250342466
5c43349027bb0d0001282427,10,0.225192577,0.450035014,0.15672089
5c454961f5e3bc00014ed20b,14,0.107417967,0.25017507,0.266986301
5c4684826a7dbc00017c0a87,7,0.549964986,0.350105042,0.312756849
5c47d714a8703f0001b6e780,13,0.576869209,0.288609675,0.485314263
5c4de8f726093e000134ee6e,16,0.328245361,0.172104779,0.265946062
5c55fec09fcbc40001dc50b5,17,0.015045724,0.015045724,0.000684932
5c5732a80a537a00019ea4eb,17,0.088523645,0.117914813,0.265028203
5c57631a47a04100010da795,9,0.472241674,0.527758326,0.522696139
5c57c06ed05b82000139682e,16,0.172104779,0.312631303,0.219135274
5c586f5eee248f00016b7fe7,12,0.395906279,0.583274977,0.480795574
5c58e01e6f4ec5000164c35a,17,0.103219229,0.00035014,0.088799355
5c5aecc774a76f0001a25ced,16,0.390701593,0.297017244,0.375171233
5c5deed04ee81200018ebb4a,16,0.390701593,0.328245361,0.544057212
5c5fc78e96dff400013607a5,8,0.062806373,0.062806373,0.14334638
5c6319a0b73d590001ae789d,17,0.617564673,0.558782336,0.632171636
5c6a36214fbf270001311702,17,0.294261822,0.367739743,0.309085415
5c6a3c721519ac0001668582,6,0.849754902,0.799789916,0.721917808
5c6aecbad0fb370001731cac,9,0.222416744,0.222416744,0.250342466
5c6b2f0d5b27b00001a3561f,13,0.596086512,0.653738418,0.557613277
5c6d590ca190e0000103ec5f,10,0.599929972,0.699859944,0.632171636
5c70852d7826350001565ce4,11,0.00035014,0.00035014,0.000684932
5c71b63c4aa8ec0001f2bfc4,12,0.437543768,0.458362512,0.397199839
5c720c7278263500015665f9,16,0.156490721,0.218946954,0.294399678
5c742339e621f900163f4543,16,0.00035014,0.125262605,0.375171233
5c7a94dc8fbcb100146b6dc7,11,0.068484212,0.25017507,0.516643836
5c7cf8b58ca9000001b52f6e,15,0.116935107,0.549964986,0.5
5c7dcd11f066ff001568e56a,8,0.156490721,0.343859419,0.450068493
5c801cd6aaf2af0016478e6f,14,0.482155362,0.446466086,0.485314263
5c804f4092ad770015846011,15,0.433380019,0.649894958,0.683082192
5c82656bed1753001581fd1e,17,0.073828061,0.279566238,0.132856567
5c82a8cdfff8430015e9942f,7,0.178796519,0.107417967,0.318430884
5c82d0ac51b0e00015cbd2fc,15,0.350105042,0.316795051,0.323771152
5c83f1ed20b39a001440b6b1,17,0.176697149,0.220783902,0.558742949
5c8676deddda2d00012ad386,14,0.446466086,0.178796519,0.33845689
5c871f91e769f8000178afc8,5,0.00035014,0.25017507,0.015370669
5c8e1af5c6e10f00010d6212,12,0.562456232,0.833099907,0.541609589
5c90094e71f3100016181ea9,11,0.159329641,0.545422715,0.477303861
5c925b0fb138fe0014e4036b,13,0.00035014,0.00035014,0.000684932
5c92870723bd7e001870138e,9,0.333450047,0.222416744,0.288751317
5c92cda483617d0010bef1b8,16,0.203332896,0.5,0.411885576
5c935d881754ba001b25697a,9,0.305691721,0.388966698,0.266986301
5c9527e29e4f7400011e1571,10,0.111383442,0.388966698,0.545392279
5c971acab18d000001e1afd7,17,0.191392734,0.294261822,0.33845689
5c9a7872e2a8d00001585513,15,0.400070028,0.283485061,0.515603596
5c9ebf067114700016da2813,7,0.036039416,0.107417967,0.100547945
5ca272f5caf59c0001a942cb,16,0.390701593,0.390701593,0.515603596
5cb52a1e33f33d0001249130,16,0.062806373,0.109648547,0.132856567
5cb9bc10e50fe5001746c43b,16,0.624912465,0.437543768,0.718450342
5cb9ca6814b3cb0017e4f7dd,17,0.308957406,0.602869089,0.544057212
5cd062370081a60017789079,13,0.091195569,0.25017507,0.250342466
5cd321750316ed0017c81bcd,12,0.395906279,0.812281162,0.653635406
5cdcd4ca9f75db0001411660,12,0.208537582,0.270993814,0.5
5cec2163d439ae0016596611,9,0.028108466,0.194658419,0.187928082
5ceff2032de4e90015c822c4,17,0.132610397,0.294261822,0.323771152
5cf21b7b2456d90001ee8e40,6,0.583274977,0.624912465,0.529371475
5cf5134c8f8ff80019e76721,17,0.029741308,0.147305981,0.141117295
5cf7bfff528ef50001e96f69,15,0.466690009,0.350105042,0.343964041
5cfbdcec8483c6001930c1b1,17,0.044436892,0.015045724,0.367828364
5cfc3d486e9951001a0cb8cd,14,0.125262605,0.071728691,0.14334638
5cfdd7d53ca1bb00011030d4,17,0.558782336,0.411826495,0.66154311
5cfea2427b91e70001423ffb,13,0.200210084,0.275157563,0.316917808
5d003450f641130018828b8e,17,0.353044159,0.940867523,0.642661448
5d045502bdeaa5000165e935,16,0.453157826,0.390701593,0.573428687
5d0d16d991270800010b7dd7,17,0.308957406,0.103219229,0.33845689
5d0e9d1bf403080016411381,7,0.083625117,0.166900093,0.146318493
5d14cea059c33d0001f19bb3,16,0.468771884,0.218946954,0.411885576
5d1618630b1f87001715eca7,11,0.305691721,0.555516651,0.416780822
5d1beb9c9e033e0017a725dc,13,0.269392372,0.25017507,0.616506849
5d1d3f10d5669200017b4e46,12,0.454577285,0.545422715,0.5
5d204134abea8100173fa8a4,17,0.00035014,0.132610397,0.220970991
5d254db8bb2e30001933fe36,17,0.411826495,0.294261822,0.367828364
5d256c9b3eee7d001541a073,11,0.341020499,0.318309142,0.458390411
5d264dc7e4a0cb001a3efea6,17,0.441217664,0.632260257,0.544057212
5d2e56ae72b6780001c66698,8,0.656140581,0.656140581,0.546810788
5d305152b2cfe00019231a2a,12,0.541637488,0.416725023,0.666438356
5d30a193b2cfe00017231a93,9,0.055866791,0.25017507,0.15672089
5d329756062745001921494a,6,0.416725023,0.624912465,0.318430884
5d338bb02381b7001761694e,17,0.206088318,0.323652991,0.382514102
5d344bd3b0f315001a122275,15,0.100280112,0.166900093,0.283630137
5d378df21acda30001e7191e,9,0.194658419,0.444483349,0.774623288
5d453e8723a5bb0001492546,14,0.089573329,0.196641156,0.172324486
5d45c2d1da9cb60015aa4312,15,0.083625117,0.300140056,0.283630137
5d461284d9b0690001720f6d,10,0.028108466,0.083625117,0.100547945
5d4702f04f947a0001181420,16,0.203332896,0.328245361,0.367828364
5d478068ff3efc001a89d7de,16,0.859123337,0.546842174,0.390774829
5d47abcc2dc88900166f27c9,15,0.333450047,0.450035014,0.323771152
5d4a41890e604c00011ade8b,15,0.133590103,0.150245098,0.265946062
5d4b265b72db9d0015e8aac6,4,0.312631303,0.25017507,0.194863014
5d4c7ac3e8ec490018b0050d,5,0.649894958,0.899719888,0.527739726
5d4e24cdcc0b630001a2698d,14,0.214485794,0.446466086,0.23369863
5d5067b25371ae00191f69c4,9,0.444483349,0.583274977,0.5
5d54b73f1c1de70015d50959,8,0.333450047,0.458362512,0.437585616
5d558ebe886e3f0020e90fce,13,0.346261582,0.269392372,0.400136986
5d55d562e04e1c0001f5e682,12,0.083625117,0.166900093,0.250342466
5d5c265773125e001af7f4cf,16,0.062806373,0.297017244,0.162228042
5d5eeb06d8bcde00162d73f1,12,0.409154571,0.658979501,0.671639555
5d5f07cdca10e90016bc0103,16,0.172104779,0.140876663,0.250342466
5d5f31230fc94a001c632b69,14,0.285864346,0.214485794,0.450068493
5d5fa32a0fc94a0001632ac7,1,0.25017507,0.5,0.250342466
5d612ae16512d700159face7,14,0.143107243,0.089573329,0.27971394
5d6141608a11df001a477fbe,17,0.852694019,0.029741308,0.88182917
5d62935aacd67c0015b06e8d,7,0.187718838,0.25017507,0.250342466
5d63179aa3b94d0001da4bb6,15,0.083625117,0.166900093,0.059427881
5d6394518df2870001a74b42,6,0.00035014,0.25017507,0.273038605
5d66ea7549716000187f26af,11,0.25017507,0.136618284,0.307955743
5d6d6412f570e000184cf48b,14,0.143107243,0.125262605,0.265946062
5d6edb6ada16690017c9b828,8,0.187718838,0.437543768,0.217054795
5d6ef023cfe0a400198f911e,14,0.25017507,0.303708984,0.312756849
5d73b97a40e4bc00019e1db8,5,0.300140056,0.25017507,0.300273973
5d74001d391b6600175f433b,13,0.021168884,0.25017507,0.266986301
5d76a776f6630c0018431c01,13,0.077219349,0.442348093,0.132856567
5d78647e4dadc9001a3e34dd,10,0.285864346,0.74982493,0.300273973
5d7af4ee784e52001b9b02da,15,0.5,0.660601741,0.515603596
5d82be0cf45ead000150f026,16,0.047192314,0.109648547,0.172324486
5d82d28977546f00166ae702,17,0.059132477,0.073828061,0.147542305
5d83d2f1ae7a8b00017ec6a9,17,0.191392734,0.382435327,0.323771152
5d847ac9be4b0b00188463d7,10,0.200210084,0.050315126,0.15672089
5d849ee0a954540019f513dd,8,0.107417967,0.285864346,0.400136986
5d88db42c1d06e001a1fdcab,13,0.307826977,0.346261582,0.617485898
5d8927d21571f4001c8ce125,10,0.400070028,0.425052521,0.11817083
5d8c46cc53b833001a4bf916,17,0.044436892,0.073828061,0.191599517
5d8d12f6d88e3a00142c9751,13,0.365478884,0.74982493,0.549931507
5d8fea94efcbb5001756364b,14,0.178796519,0.339398259,0.162228042
5d9373b0e04970001ab482da,7,0.00035014,0.350105042,0.428669276
5d93c9c410165c0015326102,10,0.150245098,0.350105042,0.11817083
5d94794a521f890016f93604,14,0.428621449,0.642757103,0.940572119
5d9a09095223b6001809f1c9,11,0.091195569,0.204752355,0.059427881
5d9f8573ce3daf0015e3e400,17,0.029741308,0.088523645,0.074113618
5daa18ed95be5f00133609e8,8,0.062806373,0.125262605,0.067260274
5daa6f580d55870011370fd3,10,0.325122549,0.050315126,0.294399678
5daab7a060ac5d0014235b89,11,0.908804431,0.795247645,0.72028606
5dacf17a6f11e500163e3bc4,16,0.297017244,0.25017507,0.27971394
5dae25fc2e361800135fbd02,17,0.323652991,0.720433762,0.573428687
5db0a97f127d4000117cdfa0,11,0.312631303,0.531228116,0.410836595
5db222231ff7b4000ab2cfc1,16,0.656140581,0.172104779,0.468792808
5db3029ffa4efa000a145bde,16,0.156490721,0.203332896,0.206285254
5db3b031efa9f6000cf02400,6,0.74982493,0.083625117,0.5
5db6ff8c7f9e6b000dd24a19,17,0.323652991,0.00035014,0.220970991
5dba287f9653e80734e335d7,5,0.25017507,0.25017507,0.187928082
5dbaded2af6b8e0e8c3632ed,17,0.00035014,0.073828061,0.044742143
5dc091fa9be08f03fb01a816,14,0.125262605,0.146081349,0.268175147
5dc1c27fb3e5c212018d9e33,8,0.178796519,0.214485794,0.225376712
5dc1cd625fd2031344dfe43d,15,0.033660131,0.383415033,0.162228042
5dc1eb838a84461511b3cd73,12,0.25017507,0.479181256,0.599863014
5dc4175e3317732e53467e8b,17,0.514695584,0.00035014,0.646857373
5dc47ddd034b45342d3b2e3a,1,0.00035014,0.00035014,0.000684932
5dc59aea37023940a0860dea,17,0.103219229,0.132610397,0.132856567
5dc8d8b90a0b38630af7a0ba,8,0.218946954,0.406315651,0.191599517
5dcaf5db575da17c63ebb51b,17,0.103219229,0.088523645,0.030056406
5dcca657854936945d68eaa9,12,0.00035014,0.444483349,0.088799355
5dce29700ad506063969a4a5,15,0.00035014,0.033660131,0.033972603
5dcefcd0307b8d05031d7264,17,0.206088318,0.015045724,0.132856567
5dcf0e94fce60605794da411,11,0.272886427,0.25017507,0.454607721
5dcf402982569a08ddd84086,17,0.176697149,0.103219229,0.421982021
5dcf7b49523df00ae9c4e07e,11,0.272886427,0.431865928,0.359567637
5dd0c43acaee3e187643d32b,16,0.656140581,0.656140581,0.578017979
5dd106ec7beb291ab1c63d0f,17,0.162001565,0.00035014,0.103485093
5dd1964987c1fd2082c4d88e,17,0.073828061,0.044436892,0.132856567
5dd1ab5dd3ac2a21600f87b8,16,0.125262605,0.265789128,0.692044257
5dd2c9f2c925a82e5167ef8b,17,0.00035014,0.00035014,0.000684932
5dd3e852b988873c617cd21a,17,0.162001565,0.485304416,0.529371475
5dd3e9d93228863b9c89ad1a,15,0.116935107,0.150245098,0.147542305
5dd5db1ded7ea4574c7bc996,12,0.083625117,0.194658419,0.172324486
5ddaa1e583e309a04100bd57,17,0.117914813,0.059132477,0.562414384
5ddae85b393bd3a44d7cbaaa,16,0.234561012,0.281403186,0.375171233
5ddc516e82a527bc2397e6e1,17,0.088523645,0.073828061,0.103485093
5dde8fba82f458000c8c7c75,13,0.788259535,0.403913488,0.749657534
5de01c13c3a15e0a03332169,16,0.047192314,0.031578256,0.109910103
5de1986c040f531f97eb6092,17,0.044436892,0.162001565,0.11817083
5de481c2a49875052fcf6dee,9,0.343859419,0.281403186,0.406378425
5de7f5d27c17f804d007da90,17,0.632260257,0.5,0.72028606
5de82c263aa2777a36b996b2,17,0.059132477,0.044436892,0.11817083
5de9ca36a484410fdd8a928b,16,0.671754639,0.218946954,0.609225171
5de9ef512dc5c612021d3038,10,0.050315126,0.5,0.464334638
5dea76e109c1071948aed0ff,16,0.421929709,0.343859419,0.546810788
5dea8a8fcd6328000aeb1cf4,17,0.264870654,0.264870654,0.441257051
5deb3c192235ad24f4a21826,17,0.162001565,0.132610397,0.294399678
5debccb0389fde2b5e13fcea,14,0.464310724,0.607067827,0.749657534
5dec1c522911273179e44dbe,7,0.333450047,0.291812558,0.278082192
5decaac46e09cf3792805023,17,0.25017507,0.220783902,0.250342466
5dee72917309b950e5262f3a,14,0.624912465,0.553533914,0.624828767
5df162b6c76aa6080c4c7694,5,0.25017507,0.400070028,0.107681018
5df58b28ecb3ea3ed1ceea37,6,0.687368697,0.562456232,0.568088418
5df97abeabec5d6fcbbc764d,15,0.450035014,0.200210084,0.11817083
5dfb693a73d72487b1fe495b,9,0.222416744,0.305691721,0.278082192
5dfc64647adf4b971f329cbf,16,0.656140581,0.656140581,0.617485898
5dfcfabe2b12bd9d55590694,14,0.053884054,0.428621449,0.323771152
5e025e51a2c696de398fa46b,15,0.450035014,0.366760037,0.416780822
5e04446a783225ee6e9ed929,16,0.624912465,0.234561012,0.5
5e065bba5a342503b3f3e0bc,6,0.375087535,0.666549953,0.196844423
5e0d416d13ec504cb9c43cbf,15,0.375087535,0.553533914,0.433424658
5e0e32ee1d4607573dc85b1f,17,0.294261822,0.176697149,0.455942788
5e0e66730db8925a55fffbd5,9,0.111383442,0.361208372,0.11817083
5e121701dc79bd8a1a22ca99,11,0.150245098,0.150245098,0.159557908
5e121b2b82a955890a9b3484,10,0.5,0.524982493,0.724691781
5e1276f7e69d0a912635da16,13,0.173305861,0.25017507,0.265028203
5e13d5a0398bb6a1517fab4c,14,0.74982493,0.730607628,0.692044257
5e1414d158a5c7a5a1d99be3,14,0.346261582,0.327044279,0.383493151
5e15e63a4f40fbbd907aff1e,9,0.00035014,0.00035014,0.08390411
5e175705cfe8dc000b559793,15,0.233520075,0.483345005,0.441257051
5e1797da928b15062260e30e,10,0.25017507,0.375087535,0.520804795
5e1882adfd7db4158998b5f0,14,0.134871256,0.192523163,0.217054795
5e19c8d1477f3b24e0ac5efa,13,0.25017507,0.672955721,0.514685737
5e1a288a1859772a7ff2700a,17,0.382435327,0.544086752,0.411885576
5e1b9d3d08b5ba3c86879d5b,16,0.468771884,0.5,0.796468322
5e1c138a2bf9514062e4de6b,17,0.25017507,0.162001565,0.426571313
