Subject,Conf_Rat,avg_dev,num_weights,BDev
5d338bb02381b7001761694e,Med,0.235294118,17,0.529411765
5c57631a47a04100010da795,Med,0.272727273,9,0.534090909
5d73b97a40e4bc00019e1db8,Med,-0.1,5,0.4875
5d8d12f6d88e3a00142c9751,Med,-0.538461538,13,0.432692308
5a3bdd2c8d005a0001829f3e,High,0,6,0.5
5d615f7632cfbd001b1b6dcb,Med,0.2,0,0.525
5c0a696aa4e5fc0001759543,High,1,13,0.625
5db222231ff7b4000ab2cfc1,Low,1.1875,16,0.6484375
5c223d4a4a7e1f000137e5b9,Med,0.875,16,0.609375
5c55fec09fcbc40001dc50b5,Med,-0.058823529,17,0.492647059
5d88db42c1d06e001a1fdcab,Med,1.230769231,13,0.653846154
5d45c2d1da9cb60015aa4312,Low,-0.071428571,15,0.491071429
5b0fa626bd9c310001568d6c,Med,0.555555556,8,0.569444444
5a4bf09053a4560001ba0ebf,Low,0.428571429,8,0.553571429
5cf5134c8f8ff80019e76721,Low,-0.0625,17,0.4921875
5d9a09095223b6001809f1c9,Med,-0.454545455,11,0.443181818
5dea76e109c1071948aed0ff,High,0.8125,16,0.6015625
55ef4896b9401300137f40ac,High,0,17,0.5
5dfb693a73d72487b1fe495b,High,-0.111111111,9,0.486111111
5e121701dc79bd8a1a22ca99,High,0.1,11,0.5125
5e683c4d6ca0f9000d3f35fe,Low,0.75,12,0.59375
5dfc64647adf4b971f329cbf,High,-0.176470588,16,0.477941176
5e3a7e26ca5cf328020dc4b6,Med,-0.0625,16,0.4921875
5c7cf8b58ca9000001b52f6e,High,-0.3125,15,0.4609375
5aa637861eda41000136d5d2,Low,0,7,0.5
5be0a65507684000010cf0f9,High,-0.333333333,15,0.458333333
5c0150326a0c6e00013c6068,Low,-0.235294118,17,0.470588235
599eaf0fbfd73c00010ea24e,Low,0.333333333,11,0.541666667
5eaad5dcc2e64603e5122442,Med,1.266666667,15,0.658333333
5c3a34eebe1ddc0001aa35d6,Med,1.090909091,11,0.636363636
5e6fd38fe95be7071b5196bf,Med,-0.833333333,16,0.395833333
5d55d562e04e1c0001f5e682,High,0.666666667,12,0.583333333
5d5f07cdca10e90016bc0103,Med,0.4375,16,0.5546875
5ede432f75bfd1073c1501d8,Med,0.1,12,0.5125
5ec7ec01fc75cf27b5dd16ee,High,0.470588235,17,0.558823529
5cfc3d486e9951001a0cb8cd,High,0.285714286,14,0.535714286
5dcefcd0307b8d05031d7264,High,0.470588235,17,0.558823529
57e7bb4e73e67300012b8e2a,High,0.428571429,14,0.553571429
5993020a5f49420001caf86b,High,0.5,16,0.5625
5a78e410ae9a0b0001a97274,High,0,6,0.5
5bf32090a155c300016f3c06,High,0.117647059,17,0.514705882
5e667f3bc3f30a4050fc8f2f,Med,0.1875,16,0.5234375
5e500182080ac1000b1c7315,High,0.428571429,15,0.553571429
58742bf5d53c97000159df8c,High,-1.333333333,15,0.333333333
5d47abcc2dc88900166f27c9,High,-0.533333333,15,0.433333333
5ee0f5feec87fc0bc5eabdd7,Med,0.882352941,16,0.610294118
5d76a776f6630c0018431c01,Med,-1.076923077,13,0.365384615
5b5a822e1ad8270001c4f28d,High,0.625,10,0.578125
5e6d3b17a2b73d2f7aef3d04,High,-0.454545455,12,0.443181818
5e1b9d3d08b5ba3c86879d5b,Med,1.1875,16,0.6484375
5e15e63a4f40fbbd907aff1e,High,0.333333333,9,0.541666667
5d82be0cf45ead000150f026,Med,0.25,16,0.53125
558acd52fdf99b65685f03d9,High,1,3,0.625
5edc195a95d5090e1c3f91b2,Med,1.235294118,17,0.654411765
5e39d872793a082024d9cf18,High,-0.625,16,0.421875
57dd766bbcd7150001ded5de,Low,-0.066666667,15,0.491666667
59417543c768a500011c9731,Med,0.142857143,8,0.517857143
56f0393f3f71990005d0e66d,High,0.764705882,17,0.595588235
5e51dfe3618c57215938d7b7,Med,1,10,0.625
5d54b73f1c1de70015d50959,High,-0.285714286,8,0.464285714
5d6141608a11df001a477fbe,High,3.411764706,17,0.926470588
5be781ca3b047e0001a39e47,Low,-1.272727273,11,0.340909091
5e04446a783225ee6e9ed929,Low,1,16,0.625
59a1de0cec2f75000124eeaf,High,-0.294117647,17,0.463235294
5dd3e852b988873c617cd21a,High,0.176470588,17,0.522058824
5e975ea254955d0bfe9f7929,Med,0.294117647,17,0.536764706
5dcf402982569a08ddd84086,High,1.25,17,0.65625
5dcf7b49523df00ae9c4e07e,High,0,11,0.5
5ed17af75957f60d040e3f34,High,-0.923076923,13,0.384615385
578673a9275be6000135880e,Low,0.6,5,0.575
5ecc6fb87c7c7646490f3cf8,High,-0.666666667,12,0.416666667
58effc65c31d4d00015aa5b9,Med,0.647058824,17,0.580882353
5e416e22fb96eb000b3fe2a8,Med,-0.4,16,0.45
5c43349027bb0d0001282427,Low,-0.888888889,10,0.388888889
5c2cdb4e213a1a0001b9c475,Med,-0.375,12,0.453125
5eb2d579ed24d507082b07a2,High,0.375,17,0.546875
5dc1cd625fd2031344dfe43d,Low,-0.8,15,0.4
5b97f8988ae8150001c7a887,Med,1,11,0.625
5c5fc78e96dff400013607a5,High,0.428571429,8,0.553571429
5c804f4092ad770015846011,High,0.133333333,15,0.516666667
5d82d28977546f00166ae702,Med,0.294117647,17,0.536764706
5a9262251eda410001360b2c,High,-0.583333333,12,0.427083333
5ea492e3b1b3620a6fee3b90,Low,-0.3,11,0.4625
59e833e72f63d30001c8fb86,Med,0.384615385,13,0.548076923
5c71b63c4aa8ec0001f2bfc4,Low,0.166666667,12,0.520833333
5dc4175e3317732e53467e8b,High,2.588235294,17,0.823529412
5c9ebf067114700016da2813,High,-0.142857143,7,0.482142857
5eca8de81197051fa92b5a6a,Low,0.2,6,0.525
57b60487e5b60d0001083aea,Low,0,7,0.5
5d1beb9c9e033e0017a725dc,Low,1.384615385,13,0.673076923
5dee72917309b950e5262f3a,High,0.285714286,14,0.535714286
56d0f57421cd29000a9737e4,High,-0.133333333,15,0.483333333
5ec75df0d799ae1c11a8115c,Med,-0.125,10,0.484375
5e65c211b45c6432d8227e4c,Low,-0.75,8,0.40625
5dc1eb838a84461511b3cd73,Low,0.583333333,12,0.572916667
5cd062370081a60017789079,Med,0.083333333,13,0.510416667
5dc8d8b90a0b38630af7a0ba,High,-0.25,8,0.46875
5d6ef023cfe0a400198f911e,High,0.214285714,14,0.526785714
5beb8419aec9ef0001e9d5fb,High,0,17,0.5
5ea8fe56a6d1a135a5a442cd,Med,-1,15,0.375
5c9a7872e2a8d00001585513,Low,0.8125,15,0.6015625
5c05ff644c14cf00019db0a9,High,0.294117647,17,0.536764706
5d847ac9be4b0b00188463d7,High,0.6,10,0.575
5eb33612d573b51326905f30,Med,0.166666667,12,0.520833333
5c90094e71f3100016181ea9,Low,-0.272727273,11,0.465909091
5e82cbf3469f74a0b6d0fd29,Low,0.333333333,15,0.541666667
5d0d16d991270800010b7dd7,Med,0.941176471,17,0.617647059
5daa18ed95be5f00133609e8,High,-0.25,8,0.46875
5e6027f12036113753519c82,Med,-0.0625,16,0.4921875
5b619b6c5256470001bcf992,High,0.25,8,0.53125
5e35d4a59d323458753819d2,High,-0.6,7,0.425
595b93be7882150001240e21,Med,-0.538461538,13,0.432692308
5e37b3d7abde98738c0f1e7c,High,0.066666667,16,0.508333333
5e29ada5d441690127fb5748,Med,-0.647058824,17,0.419117647
5e84b8443f064006f1b5215c,High,-1,10,0.375
5dcca657854936945d68eaa9,High,-1.230769231,12,0.346153846
5cd321750316ed0017c81bcd,Med,-0.9,12,0.3875
5b4d39f2d4c93b00019c8217,Med,-0.125,12,0.484375
55b9a9b0fdf99b6906d2aba4,High,-0.2,11,0.475
58a43e029a17120001d910d5,Low,-0.272727273,9,0.465909091
5edeb3b209233c154f4d552a,High,-0.647058824,17,0.419117647
5d9f8573ce3daf0015e3e400,High,-0.058823529,17,0.492647059
5de1986c040f531f97eb6092,High,-0.176470588,17,0.477941176
5831f08ebfb3b400015a6ad4,Med,0.470588235,17,0.558823529
5e6989bc651f7d241449fccf,Low,0.411764706,17,0.551470588
5ea997837d28170bc5125c56,Low,-0.090909091,11,0.488636364
5d378df21acda30001e7191e,High,1.4,9,0.675
5c82a8cdfff8430015e9942f,High,0.727272727,7,0.590909091
5e5ab88a43f33029b119a48c,Med,0.294117647,17,0.536764706
5e19c8d1477f3b24e0ac5efa,High,-0.538461538,13,0.432692308
5a212dcc7b108200011e040c,High,1.533333333,14,0.691666667
5c27f83289f035000174a168,High,-0.090909091,13,0.488636364
5ed081544e61f3163c036286,Med,2,12,0.75
5d6d6412f570e000184cf48b,Low,0.714285714,14,0.589285714
5bddf0f876219d00014b145e,Med,-0.363636364,11,0.454545455
5dacf17a6f11e500163e3bc4,Low,0.176470588,16,0.522058824
5e4af9e73485dd000c99724e,High,0,15,0.5
5bcb229aa8920a00013060fa,Low,-0.375,16,0.453125
5b15307351caaf0001228d9b,High,1,17,0.625
5cb9bc10e50fe5001746c43b,Med,1.125,16,0.640625
5a0d9553fe645f0001e9f852,Med,0.1875,16,0.5234375
5c03217b1a20110001e979f0,High,-0.714285714,4,0.410714286
5ec12ad1759b78000a4f9965,High,1.764705882,17,0.720588235
5e552a5e45774651f60e62b3,Low,1.6,10,0.7
5dc1c27fb3e5c212018d9e33,High,0.125,8,0.515625
5ec2f967fa87231315e8b60c,Med,-0.0625,16,0.4921875
5e5b0bcc7a584430eb8bea65,High,0.214285714,13,0.526785714
5c971acab18d000001e1afd7,Low,0.176470588,17,0.522058824
5e815773285d3883ba2fbbcf,High,-0.75,8,0.40625
5eb1bc2b9d57e52f90d13214,Low,0,15,0.5
5b5c8d4e10aec90001ed4bee,High,0.333333333,6,0.541666667
5d63179aa3b94d0001da4bb6,Med,-0.466666667,15,0.441666667
5c742339e621f900163f4543,High,1,16,0.625
583b397f54686200010f1d20,High,1.142857143,8,0.642857143
59dc458f77860e000151240e,High,0.166666667,12,0.520833333
5b76ce43bfc4cb0001f2c4c3,High,-0.117647059,17,0.485294118
5e80d8569d1bdf03449b0c2e,Med,0.090909091,10,0.511363636
5e175705cfe8dc000b559793,Med,0,15,0.5
5ddae85b393bd3a44d7cbaaa,High,0.375,16,0.546875
5e1797da928b15062260e30e,High,0.7,10,0.5875
5d612ae16512d700159face7,High,0.647058824,14,0.580882353
55ddb84550a1f7000b90d65a,Med,0.941176471,17,0.617647059
5e27868c5cbbcc0b3599574b,Low,1,14,0.625
5c871f91e769f8000178afc8,Low,-1,5,0.375
5d461284d9b0690001720f6d,Low,0.111111111,10,0.513888889
5c28113978fad50001932f58,High,-0.4,14,0.45
5e78bf026d9a62443b9d5b74,Low,0.857142857,8,0.607142857
5dba287f9653e80734e335d7,High,0.4,5,0.55
58f10189738cac000116d3ab,High,-0.588235294,17,0.426470588
5ee3c01c7247c006e9a3f4fd,High,-0.1875,16,0.4765625
59f226a9d6380600018b2923,Low,0,0,0.5
5a6f1ccade1f390001dbd8b7,High,0.384615385,13,0.548076923
5e7daa886c123242e86c8138,Med,1.076923077,11,0.634615385
5ee64e85c682de3a880579c6,High,0.333333333,9,0.541666667
5c92870723bd7e001870138e,Med,0.444444444,9,0.555555556
5d30a193b2cfe00017231a93,Med,-0.111111111,9,0.486111111
5d4c7ac3e8ec490018b0050d,Med,-0.571428571,5,0.428571429
