"","Subject","prev_experience","curr_experience","stress_memory","num_weights","dev","time","sum_prev_curr"
"151","NSU002",2.33333333333333,1.66666666666667,2.66666666666667,6,0.333333333333333,2,4
"152","NSU003",4.83333333333333,3.83333333333333,4.83333333333333,6,0,2,8.66666666666667
"153","NSU004",4.33333333333333,3.33333333333333,4,6,-0.333333333333333,2,7.66666666666667
"154","NSU005",3.5,4.5,4.66666666666667,6,1.16666666666667,2,8
"155","NSU006",4.5,4.33333333333333,4.66666666666667,6,0.166666666666667,2,8.83333333333333
"156","NSU008",2.91666666666667,2.125,4.125,6,1.20833333333333,2,5.04166666666667
"157","NSU010",4,1.66666666666667,3.5,6,-0.5,2,5.66666666666667
"158","NSU011",3.5,2,4,6,0.5,2,5.5
"159","NSU012",3.41666666666667,1.83333333333333,4,6,0.583333333333333,2,5.25
"160","NSU014",3.5,1.91666666666667,4.5,6,1,2,5.41666666666667
"161","NSU015",2.83333333333333,2.41666666666667,3.16666666666667,6,0.333333333333333,2,5.25
"162","NSU016",4.66666666666667,3.83333333333333,5,6,0.333333333333333,2,8.5
"163","NSU018",2.33333333333333,1.66666666666667,3.33333333333333,6,1,2,4
"164","NSU019",3.25,2.41666666666667,2.91666666666667,6,-0.333333333333333,2,5.66666666666667
"165","NSU020",2,1.66666666666667,3.58333333333333,6,1.58333333333333,2,3.66666666666667
"166","NSU021",2.5,1.5,3.33333333333333,6,0.833333333333333,2,4
"167","NSU023",3.33333333333333,2.5,3.66666666666667,6,0.333333333333333,2,5.83333333333333
"168","NSU024",4.08333333333333,1.83333333333333,3.33333333333333,6,-0.75,2,5.91666666666667
"169","NSU025",3.75,3.33333333333333,4.33333333333333,6,0.583333333333333,2,7.08333333333333
"170","NSU026",3.66666666666667,4.5,4.66666666666667,6,1,2,8.16666666666667
"171","NSU028",4.16666666666667,3.66666666666667,4.83333333333333,6,0.666666666666667,2,7.83333333333333
"172","NSU030",3.66666666666667,2.83333333333333,4,6,0.333333333333333,2,6.5
"173","NSU031",3.58333333333333,2.5,4,6,0.416666666666667,2,6.08333333333333
"174","NSU032",3.33333333333333,1.33333333333333,3.66666666666667,6,0.333333333333333,2,4.66666666666667
"175","NSU033",4.16666666666667,3.58333333333333,4.58333333333333,6,0.416666666666667,2,7.75
"176","NSU035",2.83333333333333,1.33333333333333,2.83333333333333,6,0,2,4.16666666666667
"177","NSU036",4.66666666666667,3,4,6,-0.666666666666667,2,7.66666666666667
"178","NSU038",2.83333333333333,2.83333333333333,3.58333333333333,6,0.75,2,5.66666666666667
"179","NSU041",2.5,2.16666666666667,3.83333333333333,6,1.33333333333333,2,4.66666666666667
"180","NSU042",3.66666666666667,2.33333333333333,3.66666666666667,6,0,2,6
"181","NSU043",4.16666666666667,3.16666666666667,3.66666666666667,6,-0.5,2,7.33333333333333
"182","NSU044",4.58333333333333,4.16666666666667,4.16666666666667,6,-0.416666666666667,2,8.75
"183","NSU045",3.08333333333333,3.5,4.5,6,1.41666666666667,2,6.58333333333333
"184","NSU046",2.5,3.33333333333333,3.5,6,1,2,5.83333333333333
"185","NSU048",3.83333333333333,1.5,3.5,6,-0.333333333333333,2,5.33333333333333
"186","NSU049",2.16666666666667,1.5,3,6,0.833333333333333,2,3.66666666666667
"187","NSU051",3.66666666666667,1.83333333333333,3.83333333333333,6,0.166666666666667,2,5.5
"188","NSU052",4.16666666666667,2.33333333333333,3.66666666666667,6,-0.5,2,6.5
"189","NSU053",3.08333333333333,2,3.83333333333333,6,0.75,2,5.08333333333333
"190","NSU054",3.83333333333333,2.66666666666667,4.16666666666667,6,0.333333333333333,2,6.5
"191","NSU056",3,2.33333333333333,4.16666666666667,6,1.16666666666667,2,5.33333333333333
"192","NSU057",2.91666666666667,3.33333333333333,3.33333333333333,6,0.416666666666667,2,6.25
"193","NSU059",3.91666666666667,2,3.66666666666667,6,-0.25,2,5.91666666666667
"194","NSU060",4.08333333333333,3.33333333333333,4.33333333333333,6,0.25,2,7.41666666666667
"195","NSU062",3.83333333333333,4.16666666666667,4.5,6,0.666666666666667,2,8
"196","NSU065",3.16666666666667,1.5,3.33333333333333,6,0.166666666666667,2,4.66666666666667
"197","NSU067",3.66666666666667,3.66666666666667,4.08333333333333,6,0.416666666666667,2,7.33333333333333
"198","NSU070",4,3.16666666666667,4.16666666666667,6,0.166666666666667,2,7.16666666666667
"199","NSU071",5,4.83333333333333,5,6,0,2,9.83333333333333
"200","NSU072",3.83333333333333,2.5,4.66666666666667,6,0.833333333333333,2,6.33333333333333
"201","NSU073",4.5,3.125,3.75,4,-0.75,2,7.625
"202","NSU074",4,2,2.66666666666667,6,-1.33333333333333,2,6
"203","NSU076",4,3.66666666666667,4.33333333333333,6,0.333333333333333,2,7.66666666666667
"204","NSU080",3.66666666666667,3,3.66666666666667,6,0,2,6.66666666666667
"205","NSU081",3.66666666666667,3.16666666666667,4,6,0.333333333333333,2,6.83333333333333
"206","NSU083",3,1.66666666666667,2.83333333333333,6,-0.166666666666667,2,4.66666666666667
"207","NSU087",4.41666666666667,3.5,4.83333333333333,6,0.416666666666667,2,7.91666666666667
"208","NSU090",4,2,4.16666666666667,6,0.166666666666667,2,6
"209","NSU092",2.5,1.83333333333333,2.66666666666667,6,0.166666666666667,2,4.33333333333333
"210","NSU093",4.16666666666667,2.66666666666667,4.16666666666667,6,0,2,6.83333333333333
"211","NSU096",4.66666666666667,4.5,4.5,6,-0.166666666666667,2,9.16666666666667
"212","NSU099",3.16666666666667,2.66666666666667,3.83333333333333,6,0.666666666666667,2,5.83333333333333
"213","NSU100",3,2.66666666666667,2.58333333333333,6,-0.416666666666667,2,5.66666666666667
"214","NSU101",3.66666666666667,2,3.66666666666667,6,0,2,5.66666666666667
"215","NSU102",4.83333333333333,4,4.66666666666667,6,-0.166666666666667,2,8.83333333333333
"216","NSU103",4.33333333333333,3.16666666666667,4.16666666666667,6,-0.166666666666667,2,7.5
"217","NSU105",3,3.8,3.4,5,0.4,2,6.8
"218","NSU106",3.83333333333333,3.33333333333333,4.33333333333333,6,0.5,2,7.16666666666667
"219","NSU107",4.83333333333333,4.16666666666667,5,6,0.166666666666667,2,9
"220","NSU108",4.33333333333333,2.16666666666667,3.5,6,-0.833333333333333,2,6.5
"221","NSU110",4,3.75,4.66666666666667,6,0.666666666666667,2,7.75
"222","NSU111",3.66666666666667,3.5,4.16666666666667,6,0.5,2,7.16666666666667
"223","NSU113",3.33333333333333,3.41666666666667,4.58333333333333,6,1.25,2,6.75
"224","NSU115",2.83333333333333,3,3.66666666666667,6,0.833333333333333,2,5.83333333333333
"225","NSU118",4,3.16666666666667,4.33333333333333,6,0.333333333333333,2,7.16666666666667
"226","NSU120",3,2.41666666666667,3.16666666666667,6,0.166666666666667,2,5.41666666666667
"227","NSU122",2.5,4.5,4,4,1.5,2,7
"228","NSU127",3.66666666666667,3.5,3.83333333333333,6,0.166666666666667,2,7.16666666666667
"229","NSU130",3.66666666666667,3.33333333333333,3.66666666666667,6,0,2,7
"230","NSU132",3.58333333333333,3.16666666666667,3.41666666666667,6,-0.166666666666667,2,6.75
"231","NSU133",3.83333333333333,2,3.5,6,-0.333333333333333,2,5.83333333333333
"232","NSU134",1.75,1.16666666666667,2.41666666666667,6,0.666666666666667,2,2.91666666666667
"233","NSU135",3.83333333333333,2.16666666666667,4.41666666666667,6,0.583333333333333,2,6
"234","NSU136",1.41666666666667,1.25,2.66666666666667,6,1.25,2,2.66666666666667
"235","NSU138",3.66666666666667,3,3.5,6,-0.166666666666667,2,6.66666666666667
"236","NSU139",4,2.33333333333333,4,6,0,2,6.33333333333333
"237","NSU145",3.16666666666667,1.83333333333333,3,6,-0.166666666666667,2,5
"238","NSU151",3.83333333333333,3.33333333333333,5,6,1.16666666666667,2,7.16666666666667
"239","NSU152",2.16666666666667,2.8,3.66666666666667,6,1.5,2,4.96666666666667
"240","NSU153",3.83333333333333,3.5,4.5,6,0.666666666666667,2,7.33333333333333
"241","NSU154",3.58333333333333,1.5,4.5,6,0.916666666666667,2,5.08333333333333
"242","NSU155",2.33333333333333,2,3.41666666666667,6,1.08333333333333,2,4.33333333333333
"243","NSU156",3.66666666666667,3.5,3.75,6,0.0833333333333333,2,7.16666666666667
"244","NSU160",3.16666666666667,3,4,6,0.833333333333333,2,6.16666666666667
"245","NSU161",3,2.41666666666667,3.66666666666667,6,0.666666666666667,2,5.41666666666667
"246","NSU162",4.16666666666667,2.5,4.33333333333333,6,0.166666666666667,2,6.66666666666667
"247","NSU163",2.5,1.33333333333333,3.16666666666667,6,0.666666666666667,2,3.83333333333333
"248","NSU164",3.5,2,3.16666666666667,6,-0.333333333333333,2,5.5
"249","NSU166",2.91666666666667,1.5,3.16666666666667,6,0.25,2,4.41666666666667
"250","NSU169",3.41666666666667,3,4.25,6,0.833333333333333,2,6.41666666666667
"251","NSU170",3.5,3.33333333333333,3.5,6,0,2,6.83333333333333
"252","NSU171",3.25,3.66666666666667,3.16666666666667,6,-0.0833333333333333,2,6.91666666666667
"253","NSU173",4,2.66666666666667,2.5,6,-1.5,2,6.66666666666667
"254","NSU175",4,3.66666666666667,3.83333333333333,6,-0.166666666666667,2,7.66666666666667
"255","NSU177",3,2.41666666666667,3.5,6,0.5,2,5.41666666666667
"256","NSU180",4.16666666666667,3.83333333333333,4.16666666666667,6,0,2,8
"257","NSU182",2.91666666666667,3.16666666666667,4.5,6,1.58333333333333,2,6.08333333333333
"258","NSU183",2.41666666666667,2.2,2.66666666666667,6,0.25,2,4.61666666666667
"259","NSU185",4.41666666666667,1.83333333333333,3.66666666666667,6,-0.75,2,6.25
"260","NSU189",3,3.58333333333333,3.83333333333333,6,0.833333333333333,2,6.58333333333333
"261","NSU190",1.83333333333333,2.08333333333333,3.66666666666667,6,1.83333333333333,2,3.91666666666667
"262","NSU196",2.5,3,3.83333333333333,6,1.33333333333333,2,5.5
"263","NSU197",3.4,5,5,5,1.6,2,8.4
"264","NSU199",4.33333333333333,3.83333333333333,5,6,0.666666666666667,2,8.16666666666667
"265","NSU202",4.5,4.83333333333333,4.5,6,0,2,9.33333333333333
"266","NSU203",3.16666666666667,2.16666666666667,3.5,6,0.333333333333333,2,5.33333333333333
"267","NSU205",3.33333333333333,1,2.66666666666667,6,-0.666666666666667,2,4.33333333333333
"268","NSU206",3.33333333333333,2.33333333333333,3.33333333333333,6,0,2,5.66666666666667
"269","NSU207",2.83333333333333,2.5,4.66666666666667,6,1.83333333333333,2,5.33333333333333
"270","NSU208",4.83333333333333,3.5,5,6,0.166666666666667,2,8.33333333333333
"271","NSU212",4.16666666666667,2.16666666666667,4.33333333333333,6,0.166666666666667,2,6.33333333333333
"272","NSU213",4.16666666666667,4,4.83333333333333,6,0.666666666666667,2,8.16666666666667
"273","NYU003",4.33333333333333,3.66666666666667,4,6,-0.333333333333333,2,8
"274","NYU004",2.83333333333333,4,4.83333333333333,6,2,2,6.83333333333333
"275","NYU005",2,2,2.33333333333333,6,0.333333333333333,2,4
"276","NYU006",2.75,3.2,4.33333333333333,6,1.58333333333333,2,5.95
"277","NYU008",4.5,3.33333333333333,4.66666666666667,6,0.166666666666667,2,7.83333333333333
"278","NYU010",4.33333333333333,3.83333333333333,4.33333333333333,6,0,2,8.16666666666667
"279","NYU012",3.33333333333333,2.16666666666667,2.83333333333333,6,-0.5,2,5.5
"280","NYU013",3.91666666666667,3.33333333333333,3.58333333333333,6,-0.333333333333333,2,7.25
"281","NYU015",3.66666666666667,2.75,4.16666666666667,6,0.5,2,6.41666666666667
"282","NYU018",5,3,3,6,-2,2,8
"283","NYU019",3.16666666666667,2.16666666666667,3.83333333333333,6,0.666666666666667,2,5.33333333333333
"284","NYU020",4,4.4,4.5,6,0.5,2,8.4
"285","NYU021",2.33333333333333,2.5,2.5,6,0.166666666666667,2,4.83333333333333
"286","NYU022",3.70833333333333,4.16666666666667,4.5,6,0.791666666666667,2,7.875
"287","NYU024",4,3.16666666666667,4.33333333333333,6,0.333333333333333,2,7.16666666666667
"288","NYU027",2.91666666666667,1.5,3.66666666666667,6,0.75,2,4.41666666666667
"289","NYU031",2.83333333333333,1.8,4.5,6,1.66666666666667,2,4.63333333333333
"290","NYU032",2.5,2.16666666666667,2.33333333333333,6,-0.166666666666667,2,4.66666666666667
"291","NYU034",3.66666666666667,3.16666666666667,4,6,0.333333333333333,2,6.83333333333333
"292","NYU035",3.5,2.33333333333333,3.5,6,0,2,5.83333333333333
"293","NYU036",2.5,2.16666666666667,3.16666666666667,6,0.666666666666667,2,4.66666666666667
"294","NYU037",3.91666666666667,4.16666666666667,4.66666666666667,6,0.75,2,8.08333333333333
"295","NYU038",3.33333333333333,2.33333333333333,3.66666666666667,6,0.333333333333333,2,5.66666666666667
"296","NYU039",4.33333333333333,4,4.33333333333333,6,0,2,8.33333333333333
"297","NYU040",4.58333333333333,2.91666666666667,3.5,6,-1.08333333333333,2,7.5
"298","NYU043",4.5,3.5,4.58333333333333,6,0.0833333333333333,2,8
"299","NYU045",2.66666666666667,2.5,2.91666666666667,6,0.25,2,5.16666666666667
"300","NYU050",2.58333333333333,1.66666666666667,2.5,6,-0.0833333333333333,2,4.25
"301","NYU051",3.33333333333333,3,3.33333333333333,6,0,2,6.33333333333333
"302","NYU053",3.66666666666667,4,4.33333333333333,6,0.666666666666667,2,7.66666666666667
"303","NYU057",1.83333333333333,2,2.33333333333333,6,0.5,2,3.83333333333333
"304","NYU058",3.33333333333333,1.33333333333333,3.5,6,0.166666666666667,2,4.66666666666667
"305","NYU059",4.66666666666667,1.83333333333333,2.33333333333333,6,-2.33333333333333,2,6.5
"306","NYU061",3.66666666666667,3.33333333333333,3.91666666666667,6,0.25,2,7
"307","NYU062",4.16666666666667,2.5,4.5,6,0.333333333333333,2,6.66666666666667
"308","NYU063",2.33333333333333,1,2.16666666666667,6,-0.166666666666667,2,3.33333333333333
"309","NYU065",2.16666666666667,3.33333333333333,3,6,0.833333333333333,2,5.5
"310","NYU066",3.58333333333333,1.83333333333333,4.25,6,0.666666666666667,2,5.41666666666667
"311","NYU067",5,5,5,6,0,2,10
"312","NYU069",1.41666666666667,1.41666666666667,2.91666666666667,6,1.5,2,2.83333333333333
"313","NYU075",4.16666666666667,2.4,4.16666666666667,6,0,2,6.56666666666667
"314","NYU077",1.5,1.16666666666667,1,6,-0.5,2,2.66666666666667
"315","NYU079",3.16666666666667,1.66666666666667,3.5,6,0.333333333333333,2,4.83333333333333
"316","NYU082",4.16666666666667,3.66666666666667,4.66666666666667,6,0.5,2,7.83333333333333
"317","NYU085",4.33333333333333,3.16666666666667,4.5,6,0.166666666666667,2,7.5
"318","NYU086",3,2.66666666666667,2.83333333333333,6,-0.166666666666667,2,5.66666666666667
"319","NYU095",3.25,2.2,4.33333333333333,6,1.08333333333333,2,5.45
"320","NYU100",4,1.6,4.33333333333333,6,0.333333333333333,2,5.6
"321","NYU102",4,2.4,4.5,6,0.5,2,6.4
"322","NYU104",1.16666666666667,2.5,3.33333333333333,6,2.16666666666667,2,3.66666666666667
