"","Subject","prev_experience","curr_experience","stress_memory","num_weights","dev","time","sum_prev_curr"
"323","NYU105",3.70833333333333,2.6,3.66666666666667,6,-0.0416666666666667,2,6.30833333333333
"324","NYU107",3.83333333333333,2,3.83333333333333,6,0,2,5.83333333333333
"325","NYU109",2.5,1.4,3,6,0.5,2,3.9
"326","NYU112",3.83333333333333,3.83333333333333,4.83333333333333,6,1,2,7.66666666666667
"327","NYU115",3,1.5,3.25,6,0.25,2,4.5
"328","NYU116",2.83333333333333,1,3.25,6,0.416666666666667,2,3.83333333333333
"329","NYU118",3.91666666666667,3.33333333333333,4,6,0.0833333333333333,2,7.25
"330","NYU119",3.5,3.33333333333333,3.83333333333333,6,0.333333333333333,2,6.83333333333333
"331","NYU120",2.83333333333333,2,2.5,6,-0.333333333333333,2,4.83333333333333
"332","NYU121",3.83333333333333,3.5,4.16666666666667,6,0.333333333333333,2,7.33333333333333
"333","NYU123",3.16666666666667,1.83333333333333,3.33333333333333,6,0.166666666666667,2,5
"334","NYU127",3,1,2.54166666666667,6,-0.458333333333333,2,4
"335","NYU128",3.16666666666667,2.16666666666667,3.16666666666667,6,0,2,5.33333333333333
"336","NYU136",2.66666666666667,1.16666666666667,3.83333333333333,6,1.16666666666667,2,3.83333333333333
"337","NYU139",3.875,2.91666666666667,4.41666666666667,6,0.541666666666667,2,6.79166666666667
"338","NYU141",3.16666666666667,2.16666666666667,2.66666666666667,6,-0.5,2,5.33333333333333
"339","NYU144",4.5,2.16666666666667,4.66666666666667,6,0.166666666666667,2,6.66666666666667
"340","NYU146",3.33333333333333,2.2,4,6,0.666666666666667,2,5.53333333333333
"341","NYU148",2.54166666666667,1.91666666666667,2.58333333333333,6,0.0416666666666667,2,4.45833333333333
"342","NYU149",2.83333333333333,2.83333333333333,3.66666666666667,6,0.833333333333333,2,5.66666666666667
"343","NYU150",3,1.83333333333333,3,6,0,2,4.83333333333333
"344","NYU152",1.66666666666667,1,2.83333333333333,6,1.16666666666667,2,2.66666666666667
"345","NYU153",4.5,3,4.16666666666667,6,-0.333333333333333,2,7.5
"346","NYU157",1,2,2.5,6,1.5,2,3
"347","NYU161",2.83333333333333,1.5,3.5,6,0.666666666666667,2,4.33333333333333
"348","NYU162",3,4.83333333333333,5,6,2,2,7.83333333333333
"349","NYU163",5,3.66666666666667,5,6,0,2,8.66666666666667
"350","NYU164",3.66666666666667,2.83333333333333,3.66666666666667,6,0,2,6.5
"351","NYU169",3.5,3.5,3.33333333333333,6,-0.166666666666667,2,7
"352","NYU170",4.5,5,4.83333333333333,6,0.333333333333333,2,9.5
"353","NYU171",2.16666666666667,1.41666666666667,3.33333333333333,6,1.16666666666667,2,3.58333333333333
"354","NYU173",3.16666666666667,2,3.66666666666667,6,0.5,2,5.16666666666667
"355","NYU175",2.83333333333333,2.3,3.83333333333333,6,1,2,5.13333333333333
"356","NYU179",3.75,2.66666666666667,4.33333333333333,6,0.583333333333333,2,6.41666666666667
"357","NYU180",2.91666666666667,1.75,2.66666666666667,6,-0.25,2,4.66666666666667
"358","NYU181",4.83333333333333,4.5,5,6,0.166666666666667,2,9.33333333333333
"359","NYU185",1.5,1.8,3.16666666666667,6,1.66666666666667,2,3.3
"360","NYU187",3.83333333333333,4.2,4.83333333333333,6,1,2,8.03333333333333
"361","NYU189",3,1.6,3.5,6,0.5,2,4.6
"362","NYU192",3.16666666666667,2.4,4.33333333333333,6,1.16666666666667,2,5.56666666666667
"363","NYU193",3.66666666666667,3.6,4.16666666666667,6,0.5,2,7.26666666666667
"364","NYU195",4.33333333333333,3,3.66666666666667,6,-0.666666666666667,2,7.33333333333333
"365","NYU196",4.33333333333333,4.6,4,6,-0.333333333333333,2,8.93333333333333
"366","NYU197",4,3.6,4.33333333333333,6,0.333333333333333,2,7.6
"367","NYU200",2.91666666666667,1.83333333333333,3,6,0.0833333333333333,2,4.75
"368","NYU202",3,3.41666666666667,4.33333333333333,6,1.33333333333333,2,6.41666666666667
"369","NYU203",3.5,2.33333333333333,3.5,6,0,2,5.83333333333333
"370","NYU204",3,2.33333333333333,4.16666666666667,6,1.16666666666667,2,5.33333333333333
"371","NYU205",4.16666666666667,3,3.83333333333333,6,-0.333333333333333,2,7.16666666666667
"372","NYU207",3,1,2,6,-1,2,4
"373","NYU208",5,4,4.16666666666667,6,-0.833333333333333,2,9
"374","NYU209",3.5,2,3.5,6,0,2,5.5
"375","NYU211",3.83333333333333,3.75,4.66666666666667,6,0.833333333333333,2,7.58333333333333
"376","NYU213",2.16666666666667,2.8,4,6,1.83333333333333,2,4.96666666666667
"377","NYU214",3.33333333333333,3.66666666666667,4.33333333333333,6,1,2,7
"378","NYU216",3.16666666666667,3.6,3.83333333333333,6,0.666666666666667,2,6.76666666666667
"379","NYU219",4.66666666666667,4.16666666666667,4.16666666666667,6,-0.5,2,8.83333333333333
"380","NYU221",4.16666666666667,3.16666666666667,4.66666666666667,6,0.5,2,7.33333333333333
"381","NYU222",3.5,2.66666666666667,3.83333333333333,6,0.333333333333333,2,6.16666666666667
"382","NYU223",3.91666666666667,4.2,5,6,1.08333333333333,2,8.11666666666667
"383","NYU225",3.66666666666667,1.2,2.66666666666667,6,-1,2,4.86666666666667
"384","NYU228",4,3.5,3.66666666666667,6,-0.333333333333333,2,7.5
"385","NYU229",4,3.6,4.83333333333333,6,0.833333333333333,2,7.6
"386","NYU230",3.66666666666667,1.66666666666667,3.58333333333333,6,-0.0833333333333333,2,5.33333333333333
"387","NYU233",2.16666666666667,1.6,2.83333333333333,6,0.666666666666667,2,3.76666666666667
"388","NYU234",4.5,2.33333333333333,4.5,6,0,2,6.83333333333333
"389","NYU235",2.16666666666667,2.58333333333333,3.66666666666667,6,1.5,2,4.75
"390","NYU236",3.33333333333333,2.8,3.33333333333333,6,0,2,6.13333333333333
"391","NYU238",3.83333333333333,3.16666666666667,3.66666666666667,6,-0.166666666666667,2,7
"392","NYU250",4,3,4.66666666666667,6,0.666666666666667,2,7
"393","NYU253",3,2.33333333333333,4,6,1,2,5.33333333333333
"394","NYU254",3,1.66666666666667,4.08333333333333,6,1.08333333333333,2,4.66666666666667
"395","NYU255",3.66666666666667,3.16666666666667,4.16666666666667,6,0.5,2,6.83333333333333
"396","NYU256",4.33333333333333,2.83333333333333,4.5,6,0.166666666666667,2,7.16666666666667
"397","NYU257",4.16666666666667,3.33333333333333,4,6,-0.166666666666667,2,7.5
"398","NYU260",1.83333333333333,2.66666666666667,3.08333333333333,6,1.25,2,4.5
"399","NYU262",3,2.66666666666667,3.5,6,0.5,2,5.66666666666667
"400","NYU264",2.625,2.66666666666667,4.16666666666667,6,1.54166666666667,2,5.29166666666667
"401","NYU265",2.33333333333333,3.4,2.33333333333333,6,0,2,5.73333333333333
"402","NYU267",4.5,3.66666666666667,4.16666666666667,6,-0.333333333333333,2,8.16666666666667
"403","NYU270",4.16666666666667,3.2,3,6,-1.16666666666667,2,7.36666666666667
"404","NYU272",2.66666666666667,2.5,4,6,1.33333333333333,2,5.16666666666667
"405","NYU273",3.83333333333333,NA,3.25,6,-0.583333333333333,2,NA
"406","NYU274",3.33333333333333,2.66666666666667,4.5,6,1.16666666666667,2,6
"407","NYU275",4,2.66666666666667,4.16666666666667,6,0.166666666666667,2,6.66666666666667
"408","NYU279",3.25,3.33333333333333,3.66666666666667,6,0.416666666666667,2,6.58333333333333
"409","NYU280",4.16666666666667,3.75,4.16666666666667,6,0,2,7.91666666666667
"410","NYU281",2.5,2.16666666666667,3.5,6,1,2,4.66666666666667
"411","NYU283",4.41666666666667,3.41666666666667,4,6,-0.416666666666667,2,7.83333333333333
"412","NYU285",3.16666666666667,1.6,3,6,-0.166666666666667,2,4.76666666666667
"413","NYU286",3,2,3,6,0,2,5
"414","NYU287",2.5,2.83333333333333,3.83333333333333,6,1.33333333333333,2,5.33333333333333
"415","NYU288",2,2.16666666666667,3.83333333333333,6,1.83333333333333,2,4.16666666666667
"416","NYU289",3.83333333333333,3.66666666666667,4,6,0.166666666666667,2,7.5
"417","NYU290",3.91666666666667,1,3.33333333333333,6,-0.583333333333333,2,4.91666666666667
"418","NYU291",2.875,2.625,4.5,4,1.625,2,5.5
"419","NYU293",4.16666666666667,2.5,2.66666666666667,6,-1.5,2,6.66666666666667
"420","NYU294",3.83333333333333,3.66666666666667,4.5,6,0.666666666666667,2,7.5
"421","NYU298",3.41666666666667,2,4.41666666666667,6,1,2,5.41666666666667
"422","NYU299",3,1,4.5,6,1.5,2,4
"423","NYU300",3.83333333333333,2.2,3.66666666666667,6,-0.166666666666667,2,6.03333333333333
"424","NYU301",3.83333333333333,2.83333333333333,2.83333333333333,6,-1,2,6.66666666666667
"425","NYU302",3.83333333333333,4.66666666666667,4.66666666666667,6,0.833333333333333,2,8.5
"426","NYU304",3.5,2.16666666666667,4,6,0.5,2,5.66666666666667
"427","NYU308",3,3.33333333333333,3.83333333333333,6,0.833333333333333,2,6.33333333333333
"428","NYU310",4.33333333333333,3.33333333333333,4.5,6,0.166666666666667,2,7.66666666666667
"429","NYU311",3.33333333333333,3.5,4.33333333333333,6,1,2,6.83333333333333
"430","NYU312",4.33333333333333,4,4.33333333333333,6,0,2,8.33333333333333
"431","NYU313",3.58333333333333,3,4,6,0.416666666666667,2,6.58333333333333
"432","NYU314",3.91666666666667,2.8,3.16666666666667,6,-0.75,2,6.71666666666667
"433","NYU319",3.16666666666667,2.33333333333333,3.5,6,0.333333333333333,2,5.5
"434","NYU321",3.16666666666667,3.16666666666667,2.66666666666667,6,-0.5,2,6.33333333333333
"435","NYU322",3.83333333333333,4.16666666666667,4.66666666666667,6,0.833333333333333,2,8
"436","STAN001",3.16666666666667,3,4.33333333333333,6,1.16666666666667,2,6.16666666666667
"437","STAN005",3.66666666666667,3.8,4.5,6,0.833333333333333,2,7.46666666666667
"438","STAN006",1.75,1.5,2.25,4,0.5,2,3.25
"439","STAN012",2.33333333333333,2.16666666666667,3.83333333333333,6,1.5,2,4.5
"440","STAN013",3.66666666666667,2.16666666666667,3.33333333333333,6,-0.333333333333333,2,5.83333333333333
"441","STAN014",2.66666666666667,3.16666666666667,3.5,6,0.833333333333333,2,5.83333333333333
"442","STAN015",3.91666666666667,4,3.83333333333333,6,-0.0833333333333333,2,7.91666666666667
"443","STAN016",2.7,2,3.7,5,1,2,4.7
"444","STAN021",2.66666666666667,1.4,3.66666666666667,6,1,2,4.06666666666667
"445","STAN022",3.66666666666667,3.7,4.58333333333333,6,0.916666666666667,2,7.36666666666667
"446","STAN025",3.16666666666667,2.4,4.16666666666667,6,1,2,5.56666666666667
"447","STAN026",4.16666666666667,2.66666666666667,4.33333333333333,6,0.166666666666667,2,6.83333333333333
"448","STAN027",1.83333333333333,1.8,3.33333333333333,6,1.5,2,3.63333333333333
"449","STAN029",3,1.16666666666667,4,6,1,2,4.16666666666667
"450","STAN030",3.33333333333333,2.16666666666667,3.83333333333333,6,0.5,2,5.5
"451","STAN034",2.83333333333333,1.5,2.66666666666667,6,-0.166666666666667,2,4.33333333333333
"452","STAN035",2.83333333333333,3.6,4.33333333333333,6,1.5,2,6.43333333333333
"453","STAN036",3.33333333333333,2.8,4,6,0.666666666666667,2,6.13333333333333
"454","STAN038",1.16666666666667,1.2,1.33333333333333,6,0.166666666666667,2,2.36666666666667
"455","STAN040",3.33333333333333,2.2,3.5,6,0.166666666666667,2,5.53333333333333
"456","STAN042",3.5,3.16666666666667,3.83333333333333,6,0.333333333333333,2,6.66666666666667
"457","STAN049",3.5,3.6,4.66666666666667,6,1.16666666666667,2,7.1
"458","STAN050",2.33333333333333,1.33333333333333,3.83333333333333,6,1.5,2,3.66666666666667
"459","STAN052",3,1.83333333333333,3.33333333333333,6,0.333333333333333,2,4.83333333333333
"460","STAN055",3.25,1.5,3.5,4,0.25,2,4.75
"461","STAN057",3.5,2.4,3.83333333333333,6,0.333333333333333,2,5.9
"462","STAN070",3.66666666666667,3,4.5,6,0.833333333333333,2,6.66666666666667
"463","STAN071",2.91666666666667,2.83333333333333,3.33333333333333,6,0.416666666666667,2,5.75
"464","STAN076",1.83333333333333,2.2,2.83333333333333,6,1,2,4.03333333333333
"465","STAN084",3.25,3,3.75,6,0.5,2,6.25
"466","STAN087",2,1.6,2.16666666666667,6,0.166666666666667,2,3.6
"467","STAN090",4.75,3.75,4.5,4,-0.25,2,8.5
"468","STAN091",3.58333333333333,3.8,4.5,6,0.916666666666667,2,7.38333333333333
"469","STAN092",4.16666666666667,3.6,3.66666666666667,6,-0.5,2,7.76666666666667
"470","STAN093",3.25,2.6,4.16666666666667,6,0.916666666666667,2,5.85
"471","STAN094",3.33333333333333,1.6,4.16666666666667,6,0.833333333333333,2,4.93333333333333
"472","STAN095",2.16666666666667,1.83333333333333,3.16666666666667,6,1,2,4
"473","STAN096",4.58333333333333,4.6,4.83333333333333,6,0.25,2,9.18333333333333
"474","STAN097",1.66666666666667,1.4,3.33333333333333,6,1.66666666666667,2,3.06666666666667
"475","STAN103",4.5,2.66666666666667,2.83333333333333,6,-1.66666666666667,2,7.16666666666667
"476","STAN104",3.41666666666667,2.16666666666667,3.83333333333333,6,0.416666666666667,2,5.58333333333333
"477","STAN105",2.1,1.2,3,5,0.9,2,3.3
"478","STAN106",4.66666666666667,3.8,4.33333333333333,6,-0.333333333333333,2,8.46666666666667
"479","STAN112",2.83333333333333,1.6,2.5,6,-0.333333333333333,2,4.43333333333333
"480","STAN113",3,1.8,3.33333333333333,6,0.333333333333333,2,4.8
"481","STAN115",2.33333333333333,1,2.16666666666667,6,-0.166666666666667,2,3.33333333333333
"482","STAN117",3.58333333333333,1.5,2.66666666666667,6,-0.916666666666667,2,5.08333333333333
"483","STAN118",3.83333333333333,3.6,4.16666666666667,6,0.333333333333333,2,7.43333333333333
"484","STAN128",1.66666666666667,2.2,2.66666666666667,6,1,2,3.86666666666667
"485","STAN131",3.66666666666667,2.75,3.20833333333333,6,-0.458333333333333,2,6.41666666666667
"486","STAN138",4.66666666666667,3.25,4.5,6,-0.166666666666667,2,7.91666666666667
"487","STAN139",2.91666666666667,2.2,3.33333333333333,6,0.416666666666667,2,5.11666666666667
"488","STAN140",4.75,4,4.5,4,-0.25,2,8.75
"489","STAN141",2.375,1.75,3.5,4,1.125,2,4.125
"490","STAN146",1.83333333333333,1.66666666666667,2.16666666666667,6,0.333333333333333,2,3.5
"491","STAN149",4.125,3.5,4.75,4,0.625,2,7.625
"492","STAN150",4.16666666666667,4,4.16666666666667,6,0,2,8.16666666666667
"493","STAN151",3.75,3.75,4.75,4,1,2,7.5
"494","STAN153",2.5,2.5,2.16666666666667,6,-0.333333333333333,2,5
"495","STLC005",4,3.83333333333333,4.83333333333333,6,0.833333333333333,2,7.83333333333333
"496","STLC006",3.83333333333333,1.5,5,6,1.16666666666667,2,5.33333333333333
"497","STLC007",5,3.75,4.33333333333333,6,-0.666666666666667,2,8.75
"498","STLC010",4.66666666666667,4.5,4.83333333333333,6,0.166666666666667,2,9.16666666666667
"499","STLC011",1.66666666666667,2.33333333333333,2.66666666666667,6,1,2,4
"500","STLC013",4.33333333333333,3.5,3.83333333333333,6,-0.5,2,7.83333333333333
"501","STLC014",2,1.66666666666667,2.16666666666667,6,0.166666666666667,2,3.66666666666667
"502","STLC015",4.16666666666667,3.5,2.83333333333333,6,-1.33333333333333,2,7.66666666666667
"503","STLC016",4,2.83333333333333,2.83333333333333,6,-1.16666666666667,2,6.83333333333333
"504","STLC017",4.58333333333333,3.875,4.29166666666667,6,-0.291666666666667,2,8.45833333333333
"505","STLC018",5,5,5,6,0,2,10
"506","STLC019",3.58333333333333,4.83333333333333,4.66666666666667,6,1.08333333333333,2,8.41666666666667
"507","STLC020",2.33333333333333,1,2,6,-0.333333333333333,2,3.33333333333333
"508","STLC022",2.1,1.5,3.4,5,1.3,2,3.6
"509","STLC023",2.125,1,2.83333333333333,6,0.708333333333333,2,3.125
"510","STLC024",4,2.75,3.5,4,-0.5,2,6.75
"511","STLC028",4.25,4.5,4.25,4,0,2,8.75
"512","STLC030",4,3,4.5,6,0.5,2,7
"513","STLC031",3.16666666666667,1.5,2.5,6,-0.666666666666667,2,4.66666666666667
"514","STLC033",4.16666666666667,2.6,4.16666666666667,6,0,2,6.76666666666667
"515","STLC034",3.16666666666667,2.66666666666667,4.08333333333333,6,0.916666666666667,2,5.83333333333333
"516","STLC035",3.16666666666667,NA,3.66666666666667,6,0.5,2,NA
"517","STLC042",2.83333333333333,1,2.33333333333333,6,-0.5,2,3.83333333333333
"518","STLC045",3.16666666666667,3.5,3.5,6,0.333333333333333,2,6.66666666666667
"519","STLC047",3,3.33333333333333,4.16666666666667,6,1.16666666666667,2,6.33333333333333
"520","STLC054",3.75,4.25,4.25,4,0.5,2,8
"521","STLC055",4.33333333333333,3.75,4.41666666666667,6,0.0833333333333333,2,8.08333333333333
"522","STLC056",3,2.4,3.16666666666667,6,0.166666666666667,2,5.4
"523","STLC060",1.75,1.75,3.25,4,1.5,2,3.5
"524","STLC063",1.33333333333333,1.8,1.66666666666667,6,0.333333333333333,2,3.13333333333333
"525","STLC064",3.33333333333333,3.16666666666667,4.5,6,1.16666666666667,2,6.5
"526","STLC065",3.6,2.8,4.2,5,0.6,2,6.4
"527","STLC067",3.66666666666667,3.25,4.08333333333333,6,0.416666666666667,2,6.91666666666667
"528","STLC069",1,2.25,2.16666666666667,6,1.16666666666667,2,3.25
"529","STLC073",3.75,3,4.25,4,0.5,2,6.75
"530","STLC078",1.66666666666667,1.33333333333333,2.33333333333333,6,0.666666666666667,2,3
"531","STLC081",4.5,3,3.33333333333333,6,-1.16666666666667,2,7.5
"532","STLC082",2.66666666666667,2.8,4,6,1.33333333333333,2,5.46666666666667
"533","STLC083",3.83333333333333,3.16666666666667,3.83333333333333,6,0,2,7
"534","STLC086",3.5,2.8,4.5,6,1,2,6.3
"535","STLC087",4.83333333333333,3.83333333333333,4.66666666666667,6,-0.166666666666667,2,8.66666666666667
"536","STLC088",3.33333333333333,1.33333333333333,3.5,6,0.166666666666667,2,4.66666666666667
"537","STLC090",4,3.75,4.25,4,0.25,2,7.75
"538","STLM001",3.7,3.5,4.33333333333333,6,0.633333333333333,2,7.2
"539","STLM003",4.16666666666667,4.16666666666667,4.66666666666667,6,0.5,2,8.33333333333333
"540","STLM005",4.33333333333333,2.5,2.33333333333333,6,-2,2,6.83333333333333
"541","STLM006",3.66666666666667,3.83333333333333,4.25,6,0.583333333333333,2,7.5
"542","STLM007",3.33333333333333,1.5,3.41666666666667,6,0.0833333333333333,2,4.83333333333333
"543","STLM008",3.58333333333333,3,3.16666666666667,6,-0.416666666666667,2,6.58333333333333
"544","STLM009",4.5,5,4.33333333333333,6,-0.166666666666667,2,9.5
"545","STLM010",3.94166666666667,3.66666666666667,3.5,6,-0.441666666666667,2,7.60833333333333
"546","STLM011",4.33333333333333,3.33333333333333,4.5,6,0.166666666666667,2,7.66666666666667
"547","STLM012",3.5,4.04166666666667,4.20833333333333,6,0.708333333333333,2,7.54166666666667
"548","STLM013",5,4.54166666666667,4.16666666666667,6,-0.833333333333333,2,9.54166666666667
"549","STLM014",4.16666666666667,4.16666666666667,4.83333333333333,6,0.666666666666667,2,8.33333333333333
"550","STLM015",4.33333333333333,3.16666666666667,3.5,6,-0.833333333333333,2,7.5
"551","STLM016",4.5,3.83333333333333,3.83333333333333,6,-0.666666666666667,2,8.33333333333333
"552","STLM017",3.5,2.66666666666667,3.5,6,0,2,6.16666666666667
"553","STLM018",3.83333333333333,3.33333333333333,3.5,6,-0.333333333333333,2,7.16666666666667
"554","STLM020",5,3.16666666666667,4.66666666666667,6,-0.333333333333333,2,8.16666666666667
"555","STLM023",3.29166666666667,3.16666666666667,3.66666666666667,6,0.375,2,6.45833333333333
"556","STLM024",5,4.33333333333333,4.16666666666667,6,-0.833333333333333,2,9.33333333333333
"557","STLM025",4.16666666666667,4.41666666666667,4.66666666666667,6,0.5,2,8.58333333333333
"558","STLM026",5,5,5,6,0,2,10
"559","STLM027",2.66666666666667,2.66666666666667,3.5,6,0.833333333333333,2,5.33333333333333
"560","STLM028",3.33333333333333,3.5,3,6,-0.333333333333333,2,6.83333333333333
"561","STLM029",4.33333333333333,3.83333333333333,4.66666666666667,6,0.333333333333333,2,8.16666666666667
"562","STLM030",3.33333333333333,4.66666666666667,5,6,1.66666666666667,2,8
"563","STLM031",3.16666666666667,3.33333333333333,4,6,0.833333333333333,2,6.5
"564","STLM032",2.5,2.33333333333333,2.5,6,0,2,4.83333333333333
"565","STLM034",3.66666666666667,2.66666666666667,3.16666666666667,6,-0.5,2,6.33333333333333
"566","STLM035",3.08333333333333,3.66666666666667,4,6,0.916666666666667,2,6.75
"567","STLM038",2.83333333333333,2.33333333333333,3.33333333333333,6,0.5,2,5.16666666666667
"568","STLM039",3.16666666666667,1.66666666666667,2.83333333333333,6,-0.333333333333333,2,4.83333333333333
"569","STLM041",3.16666666666667,1,2.33333333333333,6,-0.833333333333333,2,4.16666666666667
"570","STLM042",2.83333333333333,2.54166666666667,3.625,6,0.791666666666667,2,5.375
"571","STLM043",4.66666666666667,4.66666666666667,4.91666666666667,6,0.25,2,9.33333333333333
"572","STLM044",5,3.33333333333333,4.33333333333333,6,-0.666666666666667,2,8.33333333333333
"573","STLM045",3,2,3.5,6,0.5,2,5
"574","STLM046",3.66666666666667,3.16666666666667,3.83333333333333,6,0.166666666666667,2,6.83333333333333
"575","STLM048",3.66666666666667,3,3.33333333333333,6,-0.333333333333333,2,6.66666666666667
"576","STLM049",3.5,1.66666666666667,5,6,1.5,2,5.16666666666667
"577","STLM051",4.5,4.33333333333333,4.5,6,0,2,8.83333333333333
"578","STLM052",2.83333333333333,3,3.5,6,0.666666666666667,2,5.83333333333333
"579","STLM057",4.16666666666667,4.5,4.33333333333333,6,0.166666666666667,2,8.66666666666667
"580","STLM058",2.41666666666667,3.08333333333333,3.08333333333333,6,0.666666666666667,2,5.5
"581","STLM059",1.74166666666667,1.16666666666667,2.5,6,0.758333333333333,2,2.90833333333333
"582","STLM060",2.83333333333333,NA,4.33333333333333,6,1.5,2,NA
"583","STLM061",2.66666666666667,1.91666666666667,3.5,6,0.833333333333333,2,4.58333333333333
"584","STLM062",2.16666666666667,1.75,3.33333333333333,6,1.16666666666667,2,3.91666666666667
"585","STLM063",3.83333333333333,4,4.5,6,0.666666666666667,2,7.83333333333333
"586","STLM064",4,3.5,3.83333333333333,6,-0.166666666666667,2,7.5
"587","STLM065",4.5,2.5,3.5,6,-1,2,7
"588","STLM067",2.83333333333333,1.5,3,6,0.166666666666667,2,4.33333333333333
"589","STLM069",2.5,2.33333333333333,3.66666666666667,6,1.16666666666667,2,4.83333333333333
"590","STLM070",3.29166666666667,2.16666666666667,3.5,6,0.208333333333333,2,5.45833333333333
"591","STLM071",4.16666666666667,2,3.08333333333333,6,-1.08333333333333,2,6.16666666666667
"592","STLM072",3.16666666666667,4.33333333333333,3.66666666666667,6,0.5,2,7.5
"593","STLM074",3.5,3.33333333333333,3.58333333333333,6,0.0833333333333333,2,6.83333333333333
"594","STLM076",4,4.5,5,6,1,2,8.5
"595","STLM077",2.5,2.33333333333333,4.16666666666667,6,1.66666666666667,2,4.83333333333333
"596","STLM079",4.66666666666667,2.16666666666667,4.33333333333333,6,-0.333333333333333,2,6.83333333333333
"597","STLM080",3.16666666666667,2.33333333333333,2.5,6,-0.666666666666667,2,5.5
"598","STLM081",4.33333333333333,4.5,4.5,6,0.166666666666667,2,8.83333333333333
"599","STLM082",3.66666666666667,3.66666666666667,3.66666666666667,6,0,2,7.33333333333333
"600","STLM083",4.5,3.16666666666667,3.33333333333333,6,-1.16666666666667,2,7.66666666666667
"601","STLM084",3.83333333333333,3.66666666666667,4,6,0.166666666666667,2,7.5
"602","STLM086",4.5,3.5,3.5,6,-1,2,8
"603","STLM087",4.16666666666667,2.66666666666667,4,6,-0.166666666666667,2,6.83333333333333
"604","STLM091",5,4.66666666666667,4.5,6,-0.5,2,9.66666666666667
"605","STLM092",2.5,4.33333333333333,4.5,6,2,2,6.83333333333333
"606","STLM094",2.83333333333333,3.66666666666667,3.33333333333333,6,0.5,2,6.5
"607","STLM095",4.5,3.16666666666667,4.33333333333333,6,-0.166666666666667,2,7.66666666666667
"608","STLM096",4.5,5,5,6,0.5,2,9.5
"609","STLM097",3.83333333333333,2.66666666666667,4,6,0.166666666666667,2,6.5
"610","STLM098",4.16666666666667,3.66666666666667,5,6,0.833333333333333,2,7.83333333333333
"611","STLM099",2.75,1.5,2.83333333333333,6,0.0833333333333333,2,4.25
"612","STLM100",4.16666666666667,2.83333333333333,3.33333333333333,6,-0.833333333333333,2,7
"613","STLM102",3.33333333333333,2.83333333333333,2.66666666666667,6,-0.666666666666667,2,6.16666666666667
"614","STLM106",3.5,3,4.5,6,1,2,6.5
"615","STLM109",3.33333333333333,4,3.66666666666667,6,0.333333333333333,2,7.33333333333333
"616","STLM110",3.66666666666667,1.75,3.20833333333333,6,-0.458333333333333,2,5.41666666666667
"617","STLM111",3.33333333333333,3.16666666666667,4,6,0.666666666666667,2,6.5
"618","STLM112",2.66666666666667,2.91666666666667,3,6,0.333333333333333,2,5.58333333333333
"619","STLM114",1.83333333333333,2.83333333333333,3.83333333333333,6,2,2,4.66666666666667
"620","STLM117",3.625,3.625,4.58333333333333,6,0.958333333333333,2,7.25
"621","STLM118",4,3.41666666666667,3.41666666666667,6,-0.583333333333333,2,7.41666666666667
"622","STLM119",4,4.33333333333333,5,6,1,2,8.33333333333333
"623","STLM120",4.33333333333333,3.75,4.33333333333333,6,0,2,8.08333333333333
"624","STLM121",4.83333333333333,4.08333333333333,4.83333333333333,6,0,2,8.91666666666667
"625","STLM122",4.33333333333333,3.66666666666667,4.16666666666667,6,-0.166666666666667,2,8
"626","STLM124",2.83333333333333,2.83333333333333,3.5,6,0.666666666666667,2,5.66666666666667
"627","STLM125",4.125,3.66666666666667,4.33333333333333,6,0.208333333333333,2,7.79166666666667
"628","STLM127",2.75,2.66666666666667,3.33333333333333,6,0.583333333333333,2,5.41666666666667
"629","STLM129",2.5,1.16666666666667,2.83333333333333,6,0.333333333333333,2,3.66666666666667
"630","STLM130",5,4.83333333333333,5,6,0,2,9.83333333333333
"631","STLM131",4.33333333333333,5,4.16666666666667,6,-0.166666666666667,2,9.33333333333333
"632","STLM132",4.16666666666667,NA,4.83333333333333,6,0.666666666666667,2,NA
"633","STLM134",3.83333333333333,3,4,6,0.166666666666667,2,6.83333333333333
"634","STLM135",3.33333333333333,3,3.83333333333333,6,0.5,2,6.33333333333333
"635","STLM138",4,3.5,4.16666666666667,6,0.166666666666667,2,7.5
"636","STLM139",3.33333333333333,1.83333333333333,3.66666666666667,6,0.333333333333333,2,5.16666666666667
"637","STLM141",4.33333333333333,3.58333333333333,4.16666666666667,6,-0.166666666666667,2,7.91666666666667
"638","STLM143",3.66666666666667,2.66666666666667,3.5,6,-0.166666666666667,2,6.33333333333333
"639","STLM144",3.83333333333333,3,4,6,0.166666666666667,2,6.83333333333333
"640","STLM145",4.33333333333333,3.83333333333333,4.33333333333333,6,0,2,8.16666666666667
"641","STLM146",3.33333333333333,4.16666666666667,4.58333333333333,6,1.25,2,7.5
"642","STLM147",3.66666666666667,2.83333333333333,4.16666666666667,6,0.5,2,6.5
"643","STLM149",4,NA,3,1,-1,2,NA
"644","STLM150",5,3.5,3.33333333333333,6,-1.66666666666667,2,8.5
"645","STLM152",3.95833333333333,2.83333333333333,4.375,6,0.416666666666667,2,6.79166666666667
"646","STLM153",3.33333333333333,3.83333333333333,3.83333333333333,6,0.5,2,7.16666666666667
"647","STLM154",3.83333333333333,2.5,3.66666666666667,6,-0.166666666666667,2,6.33333333333333
"648","STLM155",4.5,2.66666666666667,4,6,-0.5,2,7.16666666666667
