"","Subject","item","experienced1","experienced2","experienced3","experienced4","remembered2","remembered3","remembered4","memdev2","memdev3","memdev4","currdev2","currdev3","currdev4"
"5201","STAN071","sadness",3.5,4,NA,NA,5,NA,NA,1.5,NA,NA,0.5,NA,NA
"5202","STAN071","shock",2.5,2,NA,NA,4,NA,NA,1.5,NA,NA,-0.5,NA,NA
"5203","STAN072","anger",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5204","STAN072","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5205","STAN072","fear",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5206","STAN072","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5207","STAN072","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5208","STAN072","shock",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5209","STAN073","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5210","STAN073","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5211","STAN073","fear",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5212","STAN073","frustration",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5213","STAN073","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5214","STAN073","shock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5215","STAN074","anger",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5216","STAN074","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5217","STAN074","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5218","STAN074","frustration",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5219","STAN074","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5220","STAN074","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5221","STAN075","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5222","STAN075","confusion",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5223","STAN075","fear",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5224","STAN075","frustration",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5225","STAN075","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5226","STAN075","shock",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5227","STAN076","anger",2,3,NA,5,3,NA,5,1,NA,3,1,NA,3
"5228","STAN076","confusion",1,1,NA,1,1,NA,2,0,NA,1,0,NA,0
"5229","STAN076","fear",2,2,NA,1,3,NA,2,1,NA,0,0,NA,-1
"5230","STAN076","frustration",1,1,NA,1,2,NA,1,1,NA,0,0,NA,0
"5231","STAN076","sadness",4,4,NA,5,5,NA,5,1,NA,1,0,NA,1
"5232","STAN076","shock",1,NA,NA,1,3,NA,5,2,NA,4,NA,NA,0
"5233","STAN077","anger",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5234","STAN077","confusion",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5235","STAN077","fear",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5236","STAN077","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5237","STAN077","sadness",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5238","STAN077","shock",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5239","STAN078","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5240","STAN078","confusion",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5241","STAN078","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5242","STAN078","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5243","STAN078","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5244","STAN078","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5245","STAN079","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5246","STAN079","confusion",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247","STAN079","fear",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5248","STAN079","frustration",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5249","STAN079","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5250","STAN079","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5251","STAN080","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5252","STAN080","confusion",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5253","STAN080","fear",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5254","STAN080","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5255","STAN080","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5256","STAN080","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5257","STAN081","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5258","STAN081","confusion",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5259","STAN081","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5260","STAN081","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5261","STAN081","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5262","STAN081","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5263","STAN082","anger",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5264","STAN082","confusion",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5265","STAN082","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5266","STAN082","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5267","STAN082","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5268","STAN082","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5269","STAN083","anger",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5270","STAN083","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5271","STAN083","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5272","STAN083","frustration",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5273","STAN083","sadness",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5274","STAN083","shock",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5275","STAN084","anger",2.5,3,NA,NA,3,NA,NA,0.5,NA,NA,0.5,NA,NA
"5276","STAN084","confusion",5,3,NA,NA,5,NA,NA,0,NA,NA,-2,NA,NA
"5277","STAN084","fear",2.5,2,NA,NA,2,NA,NA,-0.5,NA,NA,-0.5,NA,NA
"5278","STAN084","frustration",3,3,NA,NA,4,NA,NA,1,NA,NA,0,NA,NA
"5279","STAN084","sadness",3.5,4,NA,NA,4.5,NA,NA,1,NA,NA,0.5,NA,NA
"5280","STAN084","shock",3,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA
"5281","STAN085","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5282","STAN085","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5283","STAN085","fear",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5284","STAN085","frustration",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5285","STAN085","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5286","STAN085","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5287","STAN086","anger",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5288","STAN086","confusion",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5289","STAN086","fear",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5290","STAN086","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5291","STAN086","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5292","STAN086","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5293","STAN087","anger",1,1,NA,NA,2,NA,NA,1,NA,NA,0,NA,NA
"5294","STAN087","confusion",2,2,NA,NA,3,NA,NA,1,NA,NA,0,NA,NA
"5295","STAN087","fear",3,1,NA,NA,1,NA,NA,-2,NA,NA,-2,NA,NA
"5296","STAN087","frustration",3,2,NA,NA,2,NA,NA,-1,NA,NA,-1,NA,NA
"5297","STAN087","sadness",2,2,NA,NA,2,NA,NA,0,NA,NA,0,NA,NA
"5298","STAN087","shock",1,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA
"5299","STAN088","anger",4,NA,NA,1.75,NA,NA,4,NA,NA,0,NA,NA,-2.25
"5300","STAN088","confusion",1,NA,NA,1.25,NA,NA,3.75,NA,NA,2.75,NA,NA,0.25
"5301","STAN088","fear",2,NA,NA,1.5,NA,NA,2,NA,NA,0,NA,NA,-0.5
"5302","STAN088","frustration",3,NA,NA,1.25,NA,NA,3.75,NA,NA,0.75,NA,NA,-1.75
"5303","STAN088","sadness",4,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,-2.25
"5304","STAN088","shock",1,NA,NA,1.25,NA,NA,4,NA,NA,3,NA,NA,0.25
"5305","STAN089","anger",3.5,NA,1,NA,NA,2,NA,NA,-1.5,NA,NA,-2.5,NA
"5306","STAN089","confusion",1.5,NA,1,NA,NA,1.5,NA,NA,0,NA,NA,-0.5,NA
"5307","STAN089","fear",1.5,NA,1,NA,NA,1,NA,NA,-0.5,NA,NA,-0.5,NA
"5308","STAN089","frustration",2,NA,1,NA,NA,1.5,NA,NA,-0.5,NA,NA,-1,NA
"5309","STAN089","sadness",2,NA,1,NA,NA,1.5,NA,NA,-0.5,NA,NA,-1,NA
"5310","STAN089","shock",2,NA,1,NA,NA,2,NA,NA,0,NA,NA,-1,NA
"5311","STAN090","anger",3,4,4,3.5,NA,3.5,5,NA,0.5,2,1,1,0.5
"5312","STAN090","confusion",4,4,3.5,2.5,4,4,3.5,0,0,-0.5,0,-0.5,-1.5
"5313","STAN090","fear",3,4,3.5,2.5,NA,4,3.5,NA,1,0.5,1,0.5,-0.5
"5314","STAN090","frustration",5,4,4,3.25,4,4,4,-1,-1,-1,-1,-1,-1.75
"5315","STAN090","sadness",5,4,3.5,3.5,5,3.5,5,0,-1.5,0,-1,-1.5,-1.5
"5316","STAN090","shock",5,3,4,1.75,5,4,4.5,0,-1,-0.5,-2,-1,-3.25
"5317","STAN091","anger",3.5,4,NA,NA,5,NA,NA,1.5,NA,NA,0.5,NA,NA
"5318","STAN091","confusion",3,4,NA,NA,4,NA,NA,1,NA,NA,1,NA,NA
"5319","STAN091","fear",4,3,NA,NA,4,NA,NA,0,NA,NA,-1,NA,NA
"5320","STAN091","frustration",2,3,NA,NA,4,NA,NA,2,NA,NA,1,NA,NA
"5321","STAN091","sadness",4,5,NA,NA,5,NA,NA,1,NA,NA,1,NA,NA
"5322","STAN091","shock",5,NA,NA,NA,5,NA,NA,0,NA,NA,NA,NA,NA
"5323","STAN092","anger",4,5,4,NA,4,4,NA,0,0,NA,1,0,NA
"5324","STAN092","confusion",3,2,2.5,NA,2,2.5,NA,-1,-0.5,NA,-1,-0.5,NA
"5325","STAN092","fear",5,4,4,NA,5,4.5,NA,0,-0.5,NA,-1,-1,NA
"5326","STAN092","frustration",4,2,5,NA,3,2,NA,-1,-2,NA,-2,1,NA
"5327","STAN092","sadness",5,5,4.5,NA,5,5,NA,0,0,NA,0,-0.5,NA
"5328","STAN092","shock",4,NA,4,NA,3,4.5,NA,-1,0.5,NA,NA,0,NA
"5329","STAN093","anger",3.5,3,NA,NA,4,NA,NA,0.5,NA,NA,-0.5,NA,NA
"5330","STAN093","confusion",2,1,NA,NA,5,NA,NA,3,NA,NA,-1,NA,NA
"5331","STAN093","fear",2,2,NA,NA,4,NA,NA,2,NA,NA,0,NA,NA
"5332","STAN093","frustration",4.5,4,NA,NA,3,NA,NA,-1.5,NA,NA,-0.5,NA,NA
"5333","STAN093","sadness",3.5,3,NA,NA,4,NA,NA,0.5,NA,NA,-0.5,NA,NA
"5334","STAN093","shock",4,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA
"5335","STAN094","anger",2,1,3,1,3,3,1.5,1,1,-0.5,-1,1,-1
"5336","STAN094","confusion",4,2,3.5,1,4,2.5,3.75,0,-1.5,-0.25,-2,-0.5,-3
"5337","STAN094","fear",2,1,3,1,3,3.5,2.5,1,1.5,0.5,-1,1,-1
"5338","STAN094","frustration",4,2,4.5,1.75,5,3.5,3.5,1,-0.5,-0.5,-2,0.5,-2.25
"5339","STAN094","sadness",4,2,4.5,2,5,5,4,1,1,0,-2,0.5,-2
"5340","STAN094","shock",4,NA,4.5,2,5,5,5,1,1,1,NA,0.5,-2
"5341","STAN095","anger",2,2,1,1.5,2,2,2,0,0,0,0,-1,-0.5
"5342","STAN095","confusion",1.5,2,1,1,5,2.5,2,3.5,1,0.5,0.5,-0.5,-0.5
"5343","STAN095","fear",2.5,2,1,1.5,5,3.5,4,2.5,1,1.5,-0.5,-1.5,-1
"5344","STAN095","frustration",2.5,2,1,1,3,1.5,1,0.5,-1,-1.5,-0.5,-1.5,-1.5
"5345","STAN095","sadness",2,2,1,1.5,3,2,3.5,1,0,1.5,0,-1,-0.5
"5346","STAN095","shock",2.5,1,1,1,1,1,3,-1.5,-1.5,0.5,-1.5,-1.5,-1.5
"5347","STAN096","anger",4,5,NA,NA,5,NA,NA,1,NA,NA,1,NA,NA
"5348","STAN096","confusion",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"5349","STAN096","fear",4.5,4,NA,NA,5,NA,NA,0.5,NA,NA,-0.5,NA,NA
"5350","STAN096","frustration",4.5,4,NA,NA,4,NA,NA,-0.5,NA,NA,-0.5,NA,NA
"5351","STAN096","sadness",4.5,5,NA,NA,5,NA,NA,0.5,NA,NA,0.5,NA,NA
"5352","STAN096","shock",5,NA,NA,NA,5,NA,NA,0,NA,NA,NA,NA,NA
"5353","STAN097","anger",1,1,NA,1,2,NA,1,1,NA,0,0,NA,0
"5354","STAN097","confusion",1,1,NA,1,3,NA,1,2,NA,0,0,NA,0
"5355","STAN097","fear",2,2,NA,1,1,NA,2,-1,NA,0,0,NA,-1
"5356","STAN097","frustration",1,1,NA,1,4,NA,1,3,NA,0,0,NA,0
"5357","STAN097","sadness",4,2,NA,1,5,NA,4,1,NA,0,-2,NA,-3
"5358","STAN097","shock",1,NA,NA,1,5,NA,3,4,NA,2,NA,NA,0
"5359","STAN098","anger",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5360","STAN098","confusion",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5361","STAN098","fear",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5362","STAN098","frustration",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5363","STAN098","sadness",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5364","STAN098","shock",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5365","STAN099","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5366","STAN099","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5367","STAN099","fear",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5368","STAN099","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5369","STAN099","sadness",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5370","STAN099","shock",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5371","STAN100","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5372","STAN100","confusion",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5373","STAN100","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5374","STAN100","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5375","STAN100","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5376","STAN100","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5377","STAN101","anger",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5378","STAN101","confusion",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5379","STAN101","fear",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5380","STAN101","frustration",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5381","STAN101","sadness",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5382","STAN101","shock",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5383","STAN102","anger",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5384","STAN102","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5385","STAN102","fear",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5386","STAN102","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5387","STAN102","sadness",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5388","STAN102","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5389","STAN103","anger",4,3,3,NA,3,3,NA,-1,-1,NA,-1,-1,NA
"5390","STAN103","confusion",5,2,3,NA,1,2,NA,-4,-3,NA,-3,-2,NA
"5391","STAN103","fear",5,4,4,NA,4,4,NA,-1,-1,NA,-1,-1,NA
"5392","STAN103","frustration",4,2,3,NA,3.5,2,NA,-0.5,-2,NA,-2,-1,NA
"5393","STAN103","sadness",5,4,3,NA,4.5,5,NA,-0.5,0,NA,-1,-2,NA
"5394","STAN103","shock",4,1,2,NA,1,4,NA,-3,0,NA,-3,-2,NA
"5395","STAN104","anger",4,2,NA,NA,4,NA,NA,0,NA,NA,-2,NA,NA
"5396","STAN104","confusion",2,1,NA,NA,3,NA,NA,1,NA,NA,-1,NA,NA
"5397","STAN104","fear",4,3,NA,NA,4,NA,NA,0,NA,NA,-1,NA,NA
"5398","STAN104","frustration",3,2,NA,NA,3,NA,NA,0,NA,NA,-1,NA,NA
"5399","STAN104","sadness",4.5,3,NA,NA,5,NA,NA,0.5,NA,NA,-1.5,NA,NA
"5400","STAN104","shock",3,2,NA,NA,4,NA,NA,1,NA,NA,-1,NA,NA
"5401","STAN105","anger",2,1,1,NA,5,1.5,NA,3,-0.5,NA,-1,-1,NA
"5402","STAN105","confusion",1,1,1,NA,2,3,NA,1,2,NA,0,0,NA
"5403","STAN105","fear",3,1,1,NA,NA,1.5,NA,NA,-1.5,NA,-2,-2,NA
"5404","STAN105","frustration",1,1,2.5,NA,1,4,NA,0,3,NA,0,1.5,NA
"5405","STAN105","sadness",4.5,2,2.5,NA,3,4.5,NA,-1.5,0,NA,-2.5,-2,NA
"5406","STAN105","shock",2,1,1,NA,4,3.5,NA,2,1.5,NA,-1,-1,NA
"5407","STAN106","anger",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"5408","STAN106","confusion",5,3,NA,NA,5,NA,NA,0,NA,NA,-2,NA,NA
"5409","STAN106","fear",4,3,NA,NA,3,NA,NA,-1,NA,NA,-1,NA,NA
"5410","STAN106","frustration",5,3,NA,NA,3,NA,NA,-2,NA,NA,-2,NA,NA
"5411","STAN106","sadness",5,5,NA,NA,5,NA,NA,0,NA,NA,0,NA,NA
"5412","STAN106","shock",4,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA
"5413","STAN107","anger",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5414","STAN107","confusion",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5415","STAN107","fear",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5416","STAN107","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5417","STAN107","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5418","STAN107","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5419","STAN108","anger",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5420","STAN108","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5421","STAN108","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5422","STAN108","frustration",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5423","STAN108","sadness",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5424","STAN108","shock",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5425","STAN109","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5426","STAN109","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5427","STAN109","fear",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5428","STAN109","frustration",3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5429","STAN109","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5430","STAN109","shock",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5431","STAN110","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5432","STAN110","confusion",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5433","STAN110","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5434","STAN110","frustration",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5435","STAN110","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5436","STAN110","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5437","STAN111","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5438","STAN111","confusion",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5439","STAN111","fear",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5440","STAN111","frustration",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5441","STAN111","sadness",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5442","STAN111","shock",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5443","STAN112","anger",3,1,NA,NA,4,3,NA,1,0,NA,-2,NA,NA
"5444","STAN112","confusion",2,1,NA,NA,2,4,NA,0,2,NA,-1,NA,NA
"5445","STAN112","fear",2,1,NA,NA,1,2,NA,-1,0,NA,-1,NA,NA
"5446","STAN112","frustration",4,4,NA,NA,4,4,NA,0,0,NA,0,NA,NA
"5447","STAN112","sadness",3.5,1,NA,NA,2,4,NA,-1.5,0.5,NA,-2.5,NA,NA
"5448","STAN112","shock",2.5,NA,NA,NA,2,2,NA,-0.5,-0.5,NA,NA,NA,NA
"5449","STAN113","anger",2,1,NA,NA,3,NA,NA,1,NA,NA,-1,NA,NA
"5450","STAN113","confusion",4,1,NA,NA,2,NA,NA,-2,NA,NA,-3,NA,NA
"5451","STAN113","fear",1,3,NA,NA,5,NA,NA,4,NA,NA,2,NA,NA
"5452","STAN113","frustration",5,1,NA,NA,1,NA,NA,-4,NA,NA,-4,NA,NA
"5453","STAN113","sadness",3,3,NA,NA,4,NA,NA,1,NA,NA,0,NA,NA
"5454","STAN113","shock",3,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA
"5455","STAN114","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5456","STAN114","confusion",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5457","STAN114","fear",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5458","STAN114","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5459","STAN114","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5460","STAN114","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5461","STAN115","anger",3,1,1,NA,2,4,NA,-1,1,NA,-2,-2,NA
"5462","STAN115","confusion",1,1,1,NA,1,1,NA,0,0,NA,0,0,NA
"5463","STAN115","fear",3,1,1,NA,3,4,NA,0,1,NA,-2,-2,NA
"5464","STAN115","frustration",1,1,1,NA,1,1,NA,0,0,NA,0,0,NA
"5465","STAN115","sadness",3,1,1,NA,3,4,NA,0,1,NA,-2,-2,NA
"5466","STAN115","shock",3,NA,1,NA,3,4,NA,0,1,NA,NA,-2,NA
"5467","STAN116","anger",1,NA,1.5,NA,NA,3.5,NA,NA,2.5,NA,NA,0.5,NA
"5468","STAN116","confusion",2,NA,3.5,NA,NA,4,NA,NA,2,NA,NA,1.5,NA
"5469","STAN116","fear",2,NA,1.5,NA,NA,3.5,NA,NA,1.5,NA,NA,-0.5,NA
"5470","STAN116","frustration",4,NA,2,NA,NA,4,NA,NA,0,NA,NA,-2,NA
"5471","STAN116","sadness",NA,NA,4,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA
"5472","STAN116","shock",2,NA,3,NA,NA,4.5,NA,NA,2.5,NA,NA,1,NA
"5473","STAN117","anger",3,1,NA,2.25,3,NA,3,0,NA,0,-2,NA,-0.75
"5474","STAN117","confusion",4,1,NA,1.75,1,NA,1.5,-3,NA,-2.5,-3,NA,-2.25
"5475","STAN117","fear",3,1,NA,1.5,2,NA,1.25,-1,NA,-1.75,-2,NA,-1.5
"5476","STAN117","frustration",4,2,NA,3,3,NA,4,-1,NA,0,-2,NA,-1
"5477","STAN117","sadness",3.5,2,NA,3.5,4,NA,4,0.5,NA,0.5,-1.5,NA,0
"5478","STAN117","shock",4,2,NA,3,3,NA,4,-1,NA,0,-2,NA,-1
"5479","STAN118","anger",3,4,NA,NA,4,NA,NA,1,NA,NA,1,NA,NA
