"","Subject","item","experienced1","experienced2","experienced3","experienced4","remembered2","remembered3","remembered4","memdev2","memdev3","memdev4","currdev2","currdev3","currdev4"
"2084","NSU103","confusion",5,3,NA,5,5,NA,5,0,NA,0,-2,NA,0
"2085","NSU103","fear",4,3,NA,4,3,NA,5,-1,NA,1,-1,NA,0
"2086","NSU103","frustration",5,3,NA,5,5,NA,5,0,NA,0,-2,NA,0
"2087","NSU103","sadness",5,4,NA,5,5,NA,5,0,NA,0,-1,NA,0
"2088","NSU103","shock",5,3,NA,5,5,NA,5,0,NA,0,-2,NA,0
"2089","NSU104","anger",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2090","NSU104","confusion",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2091","NSU104","fear",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2092","NSU104","frustration",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2093","NSU104","sadness",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2094","NSU104","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2095","NSU105","anger",2,2,3,4,2,3,1,0,1,-1,0,1,2
"2096","NSU105","confusion",NA,3,1,1,5,4,3,NA,NA,NA,NA,NA,NA
"2097","NSU105","fear",2,2,1,4,3,3,3,1,1,1,0,-1,2
"2098","NSU105","frustration",1,5,4,1,2,1,1,1,0,0,4,3,0
"2099","NSU105","sadness",5,5,5,4,5,5,5,0,0,0,0,0,-1
"2100","NSU105","shock",5,5,5,5,5,5,5,0,0,0,0,0,0
"2101","NSU106","anger",4,5,5,5,5,5,NA,1,1,NA,1,1,1
"2102","NSU106","confusion",1,2,1,1,2,1,2,1,0,1,1,0,0
"2103","NSU106","fear",3,3,3,3,5,5,5,2,2,2,0,0,0
"2104","NSU106","frustration",5,4.5,5,3,4,5,NA,-1,0,NA,-0.5,0,-2
"2105","NSU106","sadness",5,4.5,4,3,5,5,5,0,0,0,-0.5,-1,-2
"2106","NSU106","shock",5,1,1,1,5,5,5,0,0,0,-4,-4,-4
"2107","NSU107","anger",5,5,NA,5,5,NA,5,0,NA,0,0,NA,0
"2108","NSU107","confusion",4,3,NA,4,5,NA,4,1,NA,0,-1,NA,0
"2109","NSU107","fear",5,3,NA,4,5,NA,5,0,NA,0,-2,NA,-1
"2110","NSU107","frustration",5,4,NA,4,5,NA,4,0,NA,-1,-1,NA,-1
"2111","NSU107","sadness",5,5,NA,5,5,NA,5,0,NA,0,0,NA,0
"2112","NSU107","shock",5,5,NA,5,5,NA,5,0,NA,0,0,NA,0
"2113","NSU108","anger",5,3,5,5,5,5,5,0,0,0,-2,0,0
"2114","NSU108","confusion",3,1,3,4,1,3,3,-2,0,0,-2,0,1
"2115","NSU108","fear",4,2,3,4,4,3,4,0,-1,0,-2,-1,0
"2116","NSU108","frustration",5,2,4,5,3,4,5,-2,-1,0,-3,-1,0
"2117","NSU108","sadness",5,3,5,5,5,5,5,0,0,0,-2,0,0
"2118","NSU108","shock",4,2,4,4,3,4,5,-1,0,1,-2,0,0
"2119","NSU109","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2120","NSU109","confusion",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2121","NSU109","fear",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2122","NSU109","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2123","NSU109","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2124","NSU109","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2125","NSU110","anger",4,5,4,4,5,5,4,1,1,0,1,0,0
"2126","NSU110","confusion",3,2,3,5,4,4,4,1,1,1,-1,0,2
"2127","NSU110","fear",3,3.5,5,5,5,5,5,2,2,2,0.5,2,2
"2128","NSU110","frustration",4,2,4,5,4,3,4,0,-1,0,-2,0,1
"2129","NSU110","sadness",5,5,4,5,5,5,5,0,0,0,0,-1,0
"2130","NSU110","shock",5,5,3,5,5,4,5,0,-1,0,0,-2,0
"2131","NSU111","anger",5,5,5,5,5,5,5,0,0,0,0,0,0
"2132","NSU111","confusion",2,2,1,2,3,3,3,1,1,1,0,-1,0
"2133","NSU111","fear",5,4,5,5,5,5,5,0,0,0,-1,0,0
"2134","NSU111","frustration",2,4,5,5,4,4,5,2,2,3,2,3,3
"2135","NSU111","sadness",3,2,5,5,3,3,5,0,0,2,-1,2,2
"2136","NSU111","shock",5,4,5,5,5,5,5,0,0,0,-1,0,0
"2137","NSU112","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2138","NSU112","confusion",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2139","NSU112","fear",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2140","NSU112","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2141","NSU112","sadness",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2142","NSU112","shock",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143","NSU113","anger",3,3,3.5,4.5,5,5,4,2,2,1,0,0.5,1.5
"2144","NSU113","confusion",3,3,1.5,3,3,3.5,4.5,0,0.5,1.5,0,-1.5,0
"2145","NSU113","fear",2,3.5,2,4,4.5,5,5,2.5,3,3,1.5,0,2
"2146","NSU113","frustration",4.5,5,5,3.5,5,3.5,NA,0.5,-1,NA,0.5,0.5,-1
"2147","NSU113","sadness",4,3.5,3.5,4.5,5,5,5,1,1,1,-0.5,-0.5,0.5
"2148","NSU113","shock",3.5,2.5,1,2,5,4,5,1.5,0.5,1.5,-1,-2.5,-1.5
"2149","NSU114","anger",5,NA,5,NA,NA,5,NA,NA,0,NA,NA,0,NA
"2150","NSU114","confusion",5,NA,3.5,NA,NA,3.5,NA,NA,-1.5,NA,NA,-1.5,NA
"2151","NSU114","fear",1,NA,1,NA,NA,2,NA,NA,1,NA,NA,0,NA
"2152","NSU114","frustration",4,NA,5,NA,NA,5,NA,NA,1,NA,NA,1,NA
"2153","NSU114","sadness",5,NA,4.5,NA,NA,5,NA,NA,0,NA,NA,-0.5,NA
"2154","NSU114","shock",3,NA,1,NA,NA,1.5,NA,NA,-1.5,NA,NA,-2,NA
"2155","NSU115","anger",4,5,4,NA,5,5,NA,1,1,NA,1,0,NA
"2156","NSU115","confusion",1,1,1,NA,1,3,NA,0,2,NA,0,0,NA
"2157","NSU115","fear",2,2,2,NA,3,4,NA,1,2,NA,0,0,NA
"2158","NSU115","frustration",3,2,2,NA,3,3,NA,0,0,NA,-1,-1,NA
"2159","NSU115","sadness",4,4,3,NA,5,5,NA,1,1,NA,0,-1,NA
"2160","NSU115","shock",3,4,3,NA,5,5,NA,2,2,NA,1,0,NA
"2161","NSU116","anger",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162","NSU116","confusion",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2163","NSU116","fear",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2164","NSU116","frustration",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165","NSU116","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166","NSU116","shock",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2167","NSU117","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2168","NSU117","confusion",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2169","NSU117","fear",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2170","NSU117","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2171","NSU117","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172","NSU117","shock",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173","NSU118","anger",3,3,3,NA,4,5,NA,1,2,NA,0,0,NA
"2174","NSU118","confusion",4,4,1,NA,4,3,NA,0,-1,NA,0,-3,NA
"2175","NSU118","fear",4,2,3,NA,5,5,NA,1,1,NA,-2,-1,NA
"2176","NSU118","frustration",5,5,5,NA,5,5,NA,0,0,NA,0,0,NA
"2177","NSU118","sadness",5,3,5,NA,4,5,NA,-1,0,NA,-2,0,NA
"2178","NSU118","shock",3,2,1,NA,4,4,NA,1,1,NA,-1,-2,NA
"2179","NSU119","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180","NSU119","confusion",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181","NSU119","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2182","NSU119","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2183","NSU119","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2184","NSU119","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2185","NSU120","anger",1,1.5,1.5,NA,1,1,NA,0,0,NA,0.5,0.5,NA
"2186","NSU120","confusion",1,1,1.5,NA,2,1.5,NA,1,0.5,NA,0,0.5,NA
"2187","NSU120","fear",4,2,3.5,NA,4,4,NA,0,0,NA,-2,-0.5,NA
"2188","NSU120","frustration",4,2,1,NA,2,1,NA,-2,-3,NA,-2,-3,NA
"2189","NSU120","sadness",4,4,4,NA,5,5,NA,1,1,NA,0,0,NA
"2190","NSU120","shock",4,4,1,NA,5,5,NA,1,1,NA,0,-3,NA
"2191","NSU121","anger",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2192","NSU121","confusion",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2193","NSU121","fear",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2194","NSU121","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2195","NSU121","sadness",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196","NSU121","shock",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2197","NSU122","anger",NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"2198","NSU122","confusion",2,5,NA,NA,5,NA,NA,3,NA,NA,3,NA,NA
"2199","NSU122","fear",3,5,NA,NA,4,NA,NA,1,NA,NA,2,NA,NA
"2200","NSU122","frustration",NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"2201","NSU122","sadness",2,4,NA,NA,3,NA,NA,1,NA,NA,2,NA,NA
"2202","NSU122","shock",3,4,NA,NA,4,NA,NA,1,NA,NA,1,NA,NA
"2203","NSU123","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2204","NSU123","confusion",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2205","NSU123","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2206","NSU123","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2207","NSU123","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208","NSU123","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209","NSU124","anger",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210","NSU124","confusion",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211","NSU124","fear",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2212","NSU124","frustration",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2213","NSU124","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2214","NSU124","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2215","NSU125","anger",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2216","NSU125","confusion",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217","NSU125","fear",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2218","NSU125","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2219","NSU125","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2220","NSU125","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2221","NSU126","anger",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2222","NSU126","confusion",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2223","NSU126","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2224","NSU126","frustration",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2225","NSU126","sadness",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2226","NSU126","shock",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2227","NSU127","anger",4,4,4,NA,4,4,NA,0,0,NA,0,0,NA
"2228","NSU127","confusion",2,3,2,NA,4,4,NA,2,2,NA,1,0,NA
"2229","NSU127","fear",2,2,3,NA,3,3,NA,1,1,NA,0,1,NA
"2230","NSU127","frustration",5,4,4,NA,4,5,NA,-1,0,NA,-1,-1,NA
"2231","NSU127","sadness",5,4,4,NA,4,3,NA,-1,-2,NA,-1,-1,NA
"2232","NSU127","shock",4,4,4,NA,4,5,NA,0,1,NA,0,0,NA
"2233","NSU128","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2234","NSU128","confusion",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2235","NSU128","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2236","NSU128","frustration",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237","NSU128","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2238","NSU128","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239","NSU129","anger",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2240","NSU129","confusion",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2241","NSU129","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2242","NSU129","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2243","NSU129","sadness",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2244","NSU129","shock",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2245","NSU130","anger",2,4,NA,NA,2,NA,NA,0,NA,NA,2,NA,NA
"2246","NSU130","confusion",4,2,NA,NA,4,NA,NA,0,NA,NA,-2,NA,NA
"2247","NSU130","fear",4,3,NA,NA,4,NA,NA,0,NA,NA,-1,NA,NA
"2248","NSU130","frustration",4,4,NA,NA,3,NA,NA,-1,NA,NA,0,NA,NA
"2249","NSU130","sadness",4,3,NA,NA,4,NA,NA,0,NA,NA,-1,NA,NA
"2250","NSU130","shock",4,4,NA,NA,5,NA,NA,1,NA,NA,0,NA,NA
"2251","NSU131","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252","NSU131","confusion",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253","NSU131","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2254","NSU131","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2255","NSU131","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2256","NSU131","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257","NSU132","anger",2.5,1.5,3,3.5,2,4,3.5,-0.5,1.5,1,-1,0.5,1
"2258","NSU132","confusion",3,3,3,2.5,3,4,4,0,1,1,0,0,-0.5
"2259","NSU132","fear",4,3.5,3,3.5,3.5,4,5,-0.5,0,1,-0.5,-1,-0.5
"2260","NSU132","frustration",3,3,4,4,3,4,2.5,0,1,-0.5,0,1,1
"2261","NSU132","sadness",5,5,5,4.5,5,5,5,0,0,0,0,0,-0.5
"2262","NSU132","shock",4,3,3,3.5,4,5,4.5,0,1,0.5,-1,-1,-0.5
"2263","NSU133","anger",5,3,5,3,5,5,5,0,0,0,-2,0,-2
"2264","NSU133","confusion",3,1,1,1,2,3,5,-1,0,2,-2,-2,-2
"2265","NSU133","fear",2,1,1,1,2,5,5,0,3,3,-1,-1,-1
"2266","NSU133","frustration",3,1,1,1,2,5,5,-1,2,2,-2,-2,-2
"2267","NSU133","sadness",5,3,3,3,5,5,5,0,0,0,-2,-2,-2
"2268","NSU133","shock",5,3,1,1,5,5,5,0,0,0,-2,-4,-4
"2269","NSU134","anger",1,1,1,1,1,2,1,0,1,0,0,0,0
"2270","NSU134","confusion",3,1,1,1,3,3,2,0,0,-1,-2,-2,-2
"2271","NSU134","fear",1.5,1,1,1,1,1,1,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
"2272","NSU134","frustration",2,1,1.5,1,3.5,3,2,1.5,1,0,-1,-0.5,-1
"2273","NSU134","sadness",2,2,1,1,4,4,4,2,2,2,0,-1,-1
"2274","NSU134","shock",1,1,1,1,2,5,3,1,4,2,0,0,0
"2275","NSU135","anger",3,3,NA,NA,3,NA,NA,0,NA,NA,0,NA,NA
"2276","NSU135","confusion",3,1,NA,NA,5,NA,NA,2,NA,NA,-2,NA,NA
"2277","NSU135","fear",4,3,NA,NA,5,NA,NA,1,NA,NA,-1,NA,NA
"2278","NSU135","frustration",4,3,NA,NA,5,NA,NA,1,NA,NA,-1,NA,NA
"2279","NSU135","sadness",5,2,NA,NA,4.5,NA,NA,-0.5,NA,NA,-3,NA,NA
"2280","NSU135","shock",4,1,NA,NA,4,NA,NA,0,NA,NA,-3,NA,NA
"2281","NSU136","anger",1.5,1.5,1.5,NA,2.5,2.5,NA,1,1,NA,0,0,NA
"2282","NSU136","confusion",1.5,1,1,NA,2,3.5,NA,0.5,2,NA,-0.5,-0.5,NA
"2283","NSU136","fear",1,1,1,NA,2.5,1.5,NA,1.5,0.5,NA,0,0,NA
"2284","NSU136","frustration",1,1,1,NA,1,2,NA,0,1,NA,0,0,NA
"2285","NSU136","sadness",2,2,2.5,NA,4,4,NA,2,2,NA,0,0.5,NA
"2286","NSU136","shock",1.5,1,1,NA,4,2,NA,2.5,0.5,NA,-0.5,-0.5,NA
"2287","NSU137","anger",4,NA,3,NA,NA,4,NA,NA,0,NA,NA,-1,NA
"2288","NSU137","confusion",5,NA,3,NA,NA,5,NA,NA,0,NA,NA,-2,NA
"2289","NSU137","fear",5,NA,3,NA,NA,5,NA,NA,0,NA,NA,-2,NA
"2290","NSU137","frustration",4,NA,2,NA,NA,3,NA,NA,-1,NA,NA,-2,NA
"2291","NSU137","sadness",5,NA,4,NA,NA,5,NA,NA,0,NA,NA,-1,NA
"2292","NSU137","shock",5,NA,1,NA,NA,4,NA,NA,-1,NA,NA,-4,NA
"2293","NSU138","anger",4,1.5,3,NA,3,3.5,NA,-1,-0.5,NA,-2.5,-1,NA
"2294","NSU138","confusion",2,2,2,NA,1.5,4,NA,-0.5,2,NA,0,0,NA
"2295","NSU138","fear",4,2.5,4,NA,4.5,5,NA,0.5,1,NA,-1.5,0,NA
"2296","NSU138","frustration",3,5,2,NA,5,3,NA,2,0,NA,2,-1,NA
"2297","NSU138","sadness",5,5,5,NA,5,5,NA,0,0,NA,0,0,NA
"2298","NSU138","shock",4,2,2,NA,2,5,NA,-2,1,NA,-2,-2,NA
"2299","NSU139","anger",2,1,NA,NA,2,NA,NA,0,NA,NA,-1,NA,NA
"2300","NSU139","confusion",5,2,NA,NA,5,NA,NA,0,NA,NA,-3,NA,NA
"2301","NSU139","fear",2,2,NA,NA,4,NA,NA,2,NA,NA,0,NA,NA
"2302","NSU139","frustration",5,4,NA,NA,4,NA,NA,-1,NA,NA,-1,NA,NA
"2303","NSU139","sadness",5,3,NA,NA,4,NA,NA,-1,NA,NA,-2,NA,NA
"2304","NSU139","shock",5,2,NA,NA,5,NA,NA,0,NA,NA,-3,NA,NA
"2305","NSU140","anger",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2306","NSU140","confusion",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2307","NSU140","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2308","NSU140","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2309","NSU140","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2310","NSU140","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2311","NSU141","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2312","NSU141","confusion",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2313","NSU141","fear",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2314","NSU141","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2315","NSU141","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2316","NSU141","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2317","NSU142","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2318","NSU142","confusion",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2319","NSU142","fear",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2320","NSU142","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2321","NSU142","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2322","NSU142","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2323","NSU143","anger",4,NA,4,NA,NA,4.5,NA,NA,0.5,NA,NA,0,NA
"2324","NSU143","confusion",5,NA,3,NA,NA,4,NA,NA,-1,NA,NA,-2,NA
"2325","NSU143","fear",5,NA,4,NA,NA,5,NA,NA,0,NA,NA,-1,NA
"2326","NSU143","frustration",4,NA,5,NA,NA,4.5,NA,NA,0.5,NA,NA,1,NA
"2327","NSU143","sadness",4,NA,4,NA,NA,4,NA,NA,0,NA,NA,0,NA
"2328","NSU143","shock",5,NA,3,NA,NA,4.5,NA,NA,-0.5,NA,NA,-2,NA
"2329","NSU144","anger",1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0
"2330","NSU144","confusion",1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0
"2331","NSU144","fear",1,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,0
"2332","NSU144","frustration",5,NA,NA,1,NA,NA,1,NA,NA,-4,NA,NA,-4
"2333","NSU144","sadness",2,NA,NA,2,NA,NA,4,NA,NA,2,NA,NA,0
"2334","NSU144","shock",2,NA,NA,1,NA,NA,3,NA,NA,1,NA,NA,-1
"2335","NSU145","anger",4,1,NA,NA,3,NA,NA,-1,NA,NA,-3,NA,NA
"2336","NSU145","confusion",4,3,NA,NA,5,NA,NA,1,NA,NA,-1,NA,NA
"2337","NSU145","fear",1,1,NA,NA,2,NA,NA,1,NA,NA,0,NA,NA
"2338","NSU145","frustration",3,1,NA,NA,2,NA,NA,-1,NA,NA,-2,NA,NA
"2339","NSU145","sadness",3,1,NA,NA,2,NA,NA,-1,NA,NA,-2,NA,NA
"2340","NSU145","shock",4,4,NA,NA,4,NA,NA,0,NA,NA,0,NA,NA
"2341","NSU146","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2342","NSU146","confusion",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2343","NSU146","fear",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2344","NSU146","frustration",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2345","NSU146","sadness",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2346","NSU146","shock",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2347","NSU147","anger",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348","NSU147","confusion",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2349","NSU147","fear",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2350","NSU147","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2351","NSU147","sadness",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2352","NSU147","shock",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2353","NSU148","anger",5,NA,3,NA,NA,3,NA,NA,-2,NA,NA,-2,NA
"2354","NSU148","confusion",2,NA,1,NA,NA,3,NA,NA,1,NA,NA,-1,NA
"2355","NSU148","fear",1.5,NA,1,NA,NA,3,NA,NA,1.5,NA,NA,-0.5,NA
"2356","NSU148","frustration",5,NA,3,NA,NA,3,NA,NA,-2,NA,NA,-2,NA
"2357","NSU148","sadness",4,NA,5,NA,NA,5,NA,NA,1,NA,NA,1,NA
"2358","NSU148","shock",5,NA,5,NA,NA,5,NA,NA,0,NA,NA,0,NA
"2359","NSU149","anger",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2360","NSU149","confusion",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2361","NSU149","fear",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2362","NSU149","frustration",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2363","NSU149","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364","NSU149","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2365","NSU150","anger",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2366","NSU150","confusion",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2367","NSU150","fear",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2368","NSU150","frustration",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2369","NSU150","sadness",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2370","NSU150","shock",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2371","NSU151","anger",4,3,NA,NA,5,NA,NA,1,NA,NA,-1,NA,NA
"2372","NSU151","confusion",4,3,NA,NA,5,NA,NA,1,NA,NA,-1,NA,NA
"2373","NSU151","fear",3,3,NA,NA,5,NA,NA,2,NA,NA,0,NA,NA
"2374","NSU151","frustration",4,5,NA,NA,5,NA,NA,1,NA,NA,1,NA,NA
