"","Subject","prev_experience","curr_experience","stress_memory","memdev","curr_dev","num_weights_updated","twovar_stress_memory","twovar_prev_experience","time"
"972","STLC015",4.16666666666667,3.5,2.83333333333333,-1.33333333333333,-0.666666666666667,6,2.83333333333333,4.16666666666667,2
"973","STLC016",4,2.83333333333333,2.83333333333333,-1.16666666666667,-1.16666666666667,6,2.83333333333333,4,2
"974","STLC017",4.58333333333333,3.875,4.29166666666667,-0.291666666666667,-0.708333333333333,6,4.29166666666667,4.58333333333333,2
"975","STLC018",5,5,5,0,0,6,5,5,2
"976","STLC019",3.58333333333333,4.83333333333333,4.66666666666667,1.08333333333333,1.25,6,4.66666666666667,3.58333333333333,2
"977","STLC020",2.33333333333333,1,2,-0.333333333333333,-1.6,5,2,2.33333333333333,2
"978","STLC021",4,NA,NA,NA,NA,0,NA,NA,2
"979","STLC022",2,1.6,3.4,1.3,-0.2,4,3.4,2.1,2
"980","STLC023",2.125,1,2.83333333333333,0.708333333333333,-1.25,5,2.83333333333333,2.125,2
"981","STLC024",3.33333333333333,2.5,3.5,-0.5,-0.833333333333333,4,3.5,4,2
"982","STLC025",3.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"983","STLC026",3,NA,NA,NA,NA,0,NA,NA,2
"984","STLC027",3.33333333333333,NA,NA,NA,NA,0,NA,NA,2
"985","STLC028",4.33333333333333,4.58333333333333,4.25,0,0.25,4,4.25,4.25,2
"986","STLC029",3.33333333333333,NA,NA,NA,NA,0,NA,NA,2
"987","STLC030",4,3,4.5,0.5,-1,6,4.5,4,2
"988","STLC031",3.16666666666667,1.5,2.5,-0.666666666666667,-1.66666666666667,6,2.5,3.16666666666667,2
"989","STLC032",3.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"990","STLC033",4.16666666666667,2.6,4.16666666666667,0,-1.8,5,4.16666666666667,4.16666666666667,2
"991","STLC034",3.16666666666667,2.66666666666667,4.08333333333333,0.916666666666667,-0.5,6,4.08333333333333,3.16666666666667,2
"992","STLC035",3.16666666666667,NA,3.66666666666667,0.5,NA,0,3.66666666666667,3.16666666666667,2
"993","STLC036",4.5,NA,NA,NA,NA,0,NA,NA,2
"994","STLC037",2.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"995","STLC038",3.83333333333333,NA,NA,NA,NA,0,NA,NA,2
"996","STLC039",3.33333333333333,NA,NA,NA,NA,0,NA,NA,2
"997","STLC040",4.04166666666667,NA,NA,NA,NA,0,NA,NA,2
"998","STLC041",1.83333333333333,NA,NA,NA,NA,0,NA,NA,2
"999","STLC042",2.83333333333333,1,2.33333333333333,-0.5,-1.83333333333333,6,2.33333333333333,2.83333333333333,2
"1000","STLC043",2.5,NA,NA,NA,NA,0,NA,NA,2
"1001","STLC044",4.25,NA,NA,NA,NA,0,NA,NA,2
"1002","STLC045",3.16666666666667,3.5,3.5,0.333333333333333,0.333333333333333,6,3.5,3.16666666666667,2
"1003","STLC046",3.5,NA,NA,NA,NA,0,NA,NA,2
"1004","STLC047",3,3.33333333333333,4.16666666666667,1.16666666666667,0.333333333333333,6,4.16666666666667,3,2
"1005","STLC048",4.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1006","STLC049",3.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1007","STLC050",1.5,NA,NA,NA,NA,0,NA,NA,2
"1008","STLC051",4.25,NA,NA,NA,NA,0,NA,NA,2
"1009","STLC052",3,NA,NA,NA,NA,0,NA,NA,2
"1010","STLC053",3.83333333333333,NA,NA,NA,NA,0,NA,NA,2
"1011","STLC054",2.83333333333333,3.16666666666667,4.25,0.5,0.333333333333333,4,4.25,3.75,2
"1012","STLC055",4.33333333333333,3.75,4.41666666666667,0.0833333333333333,-0.583333333333333,6,4.41666666666667,4.33333333333333,2
"1013","STLC056",3,2.4,3.16666666666667,0.166666666666667,-0.4,5,3.16666666666667,3,2
"1014","STLC057",3.33333333333333,NA,NA,NA,NA,0,NA,NA,2
"1015","STLC058",3.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1016","STLC059",3.58333333333333,NA,NA,NA,NA,0,NA,NA,2
"1017","STLC060",2,1.83333333333333,3.25,1.5,-0.166666666666667,4,3.25,1.75,2
"1018","STLC061",4.5,NA,NA,NA,NA,0,NA,NA,2
"1019","STLC062",2,NA,NA,NA,NA,0,NA,NA,2
"1020","STLC063",1.33333333333333,1.8,1.66666666666667,0.333333333333333,0.4,5,1.66666666666667,1.33333333333333,2
"1021","STLC064",3.33333333333333,3.16666666666667,4.5,1.16666666666667,-0.166666666666667,6,4.5,3.33333333333333,2
"1022","STLC065",3.16666666666667,2.5,4.2,0.6,-0.666666666666667,5,4.2,3.6,2
"1023","STLC066",3.33333333333333,NA,NA,NA,NA,0,NA,NA,2
"1024","STLC067",3.66666666666667,3.25,4.08333333333333,0.416666666666667,-0.416666666666667,6,4.08333333333333,3.66666666666667,2
"1025","STLC068",1.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1026","STLC069",1,2.25,2.16666666666667,1.16666666666667,1.25,6,2.16666666666667,1,2
"1027","STLC070",2.5,NA,NA,NA,NA,0,NA,NA,2
"1028","STLC071",2.33333333333333,NA,NA,NA,NA,0,NA,NA,2
"1029","STLC072",3.08333333333333,NA,NA,NA,NA,0,NA,NA,2
"1030","STLC073",3.23333333333333,2.66666666666667,4.25,0.5,-0.566666666666667,4,4.25,3.75,2
"1031","STLC074",2.58333333333333,NA,NA,NA,NA,0,NA,NA,2
"1032","STLC075",3.75,NA,NA,NA,NA,0,NA,NA,2
"1033","STLC076",3.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"1034","STLC077",3,NA,NA,NA,NA,0,NA,NA,2
"1035","STLC078",1.66666666666667,1.33333333333333,2.33333333333333,0.666666666666667,-0.333333333333333,6,2.33333333333333,1.66666666666667,2
"1036","STLC079",3,NA,NA,NA,NA,0,NA,NA,2
"1037","STLC080",3.83333333333333,NA,NA,NA,NA,0,NA,NA,2
"1038","STLC081",4.5,3,3.33333333333333,-1.16666666666667,-1.5,6,3.33333333333333,4.5,2
"1039","STLC082",2.66666666666667,2.8,4,1.33333333333333,-0.1,5,4,2.66666666666667,2
"1040","STLC083",3.83333333333333,3.16666666666667,3.83333333333333,0,-0.666666666666667,6,3.83333333333333,3.83333333333333,2
"1041","STLC084",2.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"1042","STLC085",3.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"1043","STLC086",3.5,2.8,4.5,1,-1,5,4.5,3.5,2
"1044","STLC087",4.83333333333333,3.83333333333333,4.66666666666667,-0.166666666666667,-1,6,4.66666666666667,4.83333333333333,2
"1045","STLC088",3.33333333333333,1.33333333333333,3.5,0.166666666666667,-2,6,3.5,3.33333333333333,2
"1046","STLC089",3.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"1047","STLC090",4.16666666666667,3.66666666666667,4.25,0.25,-0.5,4,4.25,4,2
"1048","STLC091",4,NA,NA,NA,NA,0,NA,NA,2
"1049","STLM001",3.7,3.5,4.33333333333333,0.633333333333333,-0.2,6,4.33333333333333,3.7,2
"1050","STLM002",4,NA,NA,NA,NA,0,NA,NA,2
"1051","STLM003",4.16666666666667,4.16666666666667,4.66666666666667,0.5,0,6,4.66666666666667,4.16666666666667,2
"1052","STLM004",4.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"1053","STLM005",4.33333333333333,2.5,2.33333333333333,-2,-1.83333333333333,6,2.33333333333333,4.33333333333333,2
"1054","STLM006",3.66666666666667,3.83333333333333,4.25,0.583333333333333,0.166666666666667,6,4.25,3.66666666666667,2
"1055","STLM007",3.33333333333333,1.5,3.41666666666667,0.0833333333333333,-1.83333333333333,6,3.41666666666667,3.33333333333333,2
"1056","STLM008",3.58333333333333,3,3.16666666666667,-0.416666666666667,-0.583333333333333,6,3.16666666666667,3.58333333333333,2
"1057","STLM009",4.5,5,4.33333333333333,-0.166666666666667,0.5,6,4.33333333333333,4.5,2
"1058","STLM010",3.94166666666667,3.66666666666667,3.5,-0.441666666666667,-0.275,6,3.5,3.94166666666667,2
"1059","STLM011",4.33333333333333,3.33333333333333,4.5,0.166666666666667,-1,6,4.5,4.33333333333333,2
"1060","STLM012",3.5,4.04166666666667,4.20833333333333,0.708333333333333,0.541666666666667,6,4.20833333333333,3.5,2
"1061","STLM013",5,4.54166666666667,4.16666666666667,-0.833333333333333,-0.458333333333333,6,4.16666666666667,5,2
"1062","STLM014",4.16666666666667,4.16666666666667,4.83333333333333,0.666666666666667,0,6,4.83333333333333,4.16666666666667,2
"1063","STLM015",4.33333333333333,3.16666666666667,3.5,-0.833333333333333,-1.16666666666667,6,3.5,4.33333333333333,2
"1064","STLM016",4.5,3.83333333333333,3.83333333333333,-0.666666666666667,-0.666666666666667,6,3.83333333333333,4.5,2
"1065","STLM017",3.5,2.66666666666667,3.5,0,-0.833333333333333,6,3.5,3.5,2
"1066","STLM018",3.83333333333333,3.33333333333333,3.5,-0.333333333333333,-0.5,6,3.5,3.83333333333333,2
"1067","STLM019",4.33333333333333,NA,NA,NA,NA,0,NA,NA,2
"1068","STLM020",5,3.16666666666667,4.66666666666667,-0.333333333333333,-1.83333333333333,6,4.66666666666667,5,2
"1069","STLM021",3.58333333333333,NA,NA,NA,NA,0,NA,NA,2
"1070","STLM022",NA,NA,NA,NA,NA,0,NA,NA,2
"1071","STLM023",3.29166666666667,3.16666666666667,3.66666666666667,0.375,-0.125,6,3.66666666666667,3.29166666666667,2
"1072","STLM024",5,4.33333333333333,4.16666666666667,-0.833333333333333,-0.666666666666667,6,4.16666666666667,5,2
"1073","STLM025",4.16666666666667,4.41666666666667,4.66666666666667,0.5,0.25,6,4.66666666666667,4.16666666666667,2
"1074","STLM026",5,5,5,0,0,6,5,5,2
"1075","STLM027",2.66666666666667,2.66666666666667,3.5,0.833333333333333,0,6,3.5,2.66666666666667,2
"1076","STLM028",3.33333333333333,3.5,3,-0.333333333333333,0.166666666666667,6,3,3.33333333333333,2
"1077","STLM029",4.33333333333333,3.83333333333333,4.66666666666667,0.333333333333333,-0.5,6,4.66666666666667,4.33333333333333,2
"1078","STLM030",3.33333333333333,4.66666666666667,5,1.66666666666667,1.33333333333333,6,5,3.33333333333333,2
"1079","STLM031",3.16666666666667,3.33333333333333,4,0.833333333333333,0.166666666666667,6,4,3.16666666666667,2
"1080","STLM032",2.5,2.33333333333333,2.5,0,-0.166666666666667,6,2.5,2.5,2
"1081","STLM033",4.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"1082","STLM034",3.66666666666667,2.66666666666667,3.16666666666667,-0.5,-1,6,3.16666666666667,3.66666666666667,2
"1083","STLM035",3.08333333333333,3.66666666666667,4,0.916666666666667,0.583333333333333,6,4,3.08333333333333,2
"1084","STLM036",2.83333333333333,NA,NA,NA,NA,0,NA,NA,2
"1085","STLM037",3.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1086","STLM038",2.83333333333333,2.33333333333333,3.33333333333333,0.5,-0.5,6,3.33333333333333,2.83333333333333,2
"1087","STLM039",3.16666666666667,1.66666666666667,2.83333333333333,-0.333333333333333,-1.5,6,2.83333333333333,3.16666666666667,2
"1088","STLM040",4.83333333333333,NA,NA,NA,NA,0,NA,NA,2
"1089","STLM041",3.16666666666667,1,2.33333333333333,-0.833333333333333,-2.16666666666667,6,2.33333333333333,3.16666666666667,2
"1090","STLM042",2.83333333333333,2.54166666666667,3.625,0.791666666666667,-0.291666666666667,6,3.625,2.83333333333333,2
"1091","STLM043",4.66666666666667,4.66666666666667,4.91666666666667,0.25,0,6,4.91666666666667,4.66666666666667,2
"1092","STLM044",5,3.33333333333333,4.33333333333333,-0.666666666666667,-1.66666666666667,6,4.33333333333333,5,2
"1093","STLM045",3,2,3.5,0.5,-1,6,3.5,3,2
"1094","STLM046",3.66666666666667,3.16666666666667,3.83333333333333,0.166666666666667,-0.5,6,3.83333333333333,3.66666666666667,2
"1095","STLM047",4.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1096","STLM048",3.66666666666667,3,3.33333333333333,-0.333333333333333,-0.666666666666667,6,3.33333333333333,3.66666666666667,2
"1097","STLM049",3.5,1.66666666666667,5,1.5,-1.83333333333333,6,5,3.5,2
"1098","STLM050",2.75,NA,NA,NA,NA,0,NA,NA,2
"1099","STLM051",4.5,4.33333333333333,4.5,0,-0.166666666666667,6,4.5,4.5,2
"1100","STLM052",2.83333333333333,3,3.5,0.666666666666667,0.166666666666667,6,3.5,2.83333333333333,2
"1101","STLM053",3.5,NA,NA,NA,NA,0,NA,NA,2
"1102","STLM054",4.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1103","STLM055",4.5,NA,NA,NA,NA,0,NA,NA,2
"1104","STLM056",3.83333333333333,NA,NA,NA,NA,0,NA,NA,2
"1105","STLM057",4.16666666666667,4.5,4.33333333333333,0.166666666666667,0.333333333333333,6,4.33333333333333,4.16666666666667,2
"1106","STLM058",2.41666666666667,3.08333333333333,3.08333333333333,0.666666666666667,0.666666666666667,6,3.08333333333333,2.41666666666667,2
"1107","STLM059",1.74166666666667,1.16666666666667,2.5,0.758333333333333,-0.575,6,2.5,1.74166666666667,2
"1108","STLM060",2.83333333333333,NA,4.33333333333333,1.5,NA,0,4.33333333333333,2.83333333333333,2
"1109","STLM061",2.66666666666667,1.91666666666667,3.5,0.833333333333333,-0.75,6,3.5,2.66666666666667,2
"1110","STLM062",2.16666666666667,1.75,3.33333333333333,1.16666666666667,-0.416666666666667,6,3.33333333333333,2.16666666666667,2
"1111","STLM063",3.83333333333333,4,4.5,0.666666666666667,0.166666666666667,6,4.5,3.83333333333333,2
"1112","STLM064",4,3.5,3.83333333333333,-0.166666666666667,-0.5,6,3.83333333333333,4,2
"1113","STLM065",4.5,2.5,3.5,-1,-2,6,3.5,4.5,2
"1114","STLM066",4.58333333333333,NA,NA,NA,NA,0,NA,NA,2
"1115","STLM067",2.83333333333333,1.5,3,0.166666666666667,-1.33333333333333,6,3,2.83333333333333,2
"1116","STLM068",3.75,NA,NA,NA,NA,0,NA,NA,2
"1117","STLM069",2.5,2.33333333333333,3.66666666666667,1.16666666666667,-0.166666666666667,6,3.66666666666667,2.5,2
"1118","STLM070",3.29166666666667,2.16666666666667,3.5,0.208333333333333,-1.125,6,3.5,3.29166666666667,2
"1119","STLM071",4.16666666666667,2,3.08333333333333,-1.08333333333333,-2,5,3.08333333333333,4.16666666666667,2
"1120","STLM072",3.16666666666667,4.33333333333333,3.66666666666667,0.5,1.16666666666667,6,3.66666666666667,3.16666666666667,2
"1121","STLM073",3.75,NA,NA,NA,NA,0,NA,NA,2
"1122","STLM074",3.5,3.33333333333333,3.58333333333333,0.0833333333333333,-0.166666666666667,6,3.58333333333333,3.5,2
"1123","STLM075",4.33333333333333,NA,NA,NA,NA,0,NA,NA,2
"1124","STLM076",4,4.5,5,1,0.5,6,5,4,2
"1125","STLM077",2.5,2.33333333333333,4.16666666666667,1.66666666666667,-0.166666666666667,6,4.16666666666667,2.5,2
"1126","STLM078",5,NA,NA,NA,NA,0,NA,NA,2
"1127","STLM079",4.66666666666667,2.16666666666667,4.33333333333333,-0.333333333333333,-2.5,6,4.33333333333333,4.66666666666667,2
"1128","STLM080",3.16666666666667,2.33333333333333,2.5,-0.666666666666667,-0.833333333333333,6,2.5,3.16666666666667,2
"1129","STLM081",4.33333333333333,4.5,4.5,0.166666666666667,0.166666666666667,6,4.5,4.33333333333333,2
"1130","STLM082",3.66666666666667,3.66666666666667,3.66666666666667,0,0,6,3.66666666666667,3.66666666666667,2
"1131","STLM083",4.5,3.16666666666667,3.33333333333333,-1.16666666666667,-1.33333333333333,6,3.33333333333333,4.5,2
"1132","STLM084",3.83333333333333,3.66666666666667,4,0.166666666666667,-0.166666666666667,6,4,3.83333333333333,2
"1133","STLM085",5,NA,NA,NA,NA,0,NA,NA,2
"1134","STLM086",4.5,3.5,3.5,-1,-1,6,3.5,4.5,2
"1135","STLM087",4.16666666666667,2.66666666666667,4,-0.166666666666667,-1.5,6,4,4.16666666666667,2
"1136","STLM088",4.33333333333333,NA,NA,NA,NA,0,NA,NA,2
"1137","STLM089",4.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1138","STLM090",3.83333333333333,NA,NA,NA,NA,0,NA,NA,2
"1139","STLM091",5,4.66666666666667,4.5,-0.5,-0.333333333333333,6,4.5,5,2
"1140","STLM092",2.5,4.33333333333333,4.5,2,1.83333333333333,6,4.5,2.5,2
"1141","STLM093",3.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1142","STLM094",2.83333333333333,3.66666666666667,3.33333333333333,0.5,0.833333333333333,6,3.33333333333333,2.83333333333333,2
"1143","STLM095",4.5,3.16666666666667,4.33333333333333,-0.166666666666667,-1.33333333333333,6,4.33333333333333,4.5,2
"1144","STLM096",4.5,5,5,0.5,0.5,6,5,4.5,2
"1145","STLM097",3.83333333333333,2.66666666666667,4,0.166666666666667,-1.16666666666667,6,4,3.83333333333333,2
"1146","STLM098",4.16666666666667,3.66666666666667,5,0.833333333333333,-0.5,6,5,4.16666666666667,2
"1147","STLM099",2.75,1.5,2.83333333333333,0.0833333333333333,-1.25,6,2.83333333333333,2.75,2
"1148","STLM100",4.16666666666667,2.83333333333333,3.33333333333333,-0.833333333333333,-1.33333333333333,6,3.33333333333333,4.16666666666667,2
"1149","STLM101",3.91666666666667,NA,NA,NA,NA,0,NA,NA,2
"1150","STLM102",3.33333333333333,2.83333333333333,2.66666666666667,-0.666666666666667,-0.5,6,2.66666666666667,3.33333333333333,2
"1151","STLM103",4.33333333333333,NA,NA,NA,NA,0,NA,NA,2
"1152","STLM104",3.5,NA,NA,NA,NA,0,NA,NA,2
"1153","STLM105",4.83333333333333,NA,NA,NA,NA,0,NA,NA,2
"1154","STLM106",3.5,3,4.5,1,-0.5,6,4.5,3.5,2
"1155","STLM107",3.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"1156","STLM108",4.58333333333333,NA,NA,NA,NA,0,NA,NA,2
"1157","STLM109",3.33333333333333,4,3.66666666666667,0.333333333333333,0.666666666666667,6,3.66666666666667,3.33333333333333,2
"1158","STLM110",3.66666666666667,1.75,3.20833333333333,-0.458333333333333,-1.91666666666667,6,3.20833333333333,3.66666666666667,2
"1159","STLM111",3.33333333333333,3.16666666666667,4,0.666666666666667,-0.166666666666667,6,4,3.33333333333333,2
"1160","STLM112",2.66666666666667,2.91666666666667,3,0.333333333333333,0.25,6,3,2.66666666666667,2
"1161","STLM113",4.5,NA,NA,NA,NA,0,NA,NA,2
"1162","STLM114",1.83333333333333,2.83333333333333,3.83333333333333,2,1,6,3.83333333333333,1.83333333333333,2
"1163","STLM115",2.5,NA,NA,NA,NA,0,NA,NA,2
"1164","STLM116",3.5,NA,NA,NA,NA,0,NA,NA,2
"1165","STLM117",3.625,3.625,4.58333333333333,0.958333333333333,0,6,4.58333333333333,3.625,2
"1166","STLM118",4,3.41666666666667,3.41666666666667,-0.583333333333333,-0.583333333333333,6,3.41666666666667,4,2
"1167","STLM119",4,4.33333333333333,5,1,0.333333333333333,6,5,4,2
"1168","STLM120",4.33333333333333,3.75,4.33333333333333,0,-0.583333333333333,6,4.33333333333333,4.33333333333333,2
"1169","STLM121",4.83333333333333,4.08333333333333,4.83333333333333,0,-0.75,6,4.83333333333333,4.83333333333333,2
"1170","STLM122",4.33333333333333,3.66666666666667,4.16666666666667,-0.166666666666667,-0.666666666666667,6,4.16666666666667,4.33333333333333,2
"1171","STLM123",3,NA,NA,NA,NA,0,NA,NA,2
"1172","STLM124",2.83333333333333,2.83333333333333,3.5,0.666666666666667,0,6,3.5,2.83333333333333,2
"1173","STLM125",4.125,3.66666666666667,4.33333333333333,0.208333333333333,-0.458333333333333,6,4.33333333333333,4.125,2
"1174","STLM126",NA,NA,NA,NA,NA,0,NA,NA,2
"1175","STLM127",2.75,2.66666666666667,3.33333333333333,0.583333333333333,-0.0833333333333333,6,3.33333333333333,2.75,2
"1176","STLM128",3,NA,NA,NA,NA,0,NA,NA,2
"1177","STLM129",2.5,1.16666666666667,2.83333333333333,0.333333333333333,-1.33333333333333,6,2.83333333333333,2.5,2
"1178","STLM130",5,4.83333333333333,5,0,-0.166666666666667,6,5,5,2
"1179","STLM131",4.33333333333333,5,4.16666666666667,-0.166666666666667,0.666666666666667,6,4.16666666666667,4.33333333333333,2
"1180","STLM132",4.16666666666667,NA,4.83333333333333,0.666666666666667,NA,0,4.83333333333333,4.16666666666667,2
"1181","STLM133",4.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1182","STLM134",3.83333333333333,3,4,0.166666666666667,-0.833333333333333,6,4,3.83333333333333,2
"1183","STLM135",3.33333333333333,3,3.83333333333333,0.5,-0.333333333333333,6,3.83333333333333,3.33333333333333,2
"1184","STLM136",4.33333333333333,NA,NA,NA,NA,0,NA,NA,2
"1185","STLM137",4.08333333333333,NA,NA,NA,NA,0,NA,NA,2
"1186","STLM138",4,3.5,4.16666666666667,0.166666666666667,-0.5,6,4.16666666666667,4,2
"1187","STLM139",3.33333333333333,1.83333333333333,3.66666666666667,0.333333333333333,-1.5,6,3.66666666666667,3.33333333333333,2
"1188","STLM140",3.83333333333333,NA,NA,NA,NA,0,NA,NA,2
"1189","STLM141",4.33333333333333,3.58333333333333,4.16666666666667,-0.166666666666667,-0.75,6,4.16666666666667,4.33333333333333,2
"1190","STLM142",4.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"1191","STLM143",3.66666666666667,2.66666666666667,3.5,-0.166666666666667,-1,6,3.5,3.66666666666667,2
"1192","STLM144",3.83333333333333,3,4,0.166666666666667,-0.833333333333333,6,4,3.83333333333333,2
"1193","STLM145",4.33333333333333,3.83333333333333,4.33333333333333,0,-0.5,6,4.33333333333333,4.33333333333333,2
"1194","STLM146",3.33333333333333,4.16666666666667,4.58333333333333,1.25,0.833333333333333,6,4.58333333333333,3.33333333333333,2
"1195","STLM147",3.66666666666667,2.83333333333333,4.16666666666667,0.5,-0.833333333333333,6,4.16666666666667,3.66666666666667,2
"1196","STLM148",5,NA,NA,NA,NA,0,NA,NA,2
"1197","STLM149",3.66666666666667,NA,3,-1,NA,0,3,4,2
"1198","STLM150",5,3.5,3.33333333333333,-1.66666666666667,-1.5,6,3.33333333333333,5,2
"1199","STLM151",4.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1200","STLM152",3.95833333333333,2.83333333333333,4.375,0.416666666666667,-1.125,6,4.375,3.95833333333333,2
"1201","STLM153",3.33333333333333,3.83333333333333,3.83333333333333,0.5,0.5,6,3.83333333333333,3.33333333333333,2
"1202","STLM154",3.83333333333333,2.5,3.66666666666667,-0.166666666666667,-1.33333333333333,6,3.66666666666667,3.83333333333333,2
"1203","STLM155",4.5,2.66666666666667,4,-0.5,-1.83333333333333,6,4,4.5,2
"1204","STLM156",4.25,NA,4.33333333333333,0.0833333333333333,NA,0,4.33333333333333,4.25,2
"1205","STLM157",4.16666666666667,3.58333333333333,4,-0.166666666666667,-0.583333333333333,6,4,4.16666666666667,2
"1206","STLM158",4.20833333333333,4,3.95833333333333,-0.25,-0.208333333333333,6,3.95833333333333,4.20833333333333,2
"1207","STLM159",4,3.33333333333333,3.33333333333333,-0.666666666666667,-0.666666666666667,6,3.33333333333333,4,2
"1208","STLM160",2.375,1.33333333333333,2.16666666666667,-0.208333333333333,-1.04166666666667,6,2.16666666666667,2.375,2
"1209","STLM161",2.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"1210","STLM162",5,5,4.5,-0.5,0,6,4.5,5,2
"1211","STLM163",3.66666666666667,NA,5,1.33333333333333,NA,0,5,3.66666666666667,2
"1212","STLM164",3,3,3.66666666666667,0.666666666666667,0,6,3.66666666666667,3,2
"1213","STLM165",4.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"1214","STLM166",3.5,3.83333333333333,4.66666666666667,1.16666666666667,0.333333333333333,6,4.66666666666667,3.5,2
"1215","STLM167",3.5,3.66666666666667,2.66666666666667,-0.833333333333333,0.166666666666667,6,2.66666666666667,3.5,2
"1216","STLM168",1.66666666666667,2,3.16666666666667,1.5,0.333333333333333,6,3.16666666666667,1.66666666666667,2
"1217","STLM169",4.33333333333333,4.33333333333333,4.04166666666667,-0.291666666666667,0,6,4.04166666666667,4.33333333333333,2
"1218","STLM170",4.5,4.33333333333333,5,0.5,-0.166666666666667,6,5,4.5,2
"1219","STLM171",3.58333333333333,3.66666666666667,4.5,0.916666666666667,0.0833333333333333,6,4.5,3.58333333333333,2
"1220","STLM172",3,3.5,3.33333333333333,0.333333333333333,0.5,6,3.33333333333333,3,2
"1221","STLM173",2.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"1222","STLM174",NA,5,4.83333333333333,NA,NA,0,NA,NA,2
"1223","STLM175",3.66666666666667,NA,NA,NA,NA,0,NA,NA,2
"1224","STLM176",3.45833333333333,NA,NA,NA,NA,0,NA,NA,2
"1225","STLM177",3.16666666666667,4,4.33333333333333,1.16666666666667,0.833333333333333,6,4.33333333333333,3.16666666666667,2
"1226","STLM178",4.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1227","STLM179",3.83333333333333,3.75,4.16666666666667,0.333333333333333,-0.0833333333333333,6,4.16666666666667,3.83333333333333,2
"1228","STLM180",3.66666666666667,2.33333333333333,3.5,-0.166666666666667,-1.33333333333333,6,3.5,3.66666666666667,2
"1229","STLM181",3.66666666666667,3.66666666666667,3.91666666666667,0.25,0,6,3.91666666666667,3.66666666666667,2
"1230","STLM182",2.16666666666667,1.83333333333333,3.16666666666667,1,-0.333333333333333,6,3.16666666666667,2.16666666666667,2
"1231","STLM183",4.83333333333333,4.33333333333333,5,0.166666666666667,-0.5,6,5,4.83333333333333,2
"1232","STLM184",1.83333333333333,NA,NA,NA,NA,0,NA,NA,2
"1233","STLM185",2.58333333333333,3.58333333333333,4.16666666666667,1.58333333333333,1,6,4.16666666666667,2.58333333333333,2
"1234","STLM186",4,NA,NA,NA,NA,0,NA,NA,2
"1235","STLM187",3.58333333333333,NA,NA,NA,NA,0,NA,NA,2
"1236","STLM188",2.5,NA,NA,NA,NA,0,NA,NA,2
"1237","STLM189",3.33333333333333,NA,NA,NA,NA,0,NA,NA,2
"1238","STLM190",4,1.66666666666667,3.16666666666667,-0.833333333333333,-2.33333333333333,6,3.16666666666667,4,2
"1239","STLM191",4.83333333333333,NA,NA,NA,NA,0,NA,NA,2
"1240","STLM192",3,3.16666666666667,3.83333333333333,0.833333333333333,0.166666666666667,6,3.83333333333333,3,2
"1241","STLM193",4,NA,NA,NA,NA,0,NA,NA,2
"1242","STLM194",4.16666666666667,NA,NA,NA,NA,0,NA,NA,2
"1243","STLM195",2.5,2.75,3.08333333333333,0.583333333333333,0.25,6,3.08333333333333,2.5,2
"1244","STLM196",3,NA,NA,NA,NA,0,NA,NA,2
"1245","STLM197",3.83333333333333,3.25,4.16666666666667,0.333333333333333,-0.583333333333333,6,4.16666666666667,3.83333333333333,2
"1246","STLM198",3.33333333333333,2.25,3.66666666666667,0.333333333333333,-1.08333333333333,6,3.66666666666667,3.33333333333333,2
"1247","STLM199",3.25,NA,NA,NA,NA,0,NA,NA,2
"1248","STLM200",3.5,NA,NA,NA,NA,0,NA,NA,2
"1249","STLM201",3.5,NA,NA,NA,NA,0,NA,NA,2
"1250","STLM202",3.79166666666667,NA,NA,NA,NA,0,NA,NA,2
"1251","STLM203",4.79166666666667,NA,NA,NA,NA,0,NA,NA,2
"1252","STLM204",3,NA,NA,NA,NA,0,NA,NA,2
"1253","STLM205",5,5,5,0,0,6,5,5,2
"1254","STLM206",1.5,1.33333333333333,2.33333333333333,0.833333333333333,-0.166666666666667,6,2.33333333333333,1.5,2
