Subject,Scope,Threat,BThreat
5c39606586c1450001a9675d,Self,4,0.749914384
5de9ca36a484410fdd8a928b,Self,4,0.749914384
559fa17cfdf99b69c369d364,Self,1,0.000171233
5ec771e68288e91bf1919096,Self,2,0.250085616
5f6c102b6ec04317fc9a8127,Self,1,0.000171233
5e4a59b502b78f4a232c0cff,Self,2,0.250085616
5f034b403ad29e529145f174,Self,3,0.5
5c31847f10677f0001ddc781,Self,3,0.5
5ea5dd6605b5170963934a65,Self,5,0.999828767
5e795b321feceb5164cd115d,Self,4,0.749914384
5fa322092858085f30d5b011,Self,2,0.250085616
5f50468c0868af1baaec306c,Self,2,0.250085616
570521cfde5095001018a0c8,Self,2,0.250085616
5b97f70161c19e00018db4a8,Self,4,0.749914384
5b3e3a299a6a140001222ea1,Self,5,0.999828767
557d84c8fdf99b4d577438df,Self,2,0.250085616
5db3029ffa4efa000a145bde,Self,1,0.000171233
54af2a48fdf99b09c01b3801,Self,3,0.5
5e46f51bc3298c1bf813a984,Self,3,0.5
5f2502c10858c4143fafa023,Self,3,0.5
592e85797b619d0001cb07e9,Self,5,0.999828767
55cd909c34e906000a8d1e1e,Self,2,0.250085616
5f5feca329bdfb0cfc2a8928,Self,5,0.999828767
5f723cf881f5c0159cfa6da1,Self,2,0.250085616
5e3d91a08dfa83000c9f4d36,Self,2,0.250085616
5ee9b0eb623285360eda1910,Self,3,0.5
5eb030b6e679c6080c9b2350,Self,1,0.000171233
5e87e49bb69f7b469f03cc68,Self,2,0.250085616
5c3027ef69d7820001063974,Self,2,0.250085616
5d6edb6ada16690017c9b828,Self,2,0.250085616
5f500418133110165a1539a9,Self,3,0.5
5f0dec5bb2612205fe864ab6,Self,3,0.5
5c83f1ed20b39a001440b6b1,Self,2,0.250085616
5f5f039252a9217cad40cc18,Self,5,0.999828767
5be2e7e491deed00015adcb0,Self,2,0.250085616
5c6b2f0d5b27b00001a3561f,Self,2,0.250085616
5ec453f93ba6b432bdf01d58,Self,2,0.250085616
5c7a94dc8fbcb100146b6dc7,Self,2,0.250085616
5ecffcc0d483170a794928e9,Self,4,0.749914384
59347d4f53490b0001563e47,Self,2,0.250085616
5d1d3f10d5669200017b4e46,Self,3,0.5
5e975c32ca82b62079dc8f7c,Self,4,0.749914384
5dae25fc2e361800135fbd02,Self,2,0.250085616
5df58b28ecb3ea3ed1ceea37,Self,2,0.250085616
5e770f11a9d3b527c662aa23,Self,2,0.250085616
5d453e8723a5bb0001492546,Self,2,0.250085616
58ed2be2a083320001a13783,Self,2,0.250085616
5f52e45ad408d55fa156aa21,Self,2,0.250085616
5e3dff6b8714b707b9a258b0,Self,5,0.999828767
5f1703a31ea06d025b729ad9,Self,2,0.250085616
5d1618630b1f87001715eca7,Self,2,0.250085616
5e8d44819163b611f62d706c,Self,2,0.250085616
5f5d48f1c6768e5bcae08170,Self,3,0.5
5c5deed04ee81200018ebb4a,Self,4,0.749914384
5f2a13417b4ac51dc95d38c1,Self,2,0.250085616
5d14cea059c33d0001f19bb3,Self,2,0.250085616
5f9803e732d857040c277dd9,Self,3,0.5
5edc3b7a96a72790ae256a1d,Self,1,0.000171233
5e7c987c0d34ae2d8f9c7d8e,Self,2,0.250085616
5d256c9b3eee7d001541a073,Self,2,0.250085616
5987c9f26ab9880001b5b04d,Self,2,0.250085616
5dd106ec7beb291ab1c63d0f,Self,5,0.999828767
5d478068ff3efc001a89d7de,Self,3,0.5
5ceff2032de4e90015c822c4,Self,1,0.000171233
5d4e24cdcc0b630001a2698d,Self,2,0.250085616
5e0d416d13ec504cb9c43cbf,Self,3,0.5
5c7dcd11f066ff001568e56a,Self,2,0.250085616
5f0963c6310eaf000b922e94,Self,5,0.999828767
5b9ec956c8a17f000171f7ad,Self,2,0.250085616
5e9aa65a9d211b140b6919f7,Self,4,0.749914384
5ed8c264d134c803a2670e4c,Self,2,0.250085616
5d4b265b72db9d0015e8aac6,Self,3,0.5
5e7d031be805560ae6b93dba,Self,2,0.250085616
5aa55cf8dbdb470001ef4cc5,Self,2,0.250085616
5a7cb079aa46dd00016b5bfb,Self,4,0.749914384
5c3fb71b36052e00016bb1a6,Self,2,0.250085616
5ee2b44f470fa7446a470c8d,Self,5,0.999828767
5e6869e6fe7f431210ced3f1,Self,1,0.000171233
5debccb0389fde2b5e13fcea,Self,2,0.250085616
5c11f8202b16ba0001c8b764,Self,2,0.250085616
5ed1c05a74af59110a5aa82f,Self,1,0.000171233
5e5d641259df370779040d9e,Self,5,0.999828767
5aeda69f9457e00001054d76,Self,5,0.999828767
5f48348c7dfbf12d50c6a7ec,Self,3,0.5
589a46af57995d0001a8a03a,Self,3,0.5
5a708ef2f1530b000103bfab,Self,2,0.250085616
5eb24b26f30ede1a6ae46c14,Self,2,0.250085616
5ea7434507a21c11406c58d6,Self,3,0.5
5c5aecc774a76f0001a25ced,Self,5,0.999828767
583f12f545073d0001fac52d,Self,3,0.5
5dc091fa9be08f03fb01a816,Self,2,0.250085616
5e2b0d34a8dc8c000cc53114,Self,3,0.5
5ab415206db3e700011bde54,Self,3,0.5
5cec2163d439ae0016596611,Self,1,0.000171233
57b9bafdfc23450001acc1ac,Self,2,0.250085616
5ac6cc039534ba0001c75642,Self,3,0.5
5cb9ca6814b3cb0017e4f7dd,Self,1,0.000171233
5f29aacd4eeb0b10914d3dc5,Self,5,0.999828767
5c720c7278263500015665f9,Self,2,0.250085616
5ef428a45311db1c83d82b34,Self,3,0.5
5edad5d3b940fe72e6c321ac,Self,1,0.000171233
5cb52a1e33f33d0001249130,Self,4,0.749914384
5e2784b2cf46ff9ab1191cc9,Self,3,0.5
5c5732a80a537a00019ea4eb,Self,2,0.250085616
5b197b8088ee7400012ae154,Self,1,0.000171233
5d204134abea8100173fa8a4,Self,2,0.250085616
5b76d0f5fca8d9000139404c,Self,1,0.000171233
5bdc4d25a49c2800019e1c24,Self,2,0.250085616
5f109c350780b10d05983394,Self,2,0.250085616
56e6a66af6ed900006a5867c,Self,2,0.250085616
5d329756062745001921494a,Self,2,0.250085616
5eea591930ca5f0ddaa75a7f,Self,2,0.250085616
5e1414d158a5c7a5a1d99be3,Self,3,0.5
5dfcfabe2b12bd9d55590694,Self,2,0.250085616
5ea963dc8304320363c8398c,Self,5,0.999828767
5ecd649985aa0b0c194928bb,Self,2,0.250085616
5ddaa1e583e309a04100bd57,Self,1,0.000171233
5ed2109da3c8c204b76f6cd5,Self,4,0.749914384
56e1bbcb6ce054000b3ffcb8,Self,3,0.5
55be9292fdf99b4c861994d8,Self,3,0.5
5c3282cd53d7b10001934577,Self,3,0.5
5e52d0122f5f952f2a7b6b28,Self,4,0.749914384
58a63a64ea3d11000170e1cc,Self,2,0.250085616
5c6aecbad0fb370001731cac,Self,2,0.250085616
5bf720e60b616400019c6c6c,Self,3,0.5
57bca845e2101600015e8e88,Self,2,0.250085616
5f469dcf5fcb5d0355771013,Self,4,0.749914384
5d254db8bb2e30001933fe36,Self,3,0.5
5d003450f641130018828b8e,Self,3,0.5
5d5f31230fc94a001c632b69,Self,3,0.5
5ed53833cb34a1098e5e2bce,Self,2,0.250085616
5e311dd7a390be11ebfc23c3,Self,1,0.000171233
5c0023fb2213be0001c2cdde,Self,5,0.999828767
5c4684826a7dbc00017c0a87,Self,2,0.250085616
5ab8026547a9f7000153a324,Self,2,0.250085616
5deb3c192235ad24f4a21826,Self,2,0.250085616
5e025e51a2c696de398fa46b,Self,3,0.5
5d66ea7549716000187f26af,Self,1,0.000171233
5eadc21b6d4da6467f9d0a6b,Self,3,0.5
5f3557097104764efaee9bbe,Self,2,0.250085616
5de9ef512dc5c612021d3038,Self,4,0.749914384
5e5e9f949ec7440200735db7,Self,1,0.000171233
58dc1373463f960001ba45b3,Self,2,0.250085616
5e9128974d246b4532f248ff,Self,4,0.749914384
A13FUEPWBCLBUY,Self,1,0.000171233
A15VCKELIEEPJN,Self,2,0.250085616
A12FTSX85NQ8N9,Self,1,0.000171233
A38I0E8UK53ME5,Self,5,0.999828767
A3K9GTQBOI7O5A,Self,3,0.5
A1L3937MY09J3I,Self,1,0.000171233
A2MHY064OSYIBI,Self,1,0.000171233
A3I40B0FATY8VH,Self,1,0.000171233
A10MSB9X1UFLJ5,Self,2,0.250085616
A1P2RQ166VS5BT,Self,2,0.250085616
A22ABLVEI5EGPL,Self,1,0.000171233
A1VR1XQEQQXYUE,Self,1,0.000171233
A11TPUPFP2S4MK,Self,1,0.000171233
A3O0QZQ4V2IXT7,Self,2,0.250085616
A2OO4PG3LBLP5I,Self,3,0.5
A2615YW1YERQBO,Self,2,0.250085616
A1F9KLZGHE9DTA,Self,4,0.749914384
A2FGKKWP33DFWS,Self,3,0.5
AIEKCWYZTS41V,Self,2,0.250085616
AMELYCC59JKB0,Self,2,0.250085616
A2XQ3CFB5HT2ZQ,Self,4,0.749914384
A2VLTSW6CXIUMR,Self,3,0.5
A1DZMZTXWOM9MR,Self,2,0.250085616
A1JJYY622DGE5L,Self,4,0.749914384
A1RV2LERVS0A4H,Self,3,0.5
A30RAYNDOWQ61S,Self,2,0.250085616
A1DMXEJGJY02E1,Self,2,0.250085616
A3F51C49T9A34D,Self,1,0.000171233
A2OVX9UW5WANQE,Self,5,0.999828767
A2196WCNDZULFS,Self,5,0.999828767
A1ZT30BGR3266K,Self,3,0.5
A3UPZ88FI1EJC,Self,3,0.5
A3KF6O09H04SP7,Self,3,0.5
A1BNYBF79IQ89T,Self,3,0.5
A5BMKZRGHNSRT,Self,1,0.000171233
A1NZFJHVJ9CNTO,Self,4,0.749914384
A3180VXVP8MOIH,Self,3,0.5
A2TLN8489YGY81,Self,1,0.000171233
A2Y0WNHMT4PZ4C,Self,2,0.250085616
A18VIO909RWY6D,Self,2,0.250085616
A34SIGOLUGKIHJ,Self,2,0.250085616
A16G6PPH1INQL8,Self,5,0.999828767
A2YGOORS5N9RW8,Self,2,0.250085616
AIHHRINW9IN1I,Self,3,0.5
A3P5WIW36V70AI,Self,1,0.000171233
AMV1E7FFPVAW4,Self,5,0.999828767
A3FAF93BMDJLAL,Self,2,0.250085616
A1TLNLB9D87H6,Self,5,0.999828767
A30UE6DWFNUCWX,Self,2,0.250085616
A2MUCL20GTQJA0,Self,2,0.250085616
A2FL477TMKC91L,Self,5,0.999828767
A3FGT6EU39C6S4,Self,2,0.250085616
A2S64AUN7JI7ZS,Self,2,0.250085616
A3R5OJR60C6004,Self,2,0.250085616
A3URLNXHLP4ARU,Self,2,0.250085616
ADZHJZ078THWQ,Self,2,0.250085616
AGWWUXDX6CI38,Self,2,0.250085616
A222R4PNCF08OF,Self,4,0.749914384
A2V27A9GZA1NR2,Self,2,0.250085616
A1V1JNPU0KOA3X,Self,2,0.250085616
AA4O2W236E3FW,Self,1,0.000171233
A98E8M4QLI9RS,Self,3,0.5
AXMPSUNKUBEIL,Self,2,0.250085616
A3D2U4QF7821ZW,Self,3,0.5
A1EUBMQ86K32XE,Self,4,0.749914384
AEWGY34WUIA32,Self,3,0.5
A3388HIWAKD3DV,Self,2,0.250085616
AZNIEFUIVB2H0,Self,3,0.5
APGX2WZ59OWDN,Self,2,0.250085616
A37JSOJH9695SM,Self,4,0.749914384
A37OUZOGQKGMW0,Self,3,0.5
A3QEVFM3UD67BA,Self,3,0.5
A2DWPP1KKAY0HG,Self,4,0.749914384
AW5O1RK3W60FC,Self,5,0.999828767
A3O0ZQMDKOKAMR,Self,3,0.5
A2NO3OTBZYY43Z,Self,2,0.250085616
5d338bb02381b7001761694e,Close,5,0.999828767
5c57631a47a04100010da795,Close,3,0.5
5d73b97a40e4bc00019e1db8,Close,1,0.000171233
5d8d12f6d88e3a00142c9751,Close,1,0.000171233
5a3bdd2c8d005a0001829f3e,Close,2,0.250085616
5c381b1ce4dbd30001fbc9c9,Close,5,0.999828767
5d615f7632cfbd001b1b6dcb,Close,1,0.000171233
5c0a696aa4e5fc0001759543,Close,3,0.5
5db222231ff7b4000ab2cfc1,Close,4,0.749914384
5c223d4a4a7e1f000137e5b9,Close,4,0.749914384
5c55fec09fcbc40001dc50b5,Close,4,0.749914384
5d88db42c1d06e001a1fdcab,Close,2,0.250085616
5d45c2d1da9cb60015aa4312,Close,3,0.5
A2OVWCQ4B9AHFY,Close,3,0.5
5b0fa626bd9c310001568d6c,Close,4,0.749914384
5a4bf09053a4560001ba0ebf,Close,3,0.5
5cf5134c8f8ff80019e76721,Close,4,0.749914384
5d9a09095223b6001809f1c9,Close,3,0.5
5dea76e109c1071948aed0ff,Close,5,0.999828767
55ef4896b9401300137f40ac,Close,2,0.250085616
5dfb693a73d72487b1fe495b,Close,4,0.749914384
5e121701dc79bd8a1a22ca99,Close,3,0.5
5e683c4d6ca0f9000d3f35fe,Close,3,0.5
5dfc64647adf4b971f329cbf,Close,1,0.000171233
5e3a7e26ca5cf328020dc4b6,Close,3,0.5
5c7cf8b58ca9000001b52f6e,Close,1,0.000171233
5aa637861eda41000136d5d2,Close,5,0.999828767
5bf17270871dd1000197226e,Close,4,0.749914384
5be0a65507684000010cf0f9,Close,3,0.5
5c0150326a0c6e00013c6068,Close,3,0.5
599eaf0fbfd73c00010ea24e,Close,4,0.749914384
5eaad5dcc2e64603e5122442,Close,5,0.999828767
5c3a34eebe1ddc0001aa35d6,Close,4,0.749914384
5e6fd38fe95be7071b5196bf,Close,3,0.5
5d55d562e04e1c0001f5e682,Close,5,0.999828767
5e121b2b82a955890a9b3484,Close,5,0.999828767
A3OB6REG5CGHK1,Close,3,0.5
5d5f07cdca10e90016bc0103,Close,2,0.250085616
5ede432f75bfd1073c1501d8,Close,4,0.749914384
5ec7ec01fc75cf27b5dd16ee,Close,4,0.749914384
5cfc3d486e9951001a0cb8cd,Close,2,0.250085616
5dcefcd0307b8d05031d7264,Close,1,0.000171233
57e7bb4e73e67300012b8e2a,Close,5,0.999828767
5993020a5f49420001caf86b,Close,3,0.5
5a78e410ae9a0b0001a97274,Close,3,0.5
5bf32090a155c300016f3c06,Close,3,0.5
5e667f3bc3f30a4050fc8f2f,Close,2,0.250085616
5e500182080ac1000b1c7315,Close,4,0.749914384
58742bf5d53c97000159df8c,Close,5,0.999828767
5d47abcc2dc88900166f27c9,Close,5,0.999828767
5ee0f5feec87fc0bc5eabdd7,Close,4,0.749914384
5d76a776f6630c0018431c01,Close,1,0.000171233
5b5a822e1ad8270001c4f28d,Close,3,0.5
5e6d3b17a2b73d2f7aef3d04,Close,3,0.5
5e1b9d3d08b5ba3c86879d5b,Close,4,0.749914384
5e15e63a4f40fbbd907aff1e,Close,2,0.250085616
5d82be0cf45ead000150f026,Close,5,0.999828767
558acd52fdf99b65685f03d9,Close,4,0.749914384
5edc195a95d5090e1c3f91b2,Close,3,0.5
5e39d872793a082024d9cf18,Close,3,0.5
57dd766bbcd7150001ded5de,Close,2,0.250085616
59417543c768a500011c9731,Close,2,0.250085616
56f0393f3f71990005d0e66d,Close,2,0.250085616
5e51dfe3618c57215938d7b7,Close,2,0.250085616
5d54b73f1c1de70015d50959,Close,4,0.749914384
5d6141608a11df001a477fbe,Close,5,0.999828767
5be781ca3b047e0001a39e47,Close,3,0.5
5e04446a783225ee6e9ed929,Close,4,0.749914384
59a1de0cec2f75000124eeaf,Close,1,0.000171233
5dd3e852b988873c617cd21a,Close,3,0.5
5e975ea254955d0bfe9f7929,Close,5,0.999828767
5dcf402982569a08ddd84086,Close,3,0.5
5dcf7b49523df00ae9c4e07e,Close,4,0.749914384
5ed17af75957f60d040e3f34,Close,3,0.5
5edd13e3858a15a07241964b,Close,3,0.5
578673a9275be6000135880e,Close,3,0.5
5ecc6fb87c7c7646490f3cf8,Close,5,0.999828767
58effc65c31d4d00015aa5b9,Close,3,0.5
5e416e22fb96eb000b3fe2a8,Close,2,0.250085616
5c43349027bb0d0001282427,Close,2,0.250085616
5c2cdb4e213a1a0001b9c475,Close,5,0.999828767
5eb2d579ed24d507082b07a2,Close,4,0.749914384
5dc1cd625fd2031344dfe43d,Close,3,0.5
5b97f8988ae8150001c7a887,Close,4,0.749914384
5c5fc78e96dff400013607a5,Close,3,0.5
5c804f4092ad770015846011,Close,5,0.999828767
5d2e56ae72b6780001c66698,Close,5,0.999828767
5d82d28977546f00166ae702,Close,2,0.250085616
5a9262251eda410001360b2c,Close,3,0.5
5ea492e3b1b3620a6fee3b90,Close,4,0.749914384
59e833e72f63d30001c8fb86,Close,3,0.5
5c71b63c4aa8ec0001f2bfc4,Close,3,0.5
5dc4175e3317732e53467e8b,Close,4,0.749914384
59658491b9153e0001617465,Close,4,0.749914384
5c9ebf067114700016da2813,Close,3,0.5
5eca8de81197051fa92b5a6a,Close,3,0.5
57b60487e5b60d0001083aea,Close,4,0.749914384
5d1beb9c9e033e0017a725dc,Close,4,0.749914384
5dee72917309b950e5262f3a,Close,5,0.999828767
56d0f57421cd29000a9737e4,Close,3,0.5
5ec75df0d799ae1c11a8115c,Close,4,0.749914384
5e65c211b45c6432d8227e4c,Close,2,0.250085616
5c6a3c721519ac0001668582,Close,2,0.250085616
5dc1eb838a84461511b3cd73,Close,2,0.250085616
5cd062370081a60017789079,Close,4,0.749914384
5dc8d8b90a0b38630af7a0ba,Close,4,0.749914384
5d6ef023cfe0a400198f911e,Close,5,0.999828767
5beb8419aec9ef0001e9d5fb,Close,1,0.000171233
5ea8fe56a6d1a135a5a442cd,Close,1,0.000171233
5c9a7872e2a8d00001585513,Close,4,0.749914384
5c05ff644c14cf00019db0a9,Close,3,0.5
5d847ac9be4b0b00188463d7,Close,1,0.000171233
5eb33612d573b51326905f30,Close,2,0.250085616
5c90094e71f3100016181ea9,Close,3,0.5
5e82cbf3469f74a0b6d0fd29,Close,2,0.250085616
5d0d16d991270800010b7dd7,Close,3,0.5
5daa18ed95be5f00133609e8,Close,1,0.000171233
5e6027f12036113753519c82,Close,2,0.250085616
5b619b6c5256470001bcf992,Close,5,0.999828767
5e35d4a59d323458753819d2,Close,1,0.000171233
595b93be7882150001240e21,Close,4,0.749914384
5e37b3d7abde98738c0f1e7c,Close,5,0.999828767
5e29ada5d441690127fb5748,Close,3,0.5
5e84b8443f064006f1b5215c,Close,3,0.5
5dcca657854936945d68eaa9,Close,1,0.000171233
5cd321750316ed0017c81bcd,Close,5,0.999828767
5b4d39f2d4c93b00019c8217,Close,3,0.5
55b9a9b0fdf99b6906d2aba4,Close,2,0.250085616
58a43e029a17120001d910d5,Close,2,0.250085616
5edeb3b209233c154f4d552a,Close,2,0.250085616
5d9f8573ce3daf0015e3e400,Close,1,0.000171233
5de1986c040f531f97eb6092,Close,2,0.250085616
5490c822fdf99b71ba910e1a,Close,4,0.749914384
5831f08ebfb3b400015a6ad4,Close,5,0.999828767
5e6690ca0ef3a301da87b4d9,Close,3,0.5
5e9b621702bbdc069b2496c4,Close,4,0.749914384
5e6989bc651f7d241449fccf,Close,3,0.5
5e8537fe23609011fe987ca7,Close,2,0.250085616
5ea997837d28170bc5125c56,Close,2,0.250085616
5d378df21acda30001e7191e,Close,2,0.250085616
5cc1e9161758c700138de977,Close,3,0.5
5c82a8cdfff8430015e9942f,Close,4,0.749914384
5c925b0fb138fe0014e4036b,Close,1,0.000171233
5e5ab88a43f33029b119a48c,Close,1,0.000171233
5e19c8d1477f3b24e0ac5efa,Close,4,0.749914384
5a212dcc7b108200011e040c,Close,4,0.749914384
5c27f83289f035000174a168,Close,5,0.999828767
5ed081544e61f3163c036286,Close,1,0.000171233
5d6d6412f570e000184cf48b,Close,5,0.999828767
5bddf0f876219d00014b145e,Close,4,0.749914384
5dacf17a6f11e500163e3bc4,Close,3,0.5
5e4af9e73485dd000c99724e,Close,4,0.749914384
5bcb229aa8920a00013060fa,Close,5,0.999828767
5b15307351caaf0001228d9b,Close,1,0.000171233
5cb9bc10e50fe5001746c43b,Close,3,0.5
5a0d9553fe645f0001e9f852,Close,4,0.749914384
5c03217b1a20110001e979f0,Close,3,0.5
5ec12ad1759b78000a4f9965,Close,3,0.5
5e552a5e45774651f60e62b3,Close,3,0.5
5dc1c27fb3e5c212018d9e33,Close,3,0.5
5ec2f967fa87231315e8b60c,Close,5,0.999828767
5e5b0bcc7a584430eb8bea65,Close,5,0.999828767
5c971acab18d000001e1afd7,Close,4,0.749914384
5e815773285d3883ba2fbbcf,Close,3,0.5
5eb1bc2b9d57e52f90d13214,Close,2,0.250085616
5b5c8d4e10aec90001ed4bee,Close,1,0.000171233
5d63179aa3b94d0001da4bb6,Close,3,0.5
5c742339e621f900163f4543,Close,4,0.749914384
583b397f54686200010f1d20,Close,5,0.999828767
59dc458f77860e000151240e,Close,4,0.749914384
5b76ce43bfc4cb0001f2c4c3,Close,3,0.5
5e80d8569d1bdf03449b0c2e,Close,3,0.5
5e175705cfe8dc000b559793,Close,3,0.5
5ddae85b393bd3a44d7cbaaa,Close,3,0.5
5e1797da928b15062260e30e,Close,3,0.5
5d612ae16512d700159face7,Close,2,0.250085616
55ddb84550a1f7000b90d65a,Close,3,0.5
5e27868c5cbbcc0b3599574b,Close,2,0.250085616
5c871f91e769f8000178afc8,Close,2,0.250085616
5d461284d9b0690001720f6d,Close,2,0.250085616
5e83abb4e0a2e40fd565226d,Close,3,0.5
5c28113978fad50001932f58,Close,3,0.5
5e78bf026d9a62443b9d5b74,Close,3,0.5
5dba287f9653e80734e335d7,Close,5,0.999828767
58f10189738cac000116d3ab,Close,2,0.250085616
5ee3c01c7247c006e9a3f4fd,Close,2,0.250085616
59f226a9d6380600018b2923,Close,2,0.250085616
5a6f1ccade1f390001dbd8b7,Close,5,0.999828767
5e7daa886c123242e86c8138,Close,5,0.999828767
5ee64e85c682de3a880579c6,Close,3,0.5
A1PAY3X73PQ16S,Close,4,0.749914384
5c92870723bd7e001870138e,Close,2,0.250085616
5d30a193b2cfe00017231a93,Close,3,0.5
5d4c7ac3e8ec490018b0050d,Close,4,0.749914384
5e84253b26729e1847f16611,Close,2,0.250085616
5c70852d7826350001565ce4,Close,2,0.250085616
5c40e7d99d27f00001159a65,Close,4,0.749914384
5ab84333f69e940001d8f0af,Close,2,0.250085616
5de82c263aa2777a36b996b2,Close,4,0.749914384
5dd5db1ded7ea4574c7bc996,Close,2,0.250085616
5d8c46cc53b833001a4bf916,Close,4,0.749914384
5e606b1eaf84e83c728748d7,Close,4,0.749914384
5ec46d59c1c5e016fafe11d6,Close,4,0.749914384
5ea90a840928983752c88275,Close,2,0.250085616
5e6ef5fbf14d264ae2ef3867,Close,2,0.250085616
5bd9f569eb22f2000183df4e,Close,5,0.999828767
5ee6706034f12e3d82d952aa,Close,3,0.5
5ec6c96f5b660e0f25ea094c,Close,3,0.5
5e9f55237c0db50bb0a02621,Close,3,0.5
5ddc516e82a527bc2397e6e1,Close,1,0.000171233
59c0782e5364260001dc4740,Close,5,0.999828767
5edaf0abba14031b7899eb3f,Close,5,0.999828767
5e69987e0873d600084bc920,Close,3,0.5
5ed0091bd374190b9b04045d,Close,5,0.999828767
5ea9cc7058ebeb11a12e659c,Close,2,0.250085616
5761c23632676f0007eb36b3,Close,1,0.000171233
5e41d817cfafb807ef94486a,Close,2,0.250085616
5c82656bed1753001581fd1e,Close,2,0.250085616
5ec5a64c306f255ec98d5cc1,Close,3,0.5
5ebe057674d69c15b1642055,Close,4,0.749914384
57d6dd8d6598aa000199188b,Close,3,0.5
597fe89a1b41a20001749f57,Close,2,0.250085616
5eea5252da0cfc115e24e69b,Close,3,0.5
5ee3a34e16ad19048aef74f6,Close,2,0.250085616
56fdff4ee0f9ff000f19c466,Close,2,0.250085616
 5ad4a9f30f5d3900016a4d8b ,Close,1,0.000171233
5ec81134ac7d6b2b9ac51453,Close,3,0.5
5edfb0770fb0722aa3839b6d,Close,2,0.250085616
5b32c0ff975e260001e97d0e,Close,1,0.000171233
5ee232f2b970662cfa352567,Close,4,0.749914384
5eb52896e034073a7b8aa981,Close,4,0.749914384
5cf21b7b2456d90001ee8e40,Close,4,0.749914384
5eb02a40b17a8c0868685d32,Close,5,0.999828767
5953d01e4d560700016462da,Close,4,0.749914384
5c6a36214fbf270001311702,Close,5,0.999828767
5ed062703c9248144a334cb4,Close,4,0.749914384
5e065bba5a342503b3f3e0bc,Close,5,0.999828767
5eaa6339b2e5311e8e020396,Close,3,0.5
5ede8a971588b310e81f852f,Close,4,0.749914384
5e2039ccf0b71e34ef9c60a2,Close,4,0.749914384
5e8be450affef10d24343a7f,Close,4,0.749914384
5a04869ff2e3460001edad2e,Close,3,0.5
5d4a41890e604c00011ade8b,Close,4,0.749914384
5d5fa32a0fc94a0001632ac7,Close,2,0.250085616
5d344bd3b0f315001a122275,Close,3,0.5
5df162b6c76aa6080c4c7694,Close,4,0.749914384
546f8a9cfdf99b4a593414ea,Close,1,0.000171233
5dc47ddd034b45342d3b2e3a,Close,4,0.749914384
5a21b2e1e473b80001baaa09,Close,4,0.749914384
5c2d187569ceff00011417de,Close,3,0.5
5687d85e369319000c269c55,Close,2,0.250085616
5e1f938b06121f2be0d1ead4,Close,4,0.749914384
5eac6f1aa8b3bb0dcfebeba9,Close,5,0.999828767
5eb635754bbde6534e62c05e,Close,2,0.250085616
5d7b2e78698dea001853b5ec,Close,3,0.5
5bfd81fb2feab400014d9060,Close,2,0.250085616
5dd1964987c1fd2082c4d88e,Close,4,0.749914384
5d7af4ee784e52001b9b02da,Close,3,0.5
5e8fa34befd9542a66b02feb,Close,5,0.999828767
5e820eb36551aa02fd72e1dc,Close,3,0.5
5de01c13c3a15e0a03332169,Close,4,0.749914384
5ea5d2b8d2bc3308f7af06d5,Close,2,0.250085616
59c6305e6a287600011c388d,Close,3,0.5
57a761c22fc0d400012c9656,Close,2,0.250085616
5d83d2f1ae7a8b00017ec6a9,Close,2,0.250085616
56e130548b1c33000a388671,Close,1,0.000171233
5c0f1cf4f3027300014b606f,Close,2,0.250085616
5c92cda483617d0010bef1b8,Close,2,0.250085616
5d558ebe886e3f0020e90fce,Close,4,0.749914384
5e83d36b6d7daf107aea7a7c,Close,2,0.250085616
5efba90ef81cbe13a3d7df40,Close,4,0.749914384
5ec5880e02a64c5b4102561f,Close,3,0.5
5588d358fdf99b304ee5674f,Close,4,0.749914384
5d5c265773125e001af7f4cf,Close,3,0.5
5ad9cc7ddfcfcb0001e667f3,Close,5,0.999828767
5eca36ad460a2b19ab37697b,Close,1,0.000171233
5e9ca054511e7a1c5c5640e5,Close,5,0.999828767
5e911cfaefd95445d5a6c890,Close,4,0.749914384
5bf5ab78f35e0c000101b657,Close,3,0.5
5800e50de3536e00012840f4,Close,2,0.250085616
5e649034feba20212bb729db,Close,3,0.5
5b16ceb0bdf4e10001630f58,Close,4,0.749914384
5e1882adfd7db4158998b5f0,Close,2,0.250085616
5b954f10754b700001f06bf0,Close,4,0.749914384
57bb6878eb28030001f7ea94,Close,5,0.999828767
5ef165863c30cb15b9c83613,Close,5,0.999828767
5e4a1730c94447480594cea4,Close,4,0.749914384
5de7f5d27c17f804d007da90,Close,5,0.999828767
5e2861fb5c6297029148b635,Close,5,0.999828767
5d93c9c410165c0015326102,Close,3,0.5
5c47d714a8703f0001b6e780,Close,3,0.5
5d0e9d1bf403080016411381,Close,3,0.5
5e0e66730db8925a55fffbd5,Close,3,0.5
5e2e9c7388448746ab366b7f,Close,5,0.999828767
5d6394518df2870001a74b42,Close,4,0.749914384
5eaf02446c144d5e3a4d4562,Close,4,0.749914384
5a8891155292b800012316a8,Close,5,0.999828767
5eaba4a0bc118a184ac2cd2e,Close,1,0.000171233
5eddaaaeb2a4d6ab5be32a02,Close,2,0.250085616
5e8421d0df483e18852ff25e,Close,4,0.749914384
5b4d31673d01bd0001ec447e,Close,5,0.999828767
5eab89102e910016bb0b5414,Close,3,0.5
5c003b5c2c8cc1000138e25f,Close,5,0.999828767
5eb960c022781303ab1ca871,Close,4,0.749914384
