Subject,Scope,Threat,BThreat
5ee3c01c7247c006e9a3f4fd,Self,2,0.250085616
59f226a9d6380600018b2923,Self,1,0.000171233
5a6f1ccade1f390001dbd8b7,Self,5,0.999828767
5e7daa886c123242e86c8138,Self,3,0.5
5ee64e85c682de3a880579c6,Self,2,0.250085616
A1PAY3X73PQ16S,Self,3,0.5
5c92870723bd7e001870138e,Self,2,0.250085616
5d30a193b2cfe00017231a93,Self,3,0.5
5d4c7ac3e8ec490018b0050d,Self,1,0.000171233
5e84253b26729e1847f16611,Self,2,0.250085616
5c70852d7826350001565ce4,Self,2,0.250085616
5c40e7d99d27f00001159a65,Self,4,0.749914384
5ab84333f69e940001d8f0af,Self,2,0.250085616
5de82c263aa2777a36b996b2,Self,4,0.749914384
5dd5db1ded7ea4574c7bc996,Self,2,0.250085616
5d8c46cc53b833001a4bf916,Self,1,0.000171233
5e606b1eaf84e83c728748d7,Self,3,0.5
5ec46d59c1c5e016fafe11d6,Self,2,0.250085616
5ea90a840928983752c88275,Self,2,0.250085616
5e6ef5fbf14d264ae2ef3867,Self,2,0.250085616
5bd9f569eb22f2000183df4e,Self,4,0.749914384
5ee6706034f12e3d82d952aa,Self,2,0.250085616
5ec6c96f5b660e0f25ea094c,Self,3,0.5
5e9f55237c0db50bb0a02621,Self,2,0.250085616
5ddc516e82a527bc2397e6e1,Self,2,0.250085616
59c0782e5364260001dc4740,Self,5,0.999828767
5edaf0abba14031b7899eb3f,Self,5,0.999828767
5e69987e0873d600084bc920,Self,1,0.000171233
5ed0091bd374190b9b04045d,Self,5,0.999828767
5ea9cc7058ebeb11a12e659c,Self,2,0.250085616
5761c23632676f0007eb36b3,Self,1,0.000171233
5e41d817cfafb807ef94486a,Self,2,0.250085616
5c82656bed1753001581fd1e,Self,2,0.250085616
5ec5a64c306f255ec98d5cc1,Self,2,0.250085616
5ebe057674d69c15b1642055,Self,3,0.5
57d6dd8d6598aa000199188b,Self,3,0.5
597fe89a1b41a20001749f57,Self,2,0.250085616
5eea5252da0cfc115e24e69b,Self,2,0.250085616
5ee3a34e16ad19048aef74f6,Self,2,0.250085616
56fdff4ee0f9ff000f19c466,Self,2,0.250085616
 5ad4a9f30f5d3900016a4d8b ,Self,2,0.250085616
5ec81134ac7d6b2b9ac51453,Self,2,0.250085616
5edfb0770fb0722aa3839b6d,Self,1,0.000171233
5b32c0ff975e260001e97d0e,Self,1,0.000171233
5ee232f2b970662cfa352567,Self,4,0.749914384
5eb52896e034073a7b8aa981,Self,2,0.250085616
5cf21b7b2456d90001ee8e40,Self,4,0.749914384
5eb02a40b17a8c0868685d32,Self,5,0.999828767
5953d01e4d560700016462da,Self,4,0.749914384
5c6a36214fbf270001311702,Self,5,0.999828767
5ed062703c9248144a334cb4,Self,4,0.749914384
5e065bba5a342503b3f3e0bc,Self,5,0.999828767
5eaa6339b2e5311e8e020396,Self,2,0.250085616
5ede8a971588b310e81f852f,Self,4,0.749914384
5e2039ccf0b71e34ef9c60a2,Self,4,0.749914384
5e8be450affef10d24343a7f,Self,2,0.250085616
5a04869ff2e3460001edad2e,Self,2,0.250085616
5d4a41890e604c00011ade8b,Self,3,0.5
5d5fa32a0fc94a0001632ac7,Self,2,0.250085616
5d344bd3b0f315001a122275,Self,3,0.5
5df162b6c76aa6080c4c7694,Self,5,0.999828767
546f8a9cfdf99b4a593414ea,Self,1,0.000171233
5dc47ddd034b45342d3b2e3a,Self,2,0.250085616
5a21b2e1e473b80001baaa09,Self,3,0.5
5c2d187569ceff00011417de,Self,2,0.250085616
5687d85e369319000c269c55,Self,2,0.250085616
5e1f938b06121f2be0d1ead4,Self,2,0.250085616
5eac6f1aa8b3bb0dcfebeba9,Self,5,0.999828767
5eb635754bbde6534e62c05e,Self,2,0.250085616
5d7b2e78698dea001853b5ec,Self,4,0.749914384
5bfd81fb2feab400014d9060,Self,2,0.250085616
5dd1964987c1fd2082c4d88e,Self,3,0.5
5d7af4ee784e52001b9b02da,Self,4,0.749914384
5e8fa34befd9542a66b02feb,Self,2,0.250085616
5e820eb36551aa02fd72e1dc,Self,3,0.5
5de01c13c3a15e0a03332169,Self,4,0.749914384
5ea5d2b8d2bc3308f7af06d5,Self,2,0.250085616
59c6305e6a287600011c388d,Self,4,0.749914384
57a761c22fc0d400012c9656,Self,2,0.250085616
5d83d2f1ae7a8b00017ec6a9,Self,2,0.250085616
56e130548b1c33000a388671,Self,1,0.000171233
5c0f1cf4f3027300014b606f,Self,2,0.250085616
5c92cda483617d0010bef1b8,Self,3,0.5
5d558ebe886e3f0020e90fce,Self,3,0.5
5e83d36b6d7daf107aea7a7c,Self,2,0.250085616
5efba90ef81cbe13a3d7df40,Self,4,0.749914384
5ec5880e02a64c5b4102561f,Self,2,0.250085616
5588d358fdf99b304ee5674f,Self,2,0.250085616
5d5c265773125e001af7f4cf,Self,3,0.5
5ad9cc7ddfcfcb0001e667f3,Self,4,0.749914384
5eca36ad460a2b19ab37697b,Self,1,0.000171233
5e9ca054511e7a1c5c5640e5,Self,5,0.999828767
5e911cfaefd95445d5a6c890,Self,4,0.749914384
5bf5ab78f35e0c000101b657,Self,2,0.250085616
5800e50de3536e00012840f4,Self,2,0.250085616
5e649034feba20212bb729db,Self,3,0.5
5b16ceb0bdf4e10001630f58,Self,4,0.749914384
5e1882adfd7db4158998b5f0,Self,1,0.000171233
5b954f10754b700001f06bf0,Self,4,0.749914384
57bb6878eb28030001f7ea94,Self,4,0.749914384
5ef165863c30cb15b9c83613,Self,5,0.999828767
5e4a1730c94447480594cea4,Self,3,0.5
5de7f5d27c17f804d007da90,Self,5,0.999828767
5e2861fb5c6297029148b635,Self,4,0.749914384
5d93c9c410165c0015326102,Self,2,0.250085616
5c47d714a8703f0001b6e780,Self,2,0.250085616
5d0e9d1bf403080016411381,Self,2,0.250085616
5e0e66730db8925a55fffbd5,Self,2,0.250085616
5e2e9c7388448746ab366b7f,Self,5,0.999828767
5d6394518df2870001a74b42,Self,3,0.5
5eaf02446c144d5e3a4d4562,Self,3,0.5
5a8891155292b800012316a8,Self,5,0.999828767
5eaba4a0bc118a184ac2cd2e,Self,1,0.000171233
5eddaaaeb2a4d6ab5be32a02,Self,2,0.250085616
5e8421d0df483e18852ff25e,Self,3,0.5
5b4d31673d01bd0001ec447e,Self,4,0.749914384
5eab89102e910016bb0b5414,Self,2,0.250085616
5c003b5c2c8cc1000138e25f,Self,5,0.999828767
5eb960c022781303ab1ca871,Self,3,0.5
55f63fc432af740012171ef6,Self,3,0.5
58066bf52d948b00014ba876,Self,3,0.5
5e9732d6bafec41daaf8fc30,Self,2,0.250085616
5cdcd4ca9f75db0001411660,Self,2,0.250085616
5c1c137b0739430001693cf5,Self,3,0.5
550bb70bfdf99b6853dab45e,Self,1,0.000171233
5decaac46e09cf3792805023,Self,3,0.5
5c454961f5e3bc00014ed20b,Self,2,0.250085616
5dce29700ad506063969a4a5,Self,2,0.250085616
5ee1327109ae2e4f8e01bd60,Self,4,0.749914384
576017836442fa0006cfb7cd,Self,3,0.5
5ec19dd52abb6a5ce5b9fe05,Self,5,0.999828767
5d8927d21571f4001c8ce125,Self,2,0.250085616
5dde8fba82f458000c8c7c75,Self,5,0.999828767
5dec1c522911273179e44dbe,Self,4,0.749914384
5ed57ec8141d24118731f1bc,Self,2,0.250085616
5e3b9b820014e23ad71813c8,Self,3,0.5
59ad6f1e09709e00013c2ba5,Self,5,0.999828767
5d5eeb06d8bcde00162d73f1,Self,1,0.000171233
5ee644b8a00c6d0621d20793,Self,2,0.250085616
5e44399336d11f01939401eb,Self,5,0.999828767
5ea08654ea87f206588b6b50,Self,2,0.250085616
5de481c2a49875052fcf6dee,Self,4,0.749914384
5c935d881754ba001b25697a,Self,2,0.250085616
5ea9704edf73440535b5e34d,Self,4,0.749914384
5eaa605c7c3cbc1f14421a94,Self,2,0.250085616
5eda5c5faf7c7f08a2f68cb7,Self,5,0.999828767
5bef87523d79ff0001275154,Self,2,0.250085616
5ea77b0161f86b151f475c8f,Self,1,0.000171233
5d5067b25371ae00191f69c4,Self,4,0.749914384
5d78647e4dadc9001a3e34dd,Self,1,0.000171233
5591cd21fdf99b63126f6c60,Self,2,0.250085616
5aa806e7777df200016088c5,Self,5,0.999828767
5ef05a7425018a31e8bb3c68,Self,2,0.250085616
5d045502bdeaa5000165e935,Self,3,0.5
5c4de8f726093e000134ee6e,Self,3,0.5
5eb2f1a1ce5ba10ab2c0a042,Self,2,0.250085616
5dd1ab5dd3ac2a21600f87b8,Self,2,0.250085616
5e935ec0ba38620009a3b0d8,Self,5,0.999828767
5e9a567a22a6fa0ee4cf44f1,Self,4,0.749914384
5eba34aa6f816b16d72f49e1,Self,4,0.749914384
5df97abeabec5d6fcbbc764d,Self,4,0.749914384
5c586f5eee248f00016b7fe7,Self,5,0.999828767
57656f6c2bfddf000125cce5,Self,1,0.000171233
5e40774a2ee93c2ae0ecad03,Self,1,0.000171233
5e23646fd3ba5760bca7801c,Self,4,0.749914384
5eeab761609f0d1df85d61bf,Self,2,0.250085616
5e8b835818346405e2571585,Self,2,0.250085616
5dd0c43acaee3e187643d32b,Self,5,0.999828767
5cfbdcec8483c6001930c1b1,Self,3,0.5
5db6ff8c7f9e6b000dd24a19,Self,3,0.5
5e2093a7e10aa2000c631268,Self,2,0.250085616
5c8676deddda2d00012ad386,Self,1,0.000171233
5e876872ca754f08ceb52e9e,Self,4,0.749914384
5d4702f04f947a0001181420,Self,2,0.250085616
5d62935aacd67c0015b06e8d,Self,5,0.999828767
5cfea2427b91e70001423ffb,Self,2,0.250085616
5daab7a060ac5d0014235b89,Self,5,0.999828767
5ea9024a58a5ae36f0416ed6,Self,2,0.250085616
5ebc75d16a8f8f0c09ba480b,Self,2,0.250085616
5e13d5a0398bb6a1517fab4c,Self,2,0.250085616
5e921c1b451807056a5e85bb,Self,3,0.5
5cf7bfff528ef50001e96f69,Self,2,0.250085616
5e9b061b5eb4e3000a5ebc0b,Self,3,0.5
56ec151f388e1d000a5924d0,Self,4,0.749914384
5e0e32ee1d4607573dc85b1f,Self,4,0.749914384
58474a9c89af6500017f4cd6,Self,2,0.250085616
5ecacb83b7f79d242d455216,Self,2,0.250085616
5e7f64a99b18e463f74b0c91,Self,3,0.5
5e84cf62eabe5c081ea860c5,Self,3,0.5
5ea523b2a7782138712c7e1b,Self,3,0.5
5e602d66bc402a381b35f74a,Self,2,0.250085616
5e1276f7e69d0a912635da16,Self,2,0.250085616
5d9373b0e04970001ab482da,Self,2,0.250085616
559ef308fdf99b2616ff2a4f,Self,2,0.250085616
5ca272f5caf59c0001a942cb,Self,5,0.999828767
5b25c819a7cee100011d9091,Self,2,0.250085616
5e3cba059e9d0b0b3663c90c,Self,4,0.749914384
5bd9fed6780d50000109c503,Self,3,0.5
5c801cd6aaf2af0016478e6f,Self,2,0.250085616
5e614c386ee9b3017b83e4bc,Self,4,0.749914384
5eac2cc56665cc23af76e945,Self,4,0.749914384
5e9b8957035d900898422c3c,Self,3,0.5
5edbf245e31b590a6e572482,Self,5,0.999828767
5eb0deb2bd00da19c156f390,Self,3,0.5
5eaf33928c0ee3626f0036e5,Self,3,0.5
5e700bdb6319c15ed8726932,Self,3,0.5
5ec5ba3e981556631c1a78ba,Self,4,0.749914384
5e3889c805856605d1838c21,Self,4,0.749914384
5eefa601e2550709b46a3dff,Self,2,0.250085616
5bcd295277740000016ab0a5,Self,5,0.999828767
5b15de5cbd9c310001570400,Self,2,0.250085616
55b237e6fdf99b19ea79d2f7,Self,5,0.999828767
5db3b031efa9f6000cf02400,Self,3,0.5
5e9a600390f4ad0f0f200993,Self,2,0.250085616
5ef110ef74978d1e943f0e7a,Self,2,0.250085616
5b457ba9eb64c200015bbab1,Self,1,0.000171233
5ea3b1b9fc11ed33dde53561,Self,1,0.000171233
5c8e1af5c6e10f00010d6212,Self,3,0.5
5f5834134283933a1c3b42d0,Self,3,0.5
5ee150a384b8a1164fef6273,Self,2,0.250085616
5eee3a583a975d29fd3e6f38,Self,3,0.5
5c82d0ac51b0e00015cbd2fc,Self,5,0.999828767
58ac890076c5b70001662993,Self,2,0.250085616
5bddd64b48428800013061a6,Self,4,0.749914384
5ee100c8ac33db0e30697284,Self,3,0.5
5c1bc0ab84ff14000184c2ce,Self,3,0.5
5d849ee0a954540019f513dd,Self,2,0.250085616
5f4d1371c20934977e621ac3,Self,2,0.250085616
5f4ee7ff2c5da213f015a27e,Self,3,0.5
5d74001d391b6600175f433b,Self,2,0.250085616
5484fd09fdf99b38dfb9645c,Self,3,0.5
5f5d967f60d7fa5fdca4cc4f,Self,3,0.5
559d9916fdf99b1e2b2dc6b8,Self,3,0.5
5a03d20a7ecfc50001be0a7a,Self,3,0.5
5e2a425609072a0abb76094b,Self,3,0.5
5dcf0e94fce60605794da411,Self,4,0.749914384
5ee8fdbb6b0e1325a483f9fa,Self,1,0.000171233
5f3b4854ac7ac783ce22070e,Self,3,0.5
5f3ed5c238cf461818f961b0,Self,2,0.250085616
5c6319a0b73d590001ae789d,Self,2,0.250085616
5e38e79295ff561112eae457,Self,2,0.250085616
5a91877e777df200015fa0f5,Self,3,0.5
5f4a7a00dc1bde60ab8f7ac5,Self,2,0.250085616
5e6da92a65f32b372cf0fbdc,Self,2,0.250085616
5f6e36c7f042f033d0f97bc1,Self,2,0.250085616
5f59dc445d3541000c150f40,Self,4,0.749914384
5cfdd7d53ca1bb00011030d4,Self,3,0.5
5825ecee95f3030001cf889a,Self,2,0.250085616
5dcaf5db575da17c63ebb51b,Self,2,0.250085616
5f7392562b5e060e795d20db,Self,2,0.250085616
56f9364e895094000c8f4967,Self,2,0.250085616
56259489ed6e5a0005c80fde,Self,5,0.999828767
5ee2c239f4ec4b804a79cf80,Self,4,0.749914384
5bdbf2d92562330001b8d056,Self,1,0.000171233
5ace650a436f550001004f87,Self,5,0.999828767
5f94a8e7fa8c422fc88940b0,Self,3,0.5
5e63e24eaf3bd51660031dbe,Self,5,0.999828767
5d8fea94efcbb5001756364b,Self,5,0.999828767
5e4dd61e228f8723566e06d4,Self,1,0.000171233
5f4c4b277200c9868db9d43f,Self,3,0.5
5f49f3262a3d07563d14a7f1,Self,4,0.749914384
5ee09c1a0c2ad1027f541f53,Self,4,0.749914384
5ef1980b60a4447bc1a5408c,Self,5,0.999828767
5daa6f580d55870011370fd3,Self,2,0.250085616
5d305152b2cfe00019231a2a,Self,3,0.5
56fa002e8425ef000b3a4276,Self,5,0.999828767
5ec2feeb47c4471339d3b2ce,Self,4,0.749914384
5e9fc65dee2ccf178f0e413f,Self,3,0.5
5d264dc7e4a0cb001a3efea6,Self,4,0.749914384
5f7d3ace29e51d20f794994a,Self,3,0.5
5e28e8730fd86a0a19e084cd,Self,2,0.250085616
5f2a12f5837dd81e5881b7cc,Self,2,0.250085616
5a49d6a06d85f80001c25bc4,Self,1,0.000171233
5e1c138a2bf9514062e4de6b,Self,4,0.749914384
5f16f559325a640008bb9a07,Self,4,0.749914384
5f4c5105ad5ee685d48bcca2,Self,1,0.000171233
5f2853a8e736e613955f73bf,Self,3,0.5
5f1a30f8e8cd9a11b2832182,Self,4,0.749914384
5c6d590ca190e0000103ec5f,Self,4,0.749914384
5c57c06ed05b82000139682e,Self,2,0.250085616
5c0990b854deae0001ac693c,Self,1,0.000171233
5c101f812a1a620001f04007,Self,1,0.000171233
5c2fcd716ea6880001dc8e3d,Self,3,0.5
5c9527e29e4f7400011e1571,Self,4,0.749914384
5f1b2c6bb5afc42e312b436a,Self,1,0.000171233
5dd2c9f2c925a82e5167ef8b,Self,2,0.250085616
5b7cbe9db630cf000125dffe,Self,3,0.5
59296fb2e8a7ff000163f033,Self,2,0.250085616
5f9c3ecd9a95b50a57842e5c,Self,4,0.749914384
5d94794a521f890016f93604,Self,5,0.999828767
599ec7dc617ca80001fcd124,Self,2,0.250085616
5e531b2205acdb33c0f5f24c,Self,2,0.250085616
5dd3e9d93228863b9c89ad1a,Self,3,0.5
5dbaded2af6b8e0e8c3632ed,Self,1,0.000171233
5c12521fbf739a0001cfeb03,Self,3,0.5
5db0a97f127d4000117cdfa0,Self,3,0.5
5b26ed8a8ecf3f0001619040,Self,2,0.250085616
58e79ac632bebb0001b741ec,Self,2,0.250085616
5bf08e67d63d690001360a79,Self,3,0.5
5b707a406f0ed10001bfb973,Self,3,0.5
5f4c4dd50a92c286c1972f06,Self,2,0.250085616
5f3ac1732efa0a74f975b1a8,Self,1,0.000171233
5ea70b0537c5170b90ece8ac,Self,2,0.250085616
5b9efb73d1ff7a00013bfe84,Self,2,0.250085616
5f4813c94e8b081877fb26a6,Self,1,0.000171233
5a947fb0f05361000171b5a3,Self,4,0.749914384
5e89fdffad009e010e958ee7,Self,2,0.250085616
5a5c23afe0cf3d0001268781,Self,1,0.000171233
5f50732850c7c600098593df,Self,1,0.000171233
5e2ac2aa0038f21089a533a4,Self,5,0.999828767
59977c8ba7b2400001523396,Self,4,0.749914384
5a5d7a42acc75b00017a8193,Self,2,0.250085616
5ecaa9b289161d043d541b6c,Self,3,0.5
599be3660ed7ae0001991db9,Self,3,0.5
5f773334d74b082186824cac,Self,4,0.749914384
5dea8a8fcd6328000aeb1cf4,Self,3,0.5
5e3d679eaa341501c1a5a90b,Self,2,0.250085616
5aeeb4903c80f200013af2ed,Self,3,0.5
5dc59aea37023940a0860dea,Self,3,0.5
5e3adfc595ff562fbdd130fa,Self,3,0.5
5f26a21c70a6d23f6032b1ea,Self,4,0.749914384
5c58e01e6f4ec5000164c35a,Self,5,0.999828767
5f482b0da1cde52de45f174c,Self,2,0.250085616
5e1a288a1859772a7ff2700a,Self,2,0.250085616
5e9420fb792513752fd18744,Self,3,0.5
