"","Subject","TP","Question","Rating"
"66","5d6141608a11df001a477fbe","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"67","5be781ca3b047e0001a39e47","Now","BlvngGvmntNotCmbtCOVID",0.5
"68","5e04446a783225ee6e9ed929","Now","BlvngGvmntNotCmbtCOVID",0.5
"69","59a1de0cec2f75000124eeaf","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"70","5dd3e852b988873c617cd21a","Now","BlvngGvmntNotCmbtCOVID",0.5
"71","5e975ea254955d0bfe9f7929","Now","BlvngGvmntNotCmbtCOVID",0.5
"72","5dcf402982569a08ddd84086","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"73","5dcf7b49523df00ae9c4e07e","Now","BlvngGvmntNotCmbtCOVID",0.5
"74","5ed17af75957f60d040e3f34","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"75","5edd13e3858a15a07241964b","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"76","578673a9275be6000135880e","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"77","5ecc6fb87c7c7646490f3cf8","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"78","58effc65c31d4d00015aa5b9","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"79","5e416e22fb96eb000b3fe2a8","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"80","5c43349027bb0d0001282427","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"81","5c2cdb4e213a1a0001b9c475","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"82","5eb2d579ed24d507082b07a2","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"83","5dc1cd625fd2031344dfe43d","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"84","5b97f8988ae8150001c7a887","Now","BlvngGvmntNotCmbtCOVID",0.5
"85","5c5fc78e96dff400013607a5","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"86","5c804f4092ad770015846011","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"87","5d2e56ae72b6780001c66698","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"88","5d82d28977546f00166ae702","Now","BlvngGvmntNotCmbtCOVID",0.5
"89","5a9262251eda410001360b2c","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"90","5ea492e3b1b3620a6fee3b90","Now","BlvngGvmntNotCmbtCOVID",0.5
"91","59e833e72f63d30001c8fb86","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"92","5c71b63c4aa8ec0001f2bfc4","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"93","5dc4175e3317732e53467e8b","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"94","59658491b9153e0001617465","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"95","5c9ebf067114700016da2813","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"96","5eca8de81197051fa92b5a6a","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"97","57b60487e5b60d0001083aea","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"98","5d1beb9c9e033e0017a725dc","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"99","5dee72917309b950e5262f3a","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"100","56d0f57421cd29000a9737e4","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"101","5ec75df0d799ae1c11a8115c","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"102","5e65c211b45c6432d8227e4c","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"103","5c6a3c721519ac0001668582","Now","BlvngGvmntNotCmbtCOVID",0.5
"104","5dc1eb838a84461511b3cd73","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"105","5cd062370081a60017789079","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"106","5dc8d8b90a0b38630af7a0ba","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"107","5d6ef023cfe0a400198f911e","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"108","5beb8419aec9ef0001e9d5fb","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"109","5ea8fe56a6d1a135a5a442cd","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"110","5c9a7872e2a8d00001585513","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"111","5c05ff644c14cf00019db0a9","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"112","5d847ac9be4b0b00188463d7","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"113","5eb33612d573b51326905f30","Now","BlvngGvmntNotCmbtCOVID",0.5
"114","5c90094e71f3100016181ea9","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"115","5e82cbf3469f74a0b6d0fd29","Now","BlvngGvmntNotCmbtCOVID",0.5
"116","5d0d16d991270800010b7dd7","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"117","5daa18ed95be5f00133609e8","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"118","5e6027f12036113753519c82","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"119","5b619b6c5256470001bcf992","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"120","5e35d4a59d323458753819d2","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"121","595b93be7882150001240e21","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"122","5e37b3d7abde98738c0f1e7c","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"123","5e29ada5d441690127fb5748","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"124","5e84b8443f064006f1b5215c","Now","BlvngGvmntNotCmbtCOVID",0.5
"125","5dcca657854936945d68eaa9","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"126","5cd321750316ed0017c81bcd","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"127","5b4d39f2d4c93b00019c8217","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"128","55b9a9b0fdf99b6906d2aba4","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"129","58a43e029a17120001d910d5","Now","BlvngGvmntNotCmbtCOVID",NA
"130","5edeb3b209233c154f4d552a","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"131","5d9f8573ce3daf0015e3e400","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"132","5de1986c040f531f97eb6092","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"133","5490c822fdf99b71ba910e1a","Now","BlvngGvmntNotCmbtCOVID",0.5
"134","5831f08ebfb3b400015a6ad4","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"135","5e6690ca0ef3a301da87b4d9","Now","BlvngGvmntNotCmbtCOVID",0.5
"136","5e9b621702bbdc069b2496c4","Now","BlvngGvmntNotCmbtCOVID",0.5
"137","5e6989bc651f7d241449fccf","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"138","5e8537fe23609011fe987ca7","Now","BlvngGvmntNotCmbtCOVID",NA
"139","5ea997837d28170bc5125c56","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"140","5d378df21acda30001e7191e","Now","BlvngGvmntNotCmbtCOVID",0.5
"141","5cc1e9161758c700138de977","Now","BlvngGvmntNotCmbtCOVID",0.5
"142","5c82a8cdfff8430015e9942f","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"143","5c925b0fb138fe0014e4036b","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"144","5e5ab88a43f33029b119a48c","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"145","5e19c8d1477f3b24e0ac5efa","Now","BlvngGvmntNotCmbtCOVID",0.5
"146","5a212dcc7b108200011e040c","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"147","5c27f83289f035000174a168","Now","BlvngGvmntNotCmbtCOVID",0.5
"148","5ed081544e61f3163c036286","Now","BlvngGvmntNotCmbtCOVID",0.5
"149","5d6d6412f570e000184cf48b","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"150","5bddf0f876219d00014b145e","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"151","5dacf17a6f11e500163e3bc4","Now","BlvngGvmntNotCmbtCOVID",0.5
"152","5e4af9e73485dd000c99724e","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"153","5bcb229aa8920a00013060fa","Now","BlvngGvmntNotCmbtCOVID",0.5
"154","5b15307351caaf0001228d9b","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"155","5cb9bc10e50fe5001746c43b","Now","BlvngGvmntNotCmbtCOVID",0.5
"156","5a0d9553fe645f0001e9f852","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"157","5c03217b1a20110001e979f0","Now","BlvngGvmntNotCmbtCOVID",0.5
"158","5ec12ad1759b78000a4f9965","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"159","5e552a5e45774651f60e62b3","Now","BlvngGvmntNotCmbtCOVID",0.5
"160","5dc1c27fb3e5c212018d9e33","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"161","5ec2f967fa87231315e8b60c","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"162","5e5b0bcc7a584430eb8bea65","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"163","5c971acab18d000001e1afd7","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"164","5e815773285d3883ba2fbbcf","Now","BlvngGvmntNotCmbtCOVID",0.5
"165","5eb1bc2b9d57e52f90d13214","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"166","5b5c8d4e10aec90001ed4bee","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"167","5d63179aa3b94d0001da4bb6","Now","BlvngGvmntNotCmbtCOVID",0.5
"168","5c742339e621f900163f4543","Now","BlvngGvmntNotCmbtCOVID",0.5
"169","583b397f54686200010f1d20","Now","BlvngGvmntNotCmbtCOVID",NA
"170","59dc458f77860e000151240e","Now","BlvngGvmntNotCmbtCOVID",0.5
"171","5b76ce43bfc4cb0001f2c4c3","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"172","5e80d8569d1bdf03449b0c2e","Now","BlvngGvmntNotCmbtCOVID",0.5
"173","5e175705cfe8dc000b559793","Now","BlvngGvmntNotCmbtCOVID",0.5
"174","5ddae85b393bd3a44d7cbaaa","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"175","5e1797da928b15062260e30e","Now","BlvngGvmntNotCmbtCOVID",0.5
"176","5d612ae16512d700159face7","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"177","55ddb84550a1f7000b90d65a","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"178","5e27868c5cbbcc0b3599574b","Now","BlvngGvmntNotCmbtCOVID",0.5
"179","5c871f91e769f8000178afc8","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"180","5d461284d9b0690001720f6d","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"181","5e83abb4e0a2e40fd565226d","Now","BlvngGvmntNotCmbtCOVID",0.5
"182","5c28113978fad50001932f58","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"183","5e78bf026d9a62443b9d5b74","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"184","5dba287f9653e80734e335d7","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"185","58f10189738cac000116d3ab","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"186","5ee3c01c7247c006e9a3f4fd","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"187","59f226a9d6380600018b2923","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"188","5a6f1ccade1f390001dbd8b7","Now","BlvngGvmntNotCmbtCOVID",0.5
"189","5e7daa886c123242e86c8138","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"190","5ee64e85c682de3a880579c6","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"191","A1PAY3X73PQ16S","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"192","5c92870723bd7e001870138e","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"193","5d30a193b2cfe00017231a93","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"194","5d4c7ac3e8ec490018b0050d","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"195","5e84253b26729e1847f16611","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"196","5c70852d7826350001565ce4","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"197","5c40e7d99d27f00001159a65","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"198","5ab84333f69e940001d8f0af","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"199","5de82c263aa2777a36b996b2","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"200","5dd5db1ded7ea4574c7bc996","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"201","5d8c46cc53b833001a4bf916","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"202","5e606b1eaf84e83c728748d7","Now","BlvngGvmntNotCmbtCOVID",0.5
"203","5ec46d59c1c5e016fafe11d6","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"204","5ea90a840928983752c88275","Now","BlvngGvmntNotCmbtCOVID",0.5
"205","5e6ef5fbf14d264ae2ef3867","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"206","5bd9f569eb22f2000183df4e","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"207","5ee6706034f12e3d82d952aa","Now","BlvngGvmntNotCmbtCOVID",0.5
"208","5ec6c96f5b660e0f25ea094c","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"209","5e9f55237c0db50bb0a02621","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"210","5ddc516e82a527bc2397e6e1","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"211","59c0782e5364260001dc4740","Now","BlvngGvmntNotCmbtCOVID",0.5
"212","5edaf0abba14031b7899eb3f","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"213","5e69987e0873d600084bc920","Now","BlvngGvmntNotCmbtCOVID",0.5
"214","5ed0091bd374190b9b04045d","Now","BlvngGvmntNotCmbtCOVID",0.5
"215","5ea9cc7058ebeb11a12e659c","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"216","5761c23632676f0007eb36b3","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"217","5e41d817cfafb807ef94486a","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"218","5c82656bed1753001581fd1e","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"219","5ec5a64c306f255ec98d5cc1","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"220","5ebe057674d69c15b1642055","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"221","57d6dd8d6598aa000199188b","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"222","597fe89a1b41a20001749f57","Now","BlvngGvmntNotCmbtCOVID",0.5
"223","5eea5252da0cfc115e24e69b","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"224","5ee3a34e16ad19048aef74f6","Now","BlvngGvmntNotCmbtCOVID",0.5
"225","56fdff4ee0f9ff000f19c466","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"226"," 5ad4a9f30f5d3900016a4d8b ","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"227","5ec81134ac7d6b2b9ac51453","Now","BlvngGvmntNotCmbtCOVID",0.5
"228","5edfb0770fb0722aa3839b6d","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"229","5b32c0ff975e260001e97d0e","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"230","5ee232f2b970662cfa352567","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"231","5eb52896e034073a7b8aa981","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"232","5cf21b7b2456d90001ee8e40","Now","BlvngGvmntNotCmbtCOVID",0.5
"233","5eb02a40b17a8c0868685d32","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"234","5953d01e4d560700016462da","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"235","5c6a36214fbf270001311702","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"236","5ed062703c9248144a334cb4","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"237","5e065bba5a342503b3f3e0bc","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"238","5eaa6339b2e5311e8e020396","Now","BlvngGvmntNotCmbtCOVID",0.5
"239","5ede8a971588b310e81f852f","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"240","5e2039ccf0b71e34ef9c60a2","Now","BlvngGvmntNotCmbtCOVID",0.5
"241","5e8be450affef10d24343a7f","Now","BlvngGvmntNotCmbtCOVID",0.5
"242","5a04869ff2e3460001edad2e","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"243","5d4a41890e604c00011ade8b","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"244","5d5fa32a0fc94a0001632ac7","Now","BlvngGvmntNotCmbtCOVID",NA
"245","5d344bd3b0f315001a122275","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"246","5df162b6c76aa6080c4c7694","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"247","546f8a9cfdf99b4a593414ea","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"248","5dc47ddd034b45342d3b2e3a","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"249","5a21b2e1e473b80001baaa09","Now","BlvngGvmntNotCmbtCOVID",0.5
"250","5c2d187569ceff00011417de","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"251","5687d85e369319000c269c55","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"252","5e1f938b06121f2be0d1ead4","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"253","5eac6f1aa8b3bb0dcfebeba9","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"254","5eb635754bbde6534e62c05e","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"255","5d7b2e78698dea001853b5ec","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"256","5bfd81fb2feab400014d9060","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"257","5dd1964987c1fd2082c4d88e","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"258","5d7af4ee784e52001b9b02da","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"259","5e8fa34befd9542a66b02feb","Now","BlvngGvmntNotCmbtCOVID",NA
"260","5e820eb36551aa02fd72e1dc","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"261","5de01c13c3a15e0a03332169","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"262","5ea5d2b8d2bc3308f7af06d5","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"263","59c6305e6a287600011c388d","Now","BlvngGvmntNotCmbtCOVID",0.5
"264","57a761c22fc0d400012c9656","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"265","5d83d2f1ae7a8b00017ec6a9","Now","BlvngGvmntNotCmbtCOVID",0.5
"266","56e130548b1c33000a388671","Now","BlvngGvmntNotCmbtCOVID",0.5
"267","5c0f1cf4f3027300014b606f","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"268","5c92cda483617d0010bef1b8","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"269","5d558ebe886e3f0020e90fce","Now","BlvngGvmntNotCmbtCOVID",0.5
"270","5e83d36b6d7daf107aea7a7c","Now","BlvngGvmntNotCmbtCOVID",0.5
"271","5efba90ef81cbe13a3d7df40","Now","BlvngGvmntNotCmbtCOVID",0.5
"272","5ec5880e02a64c5b4102561f","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"273","5588d358fdf99b304ee5674f","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"274","5d5c265773125e001af7f4cf","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"275","5ad9cc7ddfcfcb0001e667f3","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"276","5eca36ad460a2b19ab37697b","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"277","5e9ca054511e7a1c5c5640e5","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"278","5e911cfaefd95445d5a6c890","Now","BlvngGvmntNotCmbtCOVID",0.749828060522696
"279","5bf5ab78f35e0c000101b657","Now","BlvngGvmntNotCmbtCOVID",0.5
"280","5800e50de3536e00012840f4","Now","BlvngGvmntNotCmbtCOVID",0.000343878954607978
"281","5e649034feba20212bb729db","Now","BlvngGvmntNotCmbtCOVID",0.5
"282","5b16ceb0bdf4e10001630f58","Now","BlvngGvmntNotCmbtCOVID",0.999656121045392
"283","5e1882adfd7db4158998b5f0","Now","BlvngGvmntNotCmbtCOVID",0.250171939477304
"284","5b954f10754b700001f06bf0","Now","BlvngGvmntNotCmbtCOVID",0.5
"285","57bb6878eb28030001f7ea94","Now","BlvngGvmntNotCmbtCOVID",0.5
"286","5ef165863c30cb15b9c83613","Now","BlvngGvmntNotCmbtCOVID",0.5
"287","5e4a1730c94447480594cea4","Now","BlvngGvmntNotCmbtCOVID",0.5
