Subject,TP,Question,Rating
5cb52a1e33f33d0001249130,Prev,DcrsdVrtulCntct,0.000343879
5e9420fb792513752fd18744,Prev,DcrsdVrtulCntct,NA
5d849ee0a954540019f513dd,Prev,DcrsdVrtulCntct,0.000343879
5c57c06ed05b82000139682e,Prev,DcrsdVrtulCntct,0.250171939
5eee3a583a975d29fd3e6f38,Prev,DcrsdVrtulCntct,0.000343879
54af2a48fdf99b09c01b3801,Prev,DcrsdVrtulCntct,0.5
5f2853a8e736e613955f73bf,Prev,DcrsdVrtulCntct,0.5
5f52e45ad408d55fa156aa21,Prev,DcrsdVrtulCntct,0.000343879
5f5d48f1c6768e5bcae08170,Prev,DcrsdVrtulCntct,0.250171939
5c39606586c1450001a9675d,Prev,DcrsdVrtulCntct,0.5
5fa322092858085f30d5b011,Prev,DcrsdVrtulCntct,0.000343879
5e2a425609072a0abb76094b,Prev,DcrsdVrtulCntct,0.000343879
59977c8ba7b2400001523396,Prev,DcrsdVrtulCntct,0.000343879
5e28e8730fd86a0a19e084cd,Prev,DcrsdVrtulCntct,0.000343879
5d305152b2cfe00019231a2a,Prev,DcrsdVrtulCntct,0.250171939
5ecffcc0d483170a794928e9,Prev,DcrsdVrtulCntct,0.5
5ec453f93ba6b432bdf01d58,Prev,DcrsdVrtulCntct,0.000343879
5a03d20a7ecfc50001be0a7a,Prev,DcrsdVrtulCntct,0.000343879
5ef1980b60a4447bc1a5408c,Prev,DcrsdVrtulCntct,0.000343879
5f4813c94e8b081877fb26a6,Prev,DcrsdVrtulCntct,0.000343879
5f1b2c6bb5afc42e312b436a,Prev,DcrsdVrtulCntct,NA
58e79ac632bebb0001b741ec,Prev,DcrsdVrtulCntct,0.250171939
5dd2c9f2c925a82e5167ef8b,Prev,DcrsdVrtulCntct,0.000343879
5e531b2205acdb33c0f5f24c,Prev,DcrsdVrtulCntct,0.749828061
5aeeb4903c80f200013af2ed,Prev,DcrsdVrtulCntct,0.000343879
5f0dec5bb2612205fe864ab6,Prev,DcrsdVrtulCntct,0.000343879
5a5c23afe0cf3d0001268781,Prev,DcrsdVrtulCntct,0.000343879
5e4a59b502b78f4a232c0cff,Prev,DcrsdVrtulCntct,0.999656121
5d1d3f10d5669200017b4e46,Prev,DcrsdVrtulCntct,0.250171939
5f5834134283933a1c3b42d0,Prev,DcrsdVrtulCntct,0.250171939
5b9efb73d1ff7a00013bfe84,Prev,DcrsdVrtulCntct,0.5
5ea5dd6605b5170963934a65,Prev,DcrsdVrtulCntct,0.000343879
5ec771e68288e91bf1919096,Prev,DcrsdVrtulCntct,0.000343879
557d84c8fdf99b4d577438df,Prev,DcrsdVrtulCntct,0.000343879
5e3d679eaa341501c1a5a90b,Prev,DcrsdVrtulCntct,0.000343879
5f3ed5c238cf461818f961b0,Prev,DcrsdVrtulCntct,0.000343879
5d453e8723a5bb0001492546,Prev,DcrsdVrtulCntct,NA
5d8fea94efcbb5001756364b,Prev,DcrsdVrtulCntct,0.250171939
5e63e24eaf3bd51660031dbe,Prev,DcrsdVrtulCntct,NA
5e89fdffad009e010e958ee7,Prev,DcrsdVrtulCntct,0.5
5f4c5105ad5ee685d48bcca2,Prev,DcrsdVrtulCntct,NA
5ee09c1a0c2ad1027f541f53,Prev,DcrsdVrtulCntct,0.250171939
5f6c102b6ec04317fc9a8127,Prev,DcrsdVrtulCntct,0.000343879
5bdbf2d92562330001b8d056,Prev,DcrsdVrtulCntct,0.250171939
559d9916fdf99b1e2b2dc6b8,Prev,DcrsdVrtulCntct,NA
5c9527e29e4f7400011e1571,Prev,DcrsdVrtulCntct,0.250171939
559fa17cfdf99b69c369d364,Prev,DcrsdVrtulCntct,0.000343879
5f59dc445d3541000c150f40,Prev,DcrsdVrtulCntct,0.749828061
5f7d3ace29e51d20f794994a,Prev,DcrsdVrtulCntct,NA
5c101f812a1a620001f04007,Prev,DcrsdVrtulCntct,0.000343879
5dc59aea37023940a0860dea,Prev,DcrsdVrtulCntct,0.000343879
5dbaded2af6b8e0e8c3632ed,Prev,DcrsdVrtulCntct,0.000343879
5e975c32ca82b62079dc8f7c,Prev,DcrsdVrtulCntct,0.749828061
5f50468c0868af1baaec306c,Prev,DcrsdVrtulCntct,0.000343879
570521cfde5095001018a0c8,Prev,DcrsdVrtulCntct,0.000343879
5f9c3ecd9a95b50a57842e5c,Prev,DcrsdVrtulCntct,0.000343879
5f1703a31ea06d025b729ad9,Prev,DcrsdVrtulCntct,0.749828061
5ec2feeb47c4471339d3b2ce,Prev,DcrsdVrtulCntct,0.250171939
5f723cf881f5c0159cfa6da1,Prev,DcrsdVrtulCntct,0.5
5f482b0da1cde52de45f174c,Prev,DcrsdVrtulCntct,0.000343879
5d338bb02381b7001761694e,Now,TnsnPplHshld,0.000343879
5c57631a47a04100010da795,Now,TnsnPplHshld,NA
5d73b97a40e4bc00019e1db8,Now,TnsnPplHshld,NA
5d8d12f6d88e3a00142c9751,Now,TnsnPplHshld,0.5
5a3bdd2c8d005a0001829f3e,Now,TnsnPplHshld,NA
5c381b1ce4dbd30001fbc9c9,Now,TnsnPplHshld,NA
5d615f7632cfbd001b1b6dcb,Now,TnsnPplHshld,NA
5c0a696aa4e5fc0001759543,Now,TnsnPplHshld,0.749828061
5db222231ff7b4000ab2cfc1,Now,TnsnPplHshld,0.000343879
5c223d4a4a7e1f000137e5b9,Now,TnsnPplHshld,0.250171939
5c55fec09fcbc40001dc50b5,Now,TnsnPplHshld,0.000343879
5d88db42c1d06e001a1fdcab,Now,TnsnPplHshld,0.5
5d45c2d1da9cb60015aa4312,Now,TnsnPplHshld,0.000343879
A2OVWCQ4B9AHFY,Now,TnsnPplHshld,NA
5b0fa626bd9c310001568d6c,Now,TnsnPplHshld,NA
5a4bf09053a4560001ba0ebf,Now,TnsnPplHshld,NA
5cf5134c8f8ff80019e76721,Now,TnsnPplHshld,0.000343879
5d9a09095223b6001809f1c9,Now,TnsnPplHshld,0.000343879
5dea76e109c1071948aed0ff,Now,TnsnPplHshld,0.5
55ef4896b9401300137f40ac,Now,TnsnPplHshld,0.000343879
5dfb693a73d72487b1fe495b,Now,TnsnPplHshld,0.000343879
5e121701dc79bd8a1a22ca99,Now,TnsnPplHshld,0.250171939
5e683c4d6ca0f9000d3f35fe,Now,TnsnPplHshld,NA
5dfc64647adf4b971f329cbf,Now,TnsnPplHshld,0.5
5e3a7e26ca5cf328020dc4b6,Now,TnsnPplHshld,0.5
5c7cf8b58ca9000001b52f6e,Now,TnsnPplHshld,0.000343879
5aa637861eda41000136d5d2,Now,TnsnPplHshld,0.000343879
5bf17270871dd1000197226e,Now,TnsnPplHshld,0.250171939
5be0a65507684000010cf0f9,Now,TnsnPplHshld,0.5
5c0150326a0c6e00013c6068,Now,TnsnPplHshld,0.5
599eaf0fbfd73c00010ea24e,Now,TnsnPplHshld,NA
5eaad5dcc2e64603e5122442,Now,TnsnPplHshld,0.250171939
5c3a34eebe1ddc0001aa35d6,Now,TnsnPplHshld,NA
5e6fd38fe95be7071b5196bf,Now,TnsnPplHshld,0.5
5d55d562e04e1c0001f5e682,Now,TnsnPplHshld,0.000343879
5e121b2b82a955890a9b3484,Now,TnsnPplHshld,NA
A3OB6REG5CGHK1,Now,TnsnPplHshld,0.000343879
5d5f07cdca10e90016bc0103,Now,TnsnPplHshld,0.000343879
5ede432f75bfd1073c1501d8,Now,TnsnPplHshld,0.250171939
5ec7ec01fc75cf27b5dd16ee,Now,TnsnPplHshld,0.5
5cfc3d486e9951001a0cb8cd,Now,TnsnPplHshld,NA
5dcefcd0307b8d05031d7264,Now,TnsnPplHshld,0.250171939
57e7bb4e73e67300012b8e2a,Now,TnsnPplHshld,0.000343879
5993020a5f49420001caf86b,Now,TnsnPplHshld,0.250171939
5a78e410ae9a0b0001a97274,Now,TnsnPplHshld,NA
5bf32090a155c300016f3c06,Now,TnsnPplHshld,0.000343879
5e667f3bc3f30a4050fc8f2f,Now,TnsnPplHshld,0.000343879
5e500182080ac1000b1c7315,Now,TnsnPplHshld,0.5
58742bf5d53c97000159df8c,Now,TnsnPplHshld,0.000343879
5d47abcc2dc88900166f27c9,Now,TnsnPplHshld,0.250171939
5ee0f5feec87fc0bc5eabdd7,Now,TnsnPplHshld,0.250171939
5d76a776f6630c0018431c01,Now,TnsnPplHshld,0.250171939
5b5a822e1ad8270001c4f28d,Now,TnsnPplHshld,0.000343879
5e6d3b17a2b73d2f7aef3d04,Now,TnsnPplHshld,0.000343879
5e1b9d3d08b5ba3c86879d5b,Now,TnsnPplHshld,0.250171939
5e15e63a4f40fbbd907aff1e,Now,TnsnPplHshld,NA
5d82be0cf45ead000150f026,Now,TnsnPplHshld,NA
558acd52fdf99b65685f03d9,Now,TnsnPplHshld,NA
5edc195a95d5090e1c3f91b2,Now,TnsnPplHshld,0.000343879
5e39d872793a082024d9cf18,Now,TnsnPplHshld,0.000343879
57dd766bbcd7150001ded5de,Now,TnsnPplHshld,0.250171939
59417543c768a500011c9731,Now,TnsnPplHshld,NA
56f0393f3f71990005d0e66d,Now,TnsnPplHshld,0.000343879
5e51dfe3618c57215938d7b7,Now,TnsnPplHshld,0.000343879
5d54b73f1c1de70015d50959,Now,TnsnPplHshld,0.749828061
5d6141608a11df001a477fbe,Now,TnsnPplHshld,0.999656121
5be781ca3b047e0001a39e47,Now,TnsnPplHshld,0.250171939
5e04446a783225ee6e9ed929,Now,TnsnPplHshld,0.749828061
59a1de0cec2f75000124eeaf,Now,TnsnPplHshld,0.000343879
5dd3e852b988873c617cd21a,Now,TnsnPplHshld,0.000343879
5e975ea254955d0bfe9f7929,Now,TnsnPplHshld,0.000343879
5dcf402982569a08ddd84086,Now,TnsnPplHshld,0.000343879
5dcf7b49523df00ae9c4e07e,Now,TnsnPplHshld,0.5
5ed17af75957f60d040e3f34,Now,TnsnPplHshld,0.999656121
5edd13e3858a15a07241964b,Now,TnsnPplHshld,0.000343879
578673a9275be6000135880e,Now,TnsnPplHshld,NA
5ecc6fb87c7c7646490f3cf8,Now,TnsnPplHshld,0.000343879
58effc65c31d4d00015aa5b9,Now,TnsnPplHshld,0.000343879
5e416e22fb96eb000b3fe2a8,Now,TnsnPplHshld,0.000343879
5c43349027bb0d0001282427,Now,TnsnPplHshld,0.000343879
5c2cdb4e213a1a0001b9c475,Now,TnsnPplHshld,NA
5eb2d579ed24d507082b07a2,Now,TnsnPplHshld,0.000343879
5dc1cd625fd2031344dfe43d,Now,TnsnPplHshld,0.000343879
5b97f8988ae8150001c7a887,Now,TnsnPplHshld,NA
5c5fc78e96dff400013607a5,Now,TnsnPplHshld,0.000343879
5c804f4092ad770015846011,Now,TnsnPplHshld,0.250171939
5d2e56ae72b6780001c66698,Now,TnsnPplHshld,0.749828061
5d82d28977546f00166ae702,Now,TnsnPplHshld,0.000343879
5a9262251eda410001360b2c,Now,TnsnPplHshld,0.250171939
5ea492e3b1b3620a6fee3b90,Now,TnsnPplHshld,0.5
59e833e72f63d30001c8fb86,Now,TnsnPplHshld,0.749828061
5c71b63c4aa8ec0001f2bfc4,Now,TnsnPplHshld,0.5
5dc4175e3317732e53467e8b,Now,TnsnPplHshld,0.5
59658491b9153e0001617465,Now,TnsnPplHshld,0.5
5c9ebf067114700016da2813,Now,TnsnPplHshld,0.000343879
5eca8de81197051fa92b5a6a,Now,TnsnPplHshld,0.000343879
57b60487e5b60d0001083aea,Now,TnsnPplHshld,NA
5d1beb9c9e033e0017a725dc,Now,TnsnPplHshld,0.000343879
5dee72917309b950e5262f3a,Now,TnsnPplHshld,0.749828061
56d0f57421cd29000a9737e4,Now,TnsnPplHshld,0.000343879
5ec75df0d799ae1c11a8115c,Now,TnsnPplHshld,0.250171939
5e65c211b45c6432d8227e4c,Now,TnsnPplHshld,0.5
5c6a3c721519ac0001668582,Now,TnsnPplHshld,0.250171939
5dc1eb838a84461511b3cd73,Now,TnsnPplHshld,0.000343879
5cd062370081a60017789079,Now,TnsnPplHshld,0.000343879
5dc8d8b90a0b38630af7a0ba,Now,TnsnPplHshld,0.000343879
5d6ef023cfe0a400198f911e,Now,TnsnPplHshld,0.250171939
5beb8419aec9ef0001e9d5fb,Now,TnsnPplHshld,0.000343879
5ea8fe56a6d1a135a5a442cd,Now,TnsnPplHshld,0.000343879
5c9a7872e2a8d00001585513,Now,TnsnPplHshld,0.5
5c05ff644c14cf00019db0a9,Now,TnsnPplHshld,0.999656121
5d847ac9be4b0b00188463d7,Now,TnsnPplHshld,0.5
5eb33612d573b51326905f30,Now,TnsnPplHshld,0.000343879
5c90094e71f3100016181ea9,Now,TnsnPplHshld,0.250171939
5e82cbf3469f74a0b6d0fd29,Now,TnsnPplHshld,0.000343879
5d0d16d991270800010b7dd7,Now,TnsnPplHshld,0.5
5daa18ed95be5f00133609e8,Now,TnsnPplHshld,0.000343879
5e6027f12036113753519c82,Now,TnsnPplHshld,0.000343879
5b619b6c5256470001bcf992,Now,TnsnPplHshld,0.000343879
5e35d4a59d323458753819d2,Now,TnsnPplHshld,0.250171939
595b93be7882150001240e21,Now,TnsnPplHshld,0.000343879
5e37b3d7abde98738c0f1e7c,Now,TnsnPplHshld,0.250171939
5e29ada5d441690127fb5748,Now,TnsnPplHshld,0.5
5e84b8443f064006f1b5215c,Now,TnsnPplHshld,0.999656121
5dcca657854936945d68eaa9,Now,TnsnPplHshld,0.000343879
5cd321750316ed0017c81bcd,Now,TnsnPplHshld,0.250171939
5b4d39f2d4c93b00019c8217,Now,TnsnPplHshld,0.250171939
55b9a9b0fdf99b6906d2aba4,Now,TnsnPplHshld,0.000343879
58a43e029a17120001d910d5,Now,TnsnPplHshld,NA
5edeb3b209233c154f4d552a,Now,TnsnPplHshld,0.000343879
5d9f8573ce3daf0015e3e400,Now,TnsnPplHshld,0.000343879
5de1986c040f531f97eb6092,Now,TnsnPplHshld,0.000343879
5490c822fdf99b71ba910e1a,Now,TnsnPplHshld,0.5
5831f08ebfb3b400015a6ad4,Now,TnsnPplHshld,0.000343879
5e6690ca0ef3a301da87b4d9,Now,TnsnPplHshld,0.000343879
5e9b621702bbdc069b2496c4,Now,TnsnPplHshld,0.5
5e6989bc651f7d241449fccf,Now,TnsnPplHshld,0.5
5e8537fe23609011fe987ca7,Now,TnsnPplHshld,0.250171939
5ea997837d28170bc5125c56,Now,TnsnPplHshld,0.000343879
5d378df21acda30001e7191e,Now,TnsnPplHshld,0.000343879
5cc1e9161758c700138de977,Now,TnsnPplHshld,0.5
5c82a8cdfff8430015e9942f,Now,TnsnPplHshld,NA
5c925b0fb138fe0014e4036b,Now,TnsnPplHshld,0.000343879
5e5ab88a43f33029b119a48c,Now,TnsnPplHshld,0.250171939
5e19c8d1477f3b24e0ac5efa,Now,TnsnPplHshld,0.000343879
5a212dcc7b108200011e040c,Now,TnsnPplHshld,NA
5c27f83289f035000174a168,Now,TnsnPplHshld,NA
5ed081544e61f3163c036286,Now,TnsnPplHshld,0.250171939
5d6d6412f570e000184cf48b,Now,TnsnPplHshld,0.000343879
5bddf0f876219d00014b145e,Now,TnsnPplHshld,0.250171939
5dacf17a6f11e500163e3bc4,Now,TnsnPplHshld,0.749828061
5e4af9e73485dd000c99724e,Now,TnsnPplHshld,0.749828061
5bcb229aa8920a00013060fa,Now,TnsnPplHshld,0.250171939
5b15307351caaf0001228d9b,Now,TnsnPplHshld,0.000343879
5cb9bc10e50fe5001746c43b,Now,TnsnPplHshld,0.999656121
5a0d9553fe645f0001e9f852,Now,TnsnPplHshld,0.250171939
5c03217b1a20110001e979f0,Now,TnsnPplHshld,NA
5ec12ad1759b78000a4f9965,Now,TnsnPplHshld,0.5
5e552a5e45774651f60e62b3,Now,TnsnPplHshld,0.250171939
5dc1c27fb3e5c212018d9e33,Now,TnsnPplHshld,NA
5ec2f967fa87231315e8b60c,Now,TnsnPplHshld,0.5
5e5b0bcc7a584430eb8bea65,Now,TnsnPplHshld,NA
5c971acab18d000001e1afd7,Now,TnsnPplHshld,0.5
5e815773285d3883ba2fbbcf,Now,TnsnPplHshld,NA
5eb1bc2b9d57e52f90d13214,Now,TnsnPplHshld,0.000343879
5b5c8d4e10aec90001ed4bee,Now,TnsnPplHshld,0.000343879
5d63179aa3b94d0001da4bb6,Now,TnsnPplHshld,0.000343879
5c742339e621f900163f4543,Now,TnsnPplHshld,0.000343879
583b397f54686200010f1d20,Now,TnsnPplHshld,NA
59dc458f77860e000151240e,Now,TnsnPplHshld,NA
5b76ce43bfc4cb0001f2c4c3,Now,TnsnPplHshld,0.250171939
5e80d8569d1bdf03449b0c2e,Now,TnsnPplHshld,0.000343879
5e175705cfe8dc000b559793,Now,TnsnPplHshld,0.5
5ddae85b393bd3a44d7cbaaa,Now,TnsnPplHshld,0.000343879
5e1797da928b15062260e30e,Now,TnsnPplHshld,0.250171939
5d612ae16512d700159face7,Now,TnsnPplHshld,0.000343879
55ddb84550a1f7000b90d65a,Now,TnsnPplHshld,0.250171939
5e27868c5cbbcc0b3599574b,Now,TnsnPplHshld,0.250171939
5c871f91e769f8000178afc8,Now,TnsnPplHshld,0.000343879
5d461284d9b0690001720f6d,Now,TnsnPplHshld,0.000343879
5e83abb4e0a2e40fd565226d,Now,TnsnPplHshld,NA
5c28113978fad50001932f58,Now,TnsnPplHshld,0.5
5e78bf026d9a62443b9d5b74,Now,TnsnPplHshld,NA
5dba287f9653e80734e335d7,Now,TnsnPplHshld,0.250171939
58f10189738cac000116d3ab,Now,TnsnPplHshld,0.250171939
5ee3c01c7247c006e9a3f4fd,Now,TnsnPplHshld,0.000343879
59f226a9d6380600018b2923,Now,TnsnPplHshld,NA
5a6f1ccade1f390001dbd8b7,Now,TnsnPplHshld,0.250171939
5e7daa886c123242e86c8138,Now,TnsnPplHshld,0.749828061
5ee64e85c682de3a880579c6,Now,TnsnPplHshld,0.000343879
A1PAY3X73PQ16S,Now,TnsnPplHshld,0.000343879
5c92870723bd7e001870138e,Now,TnsnPplHshld,0.250171939
5d30a193b2cfe00017231a93,Now,TnsnPplHshld,0.000343879
5d4c7ac3e8ec490018b0050d,Now,TnsnPplHshld,NA
5e84253b26729e1847f16611,Now,TnsnPplHshld,0.250171939
5c70852d7826350001565ce4,Now,TnsnPplHshld,0.000343879
5c40e7d99d27f00001159a65,Now,TnsnPplHshld,NA
5ab84333f69e940001d8f0af,Now,TnsnPplHshld,0.000343879
5de82c263aa2777a36b996b2,Now,TnsnPplHshld,0.000343879
5dd5db1ded7ea4574c7bc996,Now,TnsnPplHshld,0.000343879
5d8c46cc53b833001a4bf916,Now,TnsnPplHshld,0.000343879
5e606b1eaf84e83c728748d7,Now,TnsnPplHshld,0.5
5ec46d59c1c5e016fafe11d6,Now,TnsnPplHshld,0.250171939
5ea90a840928983752c88275,Now,TnsnPplHshld,0.000343879
5e6ef5fbf14d264ae2ef3867,Now,TnsnPplHshld,0.000343879
5bd9f569eb22f2000183df4e,Now,TnsnPplHshld,0.000343879
5ee6706034f12e3d82d952aa,Now,TnsnPplHshld,NA
5ec6c96f5b660e0f25ea094c,Now,TnsnPplHshld,0.250171939
5e9f55237c0db50bb0a02621,Now,TnsnPplHshld,0.000343879
5ddc516e82a527bc2397e6e1,Now,TnsnPplHshld,0.000343879
59c0782e5364260001dc4740,Now,TnsnPplHshld,0.000343879
5edaf0abba14031b7899eb3f,Now,TnsnPplHshld,0.000343879
5e69987e0873d600084bc920,Now,TnsnPplHshld,0.250171939
5ed0091bd374190b9b04045d,Now,TnsnPplHshld,0.5
5ea9cc7058ebeb11a12e659c,Now,TnsnPplHshld,0.000343879
5761c23632676f0007eb36b3,Now,TnsnPplHshld,NA
5e41d817cfafb807ef94486a,Now,TnsnPplHshld,0.000343879
5c82656bed1753001581fd1e,Now,TnsnPplHshld,0.000343879
5ec5a64c306f255ec98d5cc1,Now,TnsnPplHshld,0.000343879
5ebe057674d69c15b1642055,Now,TnsnPplHshld,0.749828061
57d6dd8d6598aa000199188b,Now,TnsnPplHshld,0.749828061
597fe89a1b41a20001749f57,Now,TnsnPplHshld,0.000343879
5eea5252da0cfc115e24e69b,Now,TnsnPplHshld,0.749828061
5ee3a34e16ad19048aef74f6,Now,TnsnPplHshld,0.000343879
56fdff4ee0f9ff000f19c466,Now,TnsnPplHshld,NA
 5ad4a9f30f5d3900016a4d8b ,Now,TnsnPplHshld,0.000343879
5ec81134ac7d6b2b9ac51453,Now,TnsnPplHshld,0.000343879
5edfb0770fb0722aa3839b6d,Now,TnsnPplHshld,0.250171939
5b32c0ff975e260001e97d0e,Now,TnsnPplHshld,0.250171939
5ee232f2b970662cfa352567,Now,TnsnPplHshld,0.250171939
5eb52896e034073a7b8aa981,Now,TnsnPplHshld,0.250171939
5cf21b7b2456d90001ee8e40,Now,TnsnPplHshld,0.999656121
5eb02a40b17a8c0868685d32,Now,TnsnPplHshld,0.000343879
5953d01e4d560700016462da,Now,TnsnPplHshld,0.000343879
5c6a36214fbf270001311702,Now,TnsnPplHshld,0.999656121
5ed062703c9248144a334cb4,Now,TnsnPplHshld,0.000343879
5e065bba5a342503b3f3e0bc,Now,TnsnPplHshld,0.000343879
5eaa6339b2e5311e8e020396,Now,TnsnPplHshld,0.749828061
5ede8a971588b310e81f852f,Now,TnsnPplHshld,0.000343879
5e2039ccf0b71e34ef9c60a2,Now,TnsnPplHshld,0.250171939
5e8be450affef10d24343a7f,Now,TnsnPplHshld,0.000343879
5a04869ff2e3460001edad2e,Now,TnsnPplHshld,0.250171939
5d4a41890e604c00011ade8b,Now,TnsnPplHshld,0.000343879
5d5fa32a0fc94a0001632ac7,Now,TnsnPplHshld,NA
5d344bd3b0f315001a122275,Now,TnsnPplHshld,0.000343879
5df162b6c76aa6080c4c7694,Now,TnsnPplHshld,0.000343879
546f8a9cfdf99b4a593414ea,Now,TnsnPplHshld,0.000343879
5dc47ddd034b45342d3b2e3a,Now,TnsnPplHshld,NA
5a21b2e1e473b80001baaa09,Now,TnsnPplHshld,0.000343879
5c2d187569ceff00011417de,Now,TnsnPplHshld,NA
5687d85e369319000c269c55,Now,TnsnPplHshld,0.000343879
5e1f938b06121f2be0d1ead4,Now,TnsnPplHshld,0.000343879
5eac6f1aa8b3bb0dcfebeba9,Now,TnsnPplHshld,0.000343879
5eb635754bbde6534e62c05e,Now,TnsnPplHshld,0.250171939
5d7b2e78698dea001853b5ec,Now,TnsnPplHshld,0.5
5bfd81fb2feab400014d9060,Now,TnsnPplHshld,0.250171939
5dd1964987c1fd2082c4d88e,Now,TnsnPplHshld,0.000343879
5d7af4ee784e52001b9b02da,Now,TnsnPplHshld,0.5
5e8fa34befd9542a66b02feb,Now,TnsnPplHshld,0.5
5e820eb36551aa02fd72e1dc,Now,TnsnPplHshld,0.5
5de01c13c3a15e0a03332169,Now,TnsnPplHshld,0.000343879
5ea5d2b8d2bc3308f7af06d5,Now,TnsnPplHshld,0.000343879
59c6305e6a287600011c388d,Now,TnsnPplHshld,0.250171939
57a761c22fc0d400012c9656,Now,TnsnPplHshld,0.999656121
5d83d2f1ae7a8b00017ec6a9,Now,TnsnPplHshld,0.250171939
56e130548b1c33000a388671,Now,TnsnPplHshld,0.5
5c0f1cf4f3027300014b606f,Now,TnsnPplHshld,0.5
5c92cda483617d0010bef1b8,Now,TnsnPplHshld,0.000343879
5d558ebe886e3f0020e90fce,Now,TnsnPplHshld,0.250171939
5e83d36b6d7daf107aea7a7c,Now,TnsnPplHshld,0.5
5efba90ef81cbe13a3d7df40,Now,TnsnPplHshld,0.749828061
5ec5880e02a64c5b4102561f,Now,TnsnPplHshld,0.000343879
5588d358fdf99b304ee5674f,Now,TnsnPplHshld,0.749828061
5d5c265773125e001af7f4cf,Now,TnsnPplHshld,0.000343879
5ad9cc7ddfcfcb0001e667f3,Now,TnsnPplHshld,0.000343879
5eca36ad460a2b19ab37697b,Now,TnsnPplHshld,0.000343879
5e9ca054511e7a1c5c5640e5,Now,TnsnPplHshld,0.5
5e911cfaefd95445d5a6c890,Now,TnsnPplHshld,0.250171939
5bf5ab78f35e0c000101b657,Now,TnsnPplHshld,0.000343879
5800e50de3536e00012840f4,Now,TnsnPplHshld,0.000343879
5e649034feba20212bb729db,Now,TnsnPplHshld,NA
5b16ceb0bdf4e10001630f58,Now,TnsnPplHshld,0.250171939
5e1882adfd7db4158998b5f0,Now,TnsnPplHshld,0.000343879
5b954f10754b700001f06bf0,Now,TnsnPplHshld,0.749828061
57bb6878eb28030001f7ea94,Now,TnsnPplHshld,0.999656121
5ef165863c30cb15b9c83613,Now,TnsnPplHshld,0.749828061
5e4a1730c94447480594cea4,Now,TnsnPplHshld,NA
5de7f5d27c17f804d007da90,Now,TnsnPplHshld,0.999656121
5e2861fb5c6297029148b635,Now,TnsnPplHshld,0.250171939
5d93c9c410165c0015326102,Now,TnsnPplHshld,0.000343879
5c47d714a8703f0001b6e780,Now,TnsnPplHshld,0.749828061
5d0e9d1bf403080016411381,Now,TnsnPplHshld,NA
5e0e66730db8925a55fffbd5,Now,TnsnPplHshld,0.000343879
5e2e9c7388448746ab366b7f,Now,TnsnPplHshld,NA
5d6394518df2870001a74b42,Now,TnsnPplHshld,0.000343879
5eaf02446c144d5e3a4d4562,Now,TnsnPplHshld,0.250171939
5a8891155292b800012316a8,Now,TnsnPplHshld,0.5
5eaba4a0bc118a184ac2cd2e,Now,TnsnPplHshld,0.999656121
5eddaaaeb2a4d6ab5be32a02,Now,TnsnPplHshld,0.5
5e8421d0df483e18852ff25e,Now,TnsnPplHshld,NA
5b4d31673d01bd0001ec447e,Now,TnsnPplHshld,0.250171939
5eab89102e910016bb0b5414,Now,TnsnPplHshld,0.5
5c003b5c2c8cc1000138e25f,Now,TnsnPplHshld,0.749828061
5eb960c022781303ab1ca871,Now,TnsnPplHshld,0.000343879
55f63fc432af740012171ef6,Now,TnsnPplHshld,0.250171939
58066bf52d948b00014ba876,Now,TnsnPplHshld,NA
5e9732d6bafec41daaf8fc30,Now,TnsnPplHshld,0.000343879
5cdcd4ca9f75db0001411660,Now,TnsnPplHshld,0.5
5c1c137b0739430001693cf5,Now,TnsnPplHshld,0.000343879
550bb70bfdf99b6853dab45e,Now,TnsnPplHshld,0.999656121
5decaac46e09cf3792805023,Now,TnsnPplHshld,0.000343879
5c454961f5e3bc00014ed20b,Now,TnsnPplHshld,0.000343879
5dce29700ad506063969a4a5,Now,TnsnPplHshld,0.000343879
5ee1327109ae2e4f8e01bd60,Now,TnsnPplHshld,0.000343879
576017836442fa0006cfb7cd,Now,TnsnPplHshld,NA
5ec19dd52abb6a5ce5b9fe05,Now,TnsnPplHshld,0.250171939
5d8927d21571f4001c8ce125,Now,TnsnPplHshld,0.999656121
5dde8fba82f458000c8c7c75,Now,TnsnPplHshld,0.999656121
5dec1c522911273179e44dbe,Now,TnsnPplHshld,NA
5ed57ec8141d24118731f1bc,Now,TnsnPplHshld,0.749828061
5e3b9b820014e23ad71813c8,Now,TnsnPplHshld,0.999656121
59ad6f1e09709e00013c2ba5,Now,TnsnPplHshld,0.250171939
5d5eeb06d8bcde00162d73f1,Now,TnsnPplHshld,0.999656121
5ee644b8a00c6d0621d20793,Now,TnsnPplHshld,0.000343879
5e44399336d11f01939401eb,Now,TnsnPplHshld,0.000343879
5ea08654ea87f206588b6b50,Now,TnsnPplHshld,0.250171939
5de481c2a49875052fcf6dee,Now,TnsnPplHshld,NA
5c935d881754ba001b25697a,Now,TnsnPplHshld,0.000343879
5ea9704edf73440535b5e34d,Now,TnsnPplHshld,NA
5eaa605c7c3cbc1f14421a94,Now,TnsnPplHshld,NA
5eda5c5faf7c7f08a2f68cb7,Now,TnsnPplHshld,0.749828061
5bef87523d79ff0001275154,Now,TnsnPplHshld,0.000343879
5ea77b0161f86b151f475c8f,Now,TnsnPplHshld,0.000343879
